Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-08,Deutschland,00,108987536,56970515,54233515,1012542,68.5,43.2,79.3,71.0,86.4,65.2,36.9,75.8,71.1,84.6
2021-10-08,Schleswig-Holstein,01,4100734,2128210,2042527,57787,73.1,57.3,84.9,78.0,89.4,70.2,50.8,81.7,77.8,88.7
2021-10-08,Hamburg,02,2564669,1345118,1288593,15180,72.6,42.4,84.7,78.9,87.7,69.6,35.4,81.6,79.9,85.7
2021-10-08,Niedersachsen,03,10716054,5692677,5382230,48470,71.1,50.9,82.0,71.8,89.7,67.2,43.4,77.8,72.7,87.2
2021-10-08,Bremen,04,1031737,542543,518285,13164,79.8,47.1,92.5,88.0,93.9,76.2,40.1,88.7,87.2,91.8
2021-10-08,Nordrhein-Westfalen,05,24928493,13096007,12319718,262346,73.1,51.4,84.4,76.2,90.0,68.7,44.8,79.6,75.5,87.6
2021-10-08,Hessen,06,8209017,4299854,4056448,79548,68.3,43.7,79.2,71.7,86.5,64.5,37.0,75.0,70.9,83.4
2021-10-08,Rheinland-Pfalz,07,5460704,2878131,2674352,58835,70.2,45.6,81.0,71.7,89.2,65.3,36.7,75.7,70.3,85.3
2021-10-08,Baden-Württemberg,08,14087978,7304249,7041836,158995,65.8,39.6,76.5,68.7,85.0,63.4,34.2,74.1,69.6,83.1
2021-10-08,Bayern,09,16520535,8578383,8256597,123350,65.3,39.3,75.7,68.1,84.1,62.8,33.2,73.2,68.7,82.3
2021-10-08,Saarland,10,1409157,735600,706208,10417,74.8,46.5,85.1,76.0,90.4,71.8,38.7,82.0,77.5,89.4
2021-10-08,Berlin,11,4854530,2494605,2388402,80321,68.1,39.5,79.3,71.5,88.6,65.2,35.1,76.1,71.4,87.2
2021-10-08,Brandenburg,12,2989967,1571106,1501153,18644,62.1,30.5,71.6,59.8,79.8,59.3,25.4,69.0,61.6,80.1
2021-10-08,Mecklenburg-Vorpommern,13,2040875,1064737,1022292,12426,66.1,29.2,76.3,65.9,85.0,63.5,22.9,73.6,66.3,84.2
2021-10-08,Sachsen,14,4536825,2359720,2249069,22550,58.2,26.2,67.5,57.4,77.8,55.4,21.4,64.7,55.7,77.9
2021-10-08,Sachsen-Anhalt,15,2663624,1391896,1344434,26468,63.8,27.3,73.3,61.2,82.2,61.7,21.4,71.1,62.5,83.2
2021-10-08,Thüringen,16,2502733,1294658,1256600,23812,61.1,28.1,70.4,59.3,80.7,59.3,24.4,68.5,59.8,81.1
2021-10-08,Bundesressorts,17,369904,193021,184771,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
