Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-28,Deutschland,00,121857098,59221785,56911547,9167000,71.2,52.2,82.0,74.5,87.3,68.4,46.0,79.1,75.4,86.0,11.0,1.0,13.1,7.6,23.6
2021-11-28,Schleswig-Holstein,01,4512247,2191436,2116003,336523,75.3,65.5,87.3,81.1,90.2,72.7,58.7,84.6,81.6,90.0,11.6,0.4,13.8,7.0,25.7
2021-11-28,Hamburg,02,2877251,1416359,1376146,183266,76.5,53.4,88.7,83.8,88.7,74.3,48.9,86.4,86.0,87.4,9.9,1.3,11.8,7.2,23.4
2021-11-28,Niedersachsen,03,11923082,5872637,5623993,846099,73.4,59.2,84.1,74.6,90.3,70.3,52.7,80.8,76.6,88.5,10.6,1.1,12.6,7.2,22.5
2021-11-28,Bremen,04,1149340,563420,544724,86614,82.8,55.3,95.7,92.2,94.8,80.1,50.9,92.7,92.4,93.3,12.7,0.5,15.2,7.8,30.2
2021-11-28,Nordrhein-Westfalen,05,27658880,13466133,12846435,2124629,75.1,59.0,86.4,78.8,90.6,71.7,53.3,82.6,79.4,88.8,11.9,1.1,14.2,8.3,25.4
2021-11-28,Hessen,06,9087006,4473986,4250058,603563,71.1,52.2,82.0,75.3,87.3,67.5,45.7,78.2,74.9,84.7,9.6,1.0,11.5,6.5,21.3
2021-11-28,Rheinland-Pfalz,07,6028134,2965358,2791699,430775,72.4,54.1,83.0,74.3,89.9,68.1,46.7,78.4,73.9,86.6,10.5,1.3,12.5,6.8,22.7
2021-11-28,Baden-Württemberg,08,15707555,7618087,7397030,1145141,68.6,47.9,79.3,72.3,85.9,66.6,42.3,77.4,73.9,84.5,10.3,1.0,12.4,7.2,22.8
2021-11-28,Bayern,09,18879667,9043309,8764182,1555819,68.8,51.9,79.1,72.5,85.2,66.7,44.0,77.1,73.8,83.9,11.8,1.1,14.1,8.8,25.0
2021-11-28,Saarland,10,1575710,762564,736627,123148,77.5,56.1,87.7,79.6,91.1,74.9,49.4,85.0,81.7,90.4,12.5,1.3,14.6,7.7,25.8
2021-11-28,Berlin,11,5554463,2630805,2532381,510549,71.8,51.3,83.1,75.9,89.8,69.1,45.7,80.2,76.5,88.9,13.9,1.4,16.6,8.3,36.1
2021-11-28,Brandenburg,12,3323832,1630658,1569734,230349,64.4,38.5,73.9,62.6,80.7,62.0,33.5,71.7,65.1,81.6,9.1,0.8,10.8,6.1,17.8
2021-11-28,Mecklenburg-Vorpommern,13,2290668,1115755,1076827,161837,69.3,39.9,79.4,70.1,86.0,66.9,32.9,77.0,70.9,85.9,10.0,0.7,11.8,6.4,19.7
2021-11-28,Sachsen,14,5062421,2453570,2356152,350947,60.5,32.6,69.9,60.5,78.9,58.1,28.7,67.4,59.2,79.4,8.7,0.8,10.2,5.4,17.5
2021-11-28,Sachsen-Anhalt,15,2983350,1456637,1415487,215454,66.8,36.6,76.3,65.4,83.1,64.9,30.5,74.4,67.0,84.9,9.9,1.1,11.5,6.3,18.9
2021-11-28,Thüringen,16,2858738,1366499,1327119,250938,64.5,37.4,73.9,64.0,81.9,62.6,32.8,71.9,64.4,82.8,11.8,0.6,13.9,7.4,23.3
2021-11-28,Bundesressorts,17,384754,194572,186950,11349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
