Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-15,Deutschland,00,171173137,63589276,62991257,48201309,76.5,41.6,21.4,65.2,85.8,79.3,88.8,75.8,38.5,18.0,62.4,85.4,83.6,88.7,58.0,28.7,67.4,61.7,78.2
2022-03-15,Schleswig-Holstein,01,6597593,2339909,2343238,2048218,80.4,54.0,29.4,81.3,90.1,84.8,91.4,80.5,50.5,27.0,76.8,90.7,89.5,92.8,70.4,40.9,77.1,70.4,88.8
2022-03-15,Hamburg,02,4055128,1536820,1532768,1093932,83.0,44.7,27.0,66.8,93.6,89.5,91.1,82.7,40.9,21.8,65.1,93.9,94.9,91.3,59.1,26.3,69.4,65.8,78.5
2022-03-15,Niedersachsen,03,17046114,6272394,6196088,5010392,78.4,46.9,26.0,70.4,87.3,78.9,91.5,77.4,43.2,21.7,67.4,86.7,84.6,90.7,62.6,36.8,72.7,67.8,81.6
2022-03-15,Bremen,04,1604327,613264,604577,434682,90.2,43.2,21.8,68.4,102.0,100.4,97.2,88.9,40.2,18.1,66.1,100.9,103.2,96.3,63.9,25.3,74.9,69.4,86.2
2022-03-15,Nordrhein-Westfalen,05,38562182,14400151,14110661,10861023,80.3,47.3,26.8,70.7,89.8,83.1,92.1,78.7,43.4,22.1,67.7,88.4,86.9,91.2,60.6,32.2,70.7,65.1,81.5
2022-03-15,Hessen,06,12754468,4824387,4680836,3501149,76.7,42.3,22.6,65.3,86.1,80.5,88.8,74.4,38.0,18.5,60.7,84.0,82.5,86.8,55.6,28.6,65.0,60.2,74.6
2022-03-15,Rheinland-Pfalz,07,8462861,3175403,3070069,2384654,77.5,43.3,22.8,67.1,86.6,78.9,91.2,74.9,40.0,19.7,63.4,84.0,81.5,88.6,58.2,31.3,67.5,62.1,77.4
2022-03-15,Baden-Württemberg,08,22209263,8203256,8213973,6273323,73.9,38.8,18.7,61.8,83.3,77.1,87.6,74.0,36.0,15.5,59.4,83.9,82.2,87.2,56.5,29.1,66.1,61.3,75.7
2022-03-15,Bayern,09,26302973,9714558,9799494,7293738,73.9,41.6,20.7,66.1,82.8,77.1,86.7,74.6,39.3,17.8,64.4,83.9,82.5,86.7,55.5,25.4,64.9,59.0,76.9
2022-03-15,Saarland,10,2210227,810708,807296,641747,82.4,42.2,18.1,69.5,91.5,84.6,92.4,82.0,39.2,15.4,66.1,91.5,90.7,92.7,65.2,33.2,74.7,69.2,83.4
2022-03-15,Berlin,11,7684516,2841849,2815420,2157554,77.6,42.0,24.9,64.6,87.2,80.6,91.5,76.8,39.4,21.9,62.5,86.8,84.6,91.9,58.9,28.7,68.9,62.9,83.0
2022-03-15,Brandenburg,12,4677659,1754996,1742378,1293135,69.3,28.9,10.4,51.6,78.1,68.3,82.2,68.8,26.4,7.9,49.2,78.2,74.2,84.3,51.1,18.1,59.6,51.9,71.3
2022-03-15,Mecklenburg-Vorpommern,13,3227535,1196267,1194756,902431,74.3,30.6,10.0,55.9,83.6,76.1,87.4,74.2,27.4,7.1,52.2,83.9,80.7,88.6,56.0,19.6,65.0,55.9,78.3
2022-03-15,Sachsen,14,7075617,2649274,2609465,1918355,65.3,23.4,7.3,43.7,74.4,66.5,81.0,64.3,21.9,5.9,42.0,73.5,67.4,82.6,47.3,14.2,55.4,46.0,69.3
2022-03-15,Sachsen-Anhalt,15,4215258,1567521,1590716,1164984,71.9,27.4,8.2,50.8,80.9,72.0,84.6,72.9,25.1,6.4,47.9,82.5,78.3,88.3,53.4,16.3,61.8,51.3,76.5
2022-03-15,Thüringen,16,3958203,1486696,1484758,1081225,70.1,28.7,10.9,50.7,79.0,70.8,84.3,70.0,27.6,9.8,49.6,79.0,74.1,86.1,51.0,17.8,59.1,49.2,73.4
2022-03-15,Bundesressorts,17,529213,201823,194764,140767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
