Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-02,Deutschland,00,112237357,57782304,55566259,2199521,69.5,46.5,80.3,72.3,86.7,66.8,41.9,77.4,73.2,85.3,2.6,0.3,3.2,1.3,6.7
2021-11-02,Schleswig-Holstein,01,4222016,2154714,2083112,113968,74.0,60.6,86.0,79.4,89.8,71.6,55.5,83.4,80.0,89.4,3.9,0.1,4.7,1.7,10.0
2021-11-02,Hamburg,02,2669003,1376200,1334844,47460,74.3,47.9,86.4,80.9,88.2,72.1,43.6,84.1,83.0,86.6,2.6,0.2,3.1,1.5,7.0
2021-11-02,Niedersachsen,03,11011007,5755649,5493095,174986,71.9,54.0,82.7,72.8,90.0,68.6,48.1,79.1,74.4,87.8,2.2,0.2,2.6,1.1,5.3
2021-11-02,Bremen,04,1068847,552092,532968,27788,81.2,51.5,93.9,89.9,94.3,78.4,46.2,90.9,90.1,92.6,4.1,0.2,4.9,2.4,9.8
2021-11-02,Nordrhein-Westfalen,05,25605400,13248261,12598534,520853,73.9,54.4,85.2,77.3,90.3,70.3,49.5,81.2,77.5,88.2,2.9,0.4,3.5,1.6,7.0
2021-11-02,Hessen,06,8438204,4358602,4152699,158683,69.3,46.9,80.1,72.9,86.7,66.0,41.7,76.6,72.8,84.1,2.5,0.2,3.0,1.2,6.7
2021-11-02,Rheinland-Pfalz,07,5604097,2911886,2733961,112900,71.0,49.2,81.8,72.7,89.5,66.7,42.3,77.0,72.1,85.9,2.8,0.4,3.3,1.2,7.0
2021-11-02,Baden-Württemberg,08,14478846,7405728,7214659,286678,66.7,42.4,77.4,69.8,85.3,65.0,38.8,75.6,71.6,83.8,2.6,0.2,3.1,1.1,7.2
2021-11-02,Bayern,09,17101564,8735898,8502148,317759,66.5,43.0,76.9,69.6,84.5,64.7,39.2,75.0,71.1,83.0,2.4,0.2,2.9,1.3,6.1
2021-11-02,Saarland,10,1447071,745444,721335,24692,75.8,50.4,86.0,77.3,90.7,73.3,44.6,83.5,79.5,89.9,2.5,0.2,2.9,0.9,6.2
2021-11-02,Berlin,11,5053744,2540948,2455261,170225,69.3,44.1,80.5,72.9,89.0,67.0,40.7,78.0,73.7,87.9,4.6,0.3,5.6,1.2,15.7
2021-11-02,Brandenburg,12,3069426,1593716,1535868,43313,63.0,33.6,72.5,60.8,80.2,60.7,29.9,70.3,63.3,80.9,1.7,0.2,2.0,1.1,3.4
2021-11-02,Mecklenburg-Vorpommern,13,2106164,1083214,1050490,33476,67.2,33.5,77.4,67.3,85.4,65.2,28.7,75.3,68.6,85.0,2.1,0.1,2.4,1.1,4.4
2021-11-02,Sachsen,14,4664807,2395090,2305468,60514,59.0,28.6,68.4,58.5,78.2,56.8,25.7,66.0,57.5,78.7,1.5,0.1,1.8,0.4,3.7
2021-11-02,Sachsen-Anhalt,15,2736699,1412199,1377408,48031,64.8,30.6,74.2,62.5,82.5,63.2,26.4,72.6,64.5,83.9,2.2,0.2,2.6,1.0,4.7
2021-11-02,Thüringen,16,2588571,1319041,1288774,57444,62.2,31.9,71.6,60.8,81.1,60.8,28.4,70.1,61.8,81.9,2.7,0.1,3.2,1.1,6.2
2021-11-02,Bundesressorts,17,371891,193622,185635,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
