Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-26,Deutschland,00,107030469,56333379,53243670,600519,67.7,40.8,78.5,70.1,86.1,64.0,32.7,74.6,69.6,84.1
2021-09-26,Schleswig-Holstein,01,4038777,2111898,2013705,39523,72.6,55.6,84.3,77.1,89.2,69.2,47.0,80.6,76.3,88.2
2021-09-26,Hamburg,02,2499306,1319308,1253157,6488,71.2,38.8,83.3,77.1,87.3,67.6,29.9,79.6,77.4,85.0
2021-09-26,Niedersachsen,03,10559003,5635896,5300894,22558,70.4,48.3,81.3,71.0,89.5,66.2,39.4,76.9,71.4,86.8
2021-09-26,Bremen,04,1010725,534810,507742,8576,78.6,44.3,91.4,86.4,93.6,74.7,35.2,87.2,85.1,91.4
2021-09-26,Nordrhein-Westfalen,05,24447361,12961731,12064992,153728,72.3,49.2,83.6,75.3,89.8,67.3,39.3,78.3,73.7,87.2
2021-09-26,Hessen,06,8059091,4248163,3980830,52058,67.5,41.3,78.4,70.8,86.1,63.3,32.5,73.9,69.4,83.0
2021-09-26,Rheinland-Pfalz,07,5360142,2844772,2627002,33970,69.4,42.7,80.2,70.7,89.0,64.1,32.0,74.6,68.9,84.9
2021-09-26,Baden-Württemberg,08,13863825,7229054,6936758,105456,65.1,37.5,75.8,67.9,84.8,62.5,31.2,73.1,68.4,82.7
2021-09-26,Bayern,09,16221908,8471931,8103174,70166,64.5,36.8,74.9,67.1,83.8,61.7,29.4,72.0,67.2,81.8
2021-09-26,Saarland,10,1385330,727364,693930,5626,73.9,43.3,84.3,74.9,90.2,70.5,33.4,80.9,75.9,88.9
2021-09-26,Berlin,11,4738469,2462403,2339028,42402,67.2,37.2,78.4,70.6,87.8,63.8,30.9,74.8,69.8,86.2
2021-09-26,Brandenburg,12,2927943,1548656,1467448,9889,61.2,27.6,70.7,58.8,79.3,58.0,21.3,67.6,59.9,79.2
2021-09-26,Mecklenburg-Vorpommern,13,2008894,1053845,1004345,7479,65.4,27.3,75.6,65.0,84.8,62.4,20.3,72.4,64.7,83.6
2021-09-26,Sachsen,14,4461801,2333963,2209075,11369,57.5,24.6,66.8,56.6,77.5,54.5,18.9,63.6,54.5,77.2
2021-09-26,Sachsen-Anhalt,15,2619599,1376624,1322585,17264,63.1,25.2,72.6,60.3,82.0,60.7,18.6,70.1,61.2,82.6
2021-09-26,Thüringen,16,2459430,1280266,1234871,13815,60.4,26.4,69.7,58.4,80.4,58.2,21.8,67.5,58.4,80.5
2021-09-26,Bundesressorts,17,368865,192695,184134,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
