Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-26,Deutschland,00,121165530,59121827,56862343,8611480,71.1,51.9,81.8,74.3,87.2,68.4,45.9,79.0,75.3,86.0,10.4,1.0,12.3,6.9,22.6
2021-11-26,Schleswig-Holstein,01,4496736,2189818,2115139,323441,75.2,65.3,87.2,81.0,90.2,72.7,58.6,84.6,81.5,90.0,11.1,0.4,13.3,6.5,25.2
2021-11-26,Hamburg,02,2866180,1412757,1373514,176822,76.3,53.2,88.5,83.5,88.7,74.1,48.8,86.2,85.8,87.4,9.5,1.2,11.4,6.9,22.8
2021-11-26,Niedersachsen,03,11883793,5868583,5621902,812783,73.3,59.1,84.0,74.5,90.3,70.2,52.6,80.8,76.6,88.5,10.2,1.1,12.1,6.8,22.0
2021-11-26,Bremen,04,1147170,563007,544534,84998,82.8,55.2,95.6,92.2,94.8,80.1,50.9,92.7,92.3,93.3,12.5,0.5,14.9,7.6,29.8
2021-11-26,Nordrhein-Westfalen,05,27528433,13459208,12845435,2001300,75.1,58.8,86.3,78.7,90.7,71.7,53.2,82.6,79.4,88.8,11.2,1.1,13.4,7.6,24.4
2021-11-26,Hessen,06,9046257,4465572,4246625,573973,71.0,52.0,81.8,75.1,87.3,67.5,45.6,78.1,74.8,84.7,9.1,1.0,10.9,6.0,20.6
2021-11-26,Rheinland-Pfalz,07,6000913,2962281,2790069,407930,72.3,53.8,82.9,74.2,89.9,68.1,46.6,78.4,73.9,86.5,10.0,1.2,11.8,6.3,21.9
2021-11-26,Baden-Württemberg,08,15525695,7589856,7384561,1001213,68.4,47.2,79.1,71.9,85.8,66.5,42.2,77.3,73.7,84.5,9.0,0.9,10.8,5.9,20.8
2021-11-26,Bayern,09,18740118,9022122,8750096,1449414,68.7,51.3,79.0,72.3,85.1,66.6,43.8,77.0,73.6,83.9,11.0,1.0,13.2,8.0,23.7
2021-11-26,Saarland,10,1569791,761928,736382,118034,77.4,55.9,87.7,79.5,91.1,74.8,49.4,85.0,81.6,90.4,12.0,1.3,14.0,7.2,25.0
2021-11-26,Berlin,11,5521285,2624797,2529638,486060,71.6,50.9,82.9,75.6,89.8,69.0,45.4,80.1,76.4,88.8,13.3,1.3,15.8,7.5,35.2
2021-11-26,Brandenburg,12,3315808,1629429,1569358,223874,64.4,38.3,73.8,62.5,80.7,62.0,33.4,71.7,65.1,81.6,8.8,0.8,10.5,5.9,17.4
2021-11-26,Mecklenburg-Vorpommern,13,2285463,1114834,1076523,157806,69.2,39.8,79.3,70.1,86.0,66.8,32.8,76.9,70.9,85.8,9.8,0.6,11.5,6.2,19.4
2021-11-26,Sachsen,14,5035262,2449751,2354547,329159,60.4,32.3,69.8,60.3,78.8,58.0,28.6,67.3,59.2,79.4,8.1,0.8,9.6,4.9,16.7
2021-11-26,Sachsen-Anhalt,15,2974751,1454273,1414517,209754,66.7,36.5,76.2,65.2,83.1,64.9,30.4,74.4,66.9,84.9,9.6,1.1,11.2,6.0,18.5
2021-11-26,Thüringen,16,2843135,1359041,1322557,243578,64.1,37.1,73.5,63.4,81.8,62.4,32.8,71.7,64.0,82.7,11.5,0.5,13.5,7.1,22.7
2021-11-26,Bundesressorts,17,384740,194570,186946,11341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
