Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-21,Deutschland,00,106070782,56009980,52723242,436065,67.4,39.5,78.1,69.6,86.0,63.4,30.1,74.0,68.8,83.9
2021-09-21,Schleswig-Holstein,01,3984694,2099002,1982520,28056,72.1,54.1,83.8,76.5,89.1,68.1,41.6,79.6,74.9,88.0
2021-09-21,Hamburg,02,2479885,1311799,1241677,4535,70.8,37.2,82.9,76.7,87.1,67.0,27.7,79.0,76.7,84.7
2021-09-21,Niedersachsen,03,10469863,5606518,5242544,14300,70.1,47.1,80.9,70.5,89.4,65.5,36.0,76.2,70.5,86.6
2021-09-21,Bremen,04,1001885,531462,503143,7063,78.1,42.7,90.9,85.8,93.5,74.0,32.1,86.6,84.2,91.3
2021-09-21,Nordrhein-Westfalen,05,24203009,12890817,11920941,115266,71.9,47.9,83.2,74.8,89.6,66.5,35.6,77.6,72.7,86.9
2021-09-21,Hessen,06,7985225,4222886,3941778,38690,67.1,40.0,78.0,70.3,85.9,62.6,29.5,73.3,68.6,82.8
2021-09-21,Rheinland-Pfalz,07,5297792,2825826,2599880,14868,68.9,40.9,79.8,70.1,88.8,63.4,28.7,74.0,68.1,84.7
2021-09-21,Baden-Württemberg,08,13745007,7182712,6882321,80122,64.7,36.2,75.4,67.4,84.6,62.0,29.6,72.7,67.8,82.5
2021-09-21,Bayern,09,16096763,8422696,8036853,53688,64.1,35.5,74.5,66.6,83.6,61.2,27.9,71.5,66.5,81.6
2021-09-21,Saarland,10,1376646,724029,689323,4321,73.6,42.0,84.0,74.5,90.1,70.1,31.0,80.5,75.3,88.8
2021-09-21,Berlin,11,4698458,2451201,2320004,31604,66.9,36.2,78.1,70.3,87.7,63.3,28.8,74.3,69.2,86.1
2021-09-21,Brandenburg,12,2900483,1538393,1451616,6880,60.8,26.6,70.3,58.4,79.0,57.4,19.4,67.0,59.2,78.8
2021-09-21,Mecklenburg-Vorpommern,13,1993306,1048411,995554,5204,65.1,26.1,75.3,64.6,84.6,61.8,18.7,71.8,64.0,83.3
2021-09-21,Sachsen,14,4427926,2320138,2191148,8040,57.2,23.6,66.5,56.2,77.3,54.0,17.6,63.2,53.9,77.0
2021-09-21,Sachsen-Anhalt,15,2598315,1368770,1312358,12659,62.8,24.1,72.3,59.9,81.8,60.2,17.2,69.7,60.5,82.4
2021-09-21,Thüringen,16,2443294,1272914,1227725,10689,60.0,25.2,69.4,58.0,80.2,57.9,21.1,67.1,57.9,80.3
2021-09-21,Bundesressorts,17,368231,192406,183857,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
