Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-20,Deutschland,00,143183952,61091561,174800,58539367,27112902,73.5,58.3,84.0,77.0,88.1,70.4,50.7,81.1,78.0,86.9,32.6,3.8,38.8,30.1,55.2
2021-12-20,Schleswig-Holstein,01,5329507,2252205,6344,2181555,1029128,77.4,73.5,89.0,83.3,90.9,74.9,64.2,86.9,84.5,91.3,35.4,2.1,42.1,31.3,61.1
2021-12-20,Hamburg,02,3266006,1455641,3575,1412391,503664,78.6,59.0,90.7,86.1,89.4,76.2,53.6,88.5,88.6,88.1,27.2,3.3,32.5,25.8,49.3
2021-12-20,Niedersachsen,03,14133069,6027407,15340,5768932,2766521,75.3,64.4,85.8,76.8,90.9,72.1,56.9,82.7,79.1,89.3,34.6,4.7,41.2,33.3,55.7
2021-12-20,Bremen,04,1320485,586374,1493,558991,222161,86.2,60.1,99.2,96.6,96.2,82.2,54.4,95.0,95.3,94.4,32.7,1.7,39.0,29.1,59.1
2021-12-20,Nordrhein-Westfalen,05,32632595,13856624,50630,13186455,6390024,77.3,64.5,88.3,81.2,91.5,73.6,57.2,84.6,81.9,89.8,35.6,4.1,42.6,33.4,60.3
2021-12-20,Hessen,06,10546620,4610546,8554,4361462,1822601,73.3,57.9,84.1,77.8,88.1,69.3,50.0,80.0,77.3,85.4,29.0,3.7,34.6,26.8,50.1
2021-12-20,Rheinland-Pfalz,07,7120271,3050411,5076,2857413,1377389,74.4,60.5,84.9,76.8,90.6,69.7,51.1,80.1,76.1,87.2,33.6,4.2,39.9,31.0,56.0
2021-12-20,Baden-Württemberg,08,18682990,7877841,21396,7627369,3649539,71.0,54.7,81.5,74.8,86.8,68.7,46.6,79.6,76.7,85.5,32.9,4.5,39.3,31.7,54.7
2021-12-20,Bayern,09,22168628,9350791,35456,9074047,4243670,71.2,59.4,81.1,75.0,86.0,69.1,50.8,79.5,76.8,84.9,32.3,3.5,38.5,29.3,57.0
2021-12-20,Saarland,10,1865195,783226,1450,753929,376626,79.6,62.0,89.7,82.1,91.8,76.6,53.7,86.8,84.2,91.1,38.3,5.3,44.6,34.6,60.8
2021-12-20,Berlin,11,6400057,2721673,14664,2594803,1208488,74.3,57.6,85.2,78.3,90.7,70.8,51.2,81.9,78.6,89.7,33.0,4.0,39.3,29.3,62.8
2021-12-20,Brandenburg,12,3889816,1692554,3121,1614733,694055,66.9,44.6,76.3,65.8,81.5,63.8,37.6,73.5,67.6,82.5,27.4,2.9,32.4,23.6,45.7
2021-12-20,Mecklenburg-Vorpommern,13,2673225,1154039,1019,1107143,477329,71.6,47.3,81.7,73.3,86.8,68.7,37.7,78.9,73.5,86.7,29.6,3.0,34.8,24.4,50.0
2021-12-20,Sachsen,14,5905278,2538886,2311,2420729,1045997,62.6,37.0,72.0,63.3,80.0,59.7,32.0,69.0,61.4,80.4,25.8,3.0,30.5,21.4,43.9
2021-12-20,Sachsen-Anhalt,15,3483073,1508478,1509,1460798,620985,69.2,42.2,78.7,68.8,83.9,67.0,34.5,76.7,70.0,86.0,28.5,3.2,33.2,22.3,48.5
2021-12-20,Thüringen,16,3306323,1426450,2845,1369623,603200,67.3,42.7,76.7,67.8,83.3,64.6,37.1,74.1,67.3,83.7,28.4,2.1,33.5,23.3,48.1
2021-12-20,Bundesressorts,17,460814,198415,17,188994,81525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
