Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-05-18,Deutschland,00,179589536,64527246,63069838,49535066,4728846,77.6,45.2,22.1,72.2,86.6,83.3,91.7,75.8,41.3,19.6,66.7,85.1,82.0,90.9,59.6,31.0,69.2,63.4,80.0,5.7,0.4,7.0,1.5,17.2
2022-05-18,Schleswig-Holstein,01,6955694,2353013,2321181,2123016,231388,80.8,59.8,30.5,92.5,88.4,85.2,93.8,79.7,56.1,29.5,85.9,87.8,84.8,93.0,72.9,44.5,79.1,72.5,90.7,7.9,0.3,14.6,2.4,36.1
2022-05-18,Hamburg,02,4352398,1600131,1551632,1138492,124614,86.4,50.9,29.4,78.0,96.9,95.9,98.1,83.8,44.9,23.7,71.6,94.6,93.4,97.4,61.5,28.9,72.1,68.6,81.1,6.7,0.5,8.1,2.2,22.8
2022-05-18,Niedersachsen,03,18076291,6367164,6179456,5153689,654190,79.6,51.6,26.9,79.4,88.1,84.4,94.2,77.2,46.9,23.9,72.8,86.0,82.6,92.1,64.4,39.6,74.6,69.8,83.4,8.2,0.5,9.8,2.0,24.0
2022-05-18,Bremen,04,1695389,617483,592411,440156,60666,90.8,47.5,22.6,76.8,102.2,103.9,98.3,87.1,43.1,19.5,70.9,98.4,98.6,97.9,64.7,27.4,75.8,69.8,87.9,8.9,0.4,10.7,1.8,28.6
2022-05-18,Nordrhein-Westfalen,05,40901713,14619856,14167004,11179862,1491593,81.6,51.7,27.7,79.1,90.6,88.5,94.1,79.0,46.8,24.0,72.8,88.3,85.8,93.1,62.4,34.8,72.6,67.0,83.5,8.3,0.5,10.0,2.3,24.8
2022-05-18,Hessen,06,13349312,4884611,4690866,3598042,334227,77.6,46.3,23.5,72.8,86.7,83.9,91.3,74.5,41.1,20.4,65.1,83.7,80.9,89.2,57.2,31.1,66.7,61.7,76.5,5.3,0.3,6.4,1.6,15.9
2022-05-18,Rheinland-Pfalz,07,8876010,3211668,3075421,2449173,257007,78.4,46.7,23.5,73.5,87.2,83.0,94.2,75.0,42.5,21.3,67.1,83.8,79.9,90.9,59.8,33.6,69.3,63.8,79.1,6.3,0.4,7.5,1.7,18.0
2022-05-18,Baden-Württemberg,08,23116182,8345360,8197977,6403610,433486,75.2,42.3,19.3,68.5,84.4,81.0,90.2,73.8,38.6,16.9,63.3,83.3,80.1,89.9,57.7,30.8,67.4,62.5,77.2,3.9,0.3,4.7,1.0,12.1
2022-05-18,Bayern,09,27317155,9846173,9813895,7456168,488778,74.9,44.8,21.2,72.3,83.6,80.6,88.9,74.7,41.6,19.2,67.9,83.7,81.0,89.1,56.7,27.5,66.2,60.3,78.3,3.7,0.3,4.4,0.9,11.6
2022-05-18,Saarland,10,2312665,818857,804442,656588,66182,83.2,46.1,18.6,77.1,92.0,89.7,94.8,81.8,42.1,16.6,70.9,90.8,88.3,94.7,66.7,35.5,76.3,71.0,84.9,6.7,0.4,7.9,1.9,17.6
2022-05-18,Berlin,11,8101618,2909160,2869497,2235439,191270,79.4,45.6,25.7,72.0,89.0,84.2,98.0,78.3,42.2,23.7,66.7,88.2,83.9,98.0,61.0,31.0,71.4,65.5,85.1,5.2,0.3,6.2,1.3,17.8
2022-05-18,Brandenburg,12,4831923,1761157,1735522,1332461,93493,69.6,29.4,10.8,52.3,78.3,68.6,82.3,68.6,27.5,9.0,50.3,77.7,73.6,84.1,52.6,20.2,61.4,53.8,72.8,3.7,0.3,4.4,1.1,9.3
2022-05-18,Mecklenburg-Vorpommern,13,3386574,1212185,1196337,930700,88368,75.3,33.4,10.5,61.4,84.4,79.2,91.4,74.3,29.7,8.4,55.9,83.8,78.4,91.6,57.8,22.0,66.9,57.8,80.2,5.5,0.4,6.5,1.1,14.3
2022-05-18,Sachsen,14,7279682,2669833,2616252,1982308,83191,65.8,24.7,7.6,46.3,74.9,67.7,85.0,64.5,22.8,6.6,43.3,73.6,66.6,83.9,48.9,15.6,57.2,47.6,71.3,2.1,0.2,2.4,0.4,5.4
2022-05-18,Sachsen-Anhalt,15,4419729,1609069,1598678,1206852,74359,73.8,29.9,8.6,55.8,82.9,76.7,90.7,73.3,26.9,7.4,50.8,82.7,76.6,91.2,55.3,18.4,63.9,53.5,78.5,3.4,0.3,4.0,0.8,8.5
2022-05-18,Thüringen,16,4083208,1499626,1469811,1106576,55331,70.7,30.2,11.3,53.6,79.5,73.2,87.8,69.3,28.8,10.6,51.3,78.0,71.2,87.8,52.2,19.4,60.5,50.3,75.1,2.6,0.2,3.1,0.9,6.2
2022-05-18,Bundesressorts,17,533993,201900,189456,141934,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
