Impfdatum,BundeslandId_Impfort,Impfstoff,Impfserie,Anzahl
2020-12-27,01,Comirnaty,1,808
2020-12-27,02,Comirnaty,1,443
2020-12-27,03,Comirnaty,1,373
2020-12-27,04,Comirnaty,1,510
2020-12-27,04,Spikevax,1,3
2020-12-27,05,Comirnaty,1,8717
2020-12-27,06,Comirnaty,1,2710
2020-12-27,07,Comirnaty,1,1253
2020-12-27,08,Comirnaty,1,2624
2020-12-27,08,Spikevax,1,4
2020-12-27,08,Vaxzevria,1,1
2020-12-27,09,Comirnaty,1,3602
2020-12-27,10,Comirnaty,1,215
2020-12-27,11,Comirnaty,1,1772
2020-12-27,12,Comirnaty,1,31
2020-12-27,12,Spikevax,1,1
2020-12-27,13,Comirnaty,1,350
2020-12-27,14,Comirnaty,1,180
2020-12-27,15,Comirnaty,1,721
2020-12-27,16,Comirnaty,1,103
2020-12-28,01,Comirnaty,1,876
2020-12-28,02,Comirnaty,1,633
2020-12-28,03,Comirnaty,1,486
2020-12-28,04,Comirnaty,1,246
2020-12-28,05,Comirnaty,1,1004
2020-12-28,06,Comirnaty,1,1364
2020-12-28,07,Comirnaty,1,214
2020-12-28,08,Comirnaty,1,3033
2020-12-28,08,Spikevax,1,1
2020-12-28,09,Comirnaty,1,2162
2020-12-28,10,Comirnaty,1,654
2020-12-28,11,Comirnaty,1,2172
2020-12-28,12,Comirnaty,1,121
2020-12-28,12,Vaxzevria,1,1
2020-12-28,13,Comirnaty,1,2711
2020-12-28,14,Comirnaty,1,494
2020-12-28,15,Comirnaty,1,1668
2020-12-28,16,Comirnaty,1,167
2020-12-29,01,Comirnaty,1,2313
2020-12-29,02,Comirnaty,1,497
2020-12-29,03,Comirnaty,1,757
2020-12-29,04,Comirnaty,1,511
2020-12-29,05,Comirnaty,1,13104
2020-12-29,06,Comirnaty,1,6388
2020-12-29,07,Comirnaty,1,1149
2020-12-29,08,Comirnaty,1,4098
2020-12-29,09,Comirnaty,1,8765
2020-12-29,10,Comirnaty,1,655
2020-12-29,11,Comirnaty,1,2846
