Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-19,Deutschland,00,142073580,60992596,58444931,26194109,73.3,61.1,83.9,77.0,88.1,70.3,50.6,81.0,77.8,86.9,31.5,3.7,37.5,28.7,54.0
2021-12-19,Schleswig-Holstein,01,5266130,2244832,2177341,977290,77.1,74.0,88.9,83.2,90.9,74.8,64.0,86.8,84.2,91.2,33.6,2.1,40.0,29.0,59.2
2021-12-19,Hamburg,02,3243643,1454085,1410586,484476,78.5,62.2,90.6,86.1,89.3,76.1,53.7,88.4,88.5,88.1,26.2,3.3,31.3,24.6,48.1
2021-12-19,Niedersachsen,03,14008529,6019014,5759546,2659568,75.2,66.8,85.8,76.8,90.9,72.0,56.8,82.6,78.9,89.2,33.2,4.4,39.6,31.7,54.1
2021-12-19,Bremen,04,1309188,585256,558110,212823,86.1,63.3,99.0,96.5,96.2,82.1,54.3,94.8,95.1,94.3,31.3,1.5,37.4,27.3,57.8
2021-12-19,Nordrhein-Westfalen,05,32381208,13832157,13168032,6181305,77.2,68.0,88.2,81.1,91.4,73.5,57.2,84.5,81.8,89.7,34.5,4.0,41.2,31.9,59.1
2021-12-19,Hessen,06,10476460,4603809,4354958,1765579,73.2,59.6,84.0,77.7,88.1,69.2,49.9,79.9,77.1,85.4,28.1,3.6,33.5,25.8,48.9
2021-12-19,Rheinland-Pfalz,07,7043631,3046087,2851533,1310884,74.3,62.2,84.8,76.6,90.5,69.6,50.9,79.9,75.9,87.2,32.0,4.1,38.0,29.0,54.2
2021-12-19,Baden-Württemberg,08,18535720,7863336,7614943,3528727,70.8,56.9,81.4,74.7,86.8,68.6,46.5,79.5,76.5,85.4,31.8,4.3,38.0,30.3,53.6
2021-12-19,Bayern,09,22020077,9339167,9059254,4121644,71.1,63.6,81.1,75.0,86.0,68.9,50.8,79.4,76.7,84.8,31.4,3.5,37.4,28.2,56.0
2021-12-19,Saarland,10,1852216,782236,753004,365525,79.5,64.1,89.6,82.0,91.7,76.5,53.5,86.7,84.1,91.0,37.1,5.1,43.3,33.3,59.5
2021-12-19,Berlin,11,6355947,2717170,2590531,1173052,74.2,64.3,85.1,78.2,90.7,70.7,51.5,81.8,78.4,89.6,32.0,3.7,38.2,28.0,61.9
2021-12-19,Brandenburg,12,3859882,1689434,1611782,670083,66.7,46.0,76.2,65.6,81.5,63.7,37.4,73.4,67.4,82.4,26.5,2.8,31.3,22.6,44.5
2021-12-19,Mecklenburg-Vorpommern,13,2652370,1152560,1104999,460059,71.6,48.0,81.6,73.2,86.8,68.6,37.6,78.8,73.3,86.7,28.6,3.0,33.5,23.2,48.7
2021-12-19,Sachsen,14,5862144,2534375,2416002,1012036,62.5,37.5,71.9,63.1,79.9,59.6,31.8,68.9,61.2,80.3,24.9,2.9,29.5,20.5,42.9
2021-12-19,Sachsen-Anhalt,15,3460865,1506720,1457615,603687,69.1,43.0,78.6,68.7,83.8,66.8,34.3,76.5,69.8,85.9,27.7,3.0,32.3,21.5,47.4
2021-12-19,Thüringen,16,3288010,1423930,1367693,589120,67.2,44.9,76.6,67.6,83.2,64.5,37.2,74.0,67.2,83.7,27.8,2.0,32.7,22.5,47.2
2021-12-19,Bundesressorts,17,457560,198428,189002,78251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
