Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-30,Deutschland,00,107888805,56622246,53682694,769463,68.1,41.9,78.9,70.5,86.3,64.6,34.6,75.1,70.2,84.3
2021-09-30,Schleswig-Holstein,01,4065944,2118138,2026940,47558,72.8,56.3,84.5,77.5,89.3,69.6,49.4,81.1,77.0,88.4
2021-09-30,Hamburg,02,2526664,1330001,1268549,8801,71.8,40.3,83.9,77.9,87.4,68.5,32.4,80.4,78.5,85.3
2021-09-30,Niedersachsen,03,10633001,5664081,5341000,32963,70.8,49.6,81.6,71.4,89.6,66.7,41.5,77.3,72.0,87.0
2021-09-30,Bremen,04,1017081,536917,511053,9922,78.9,45.1,91.7,86.9,93.7,75.1,36.7,87.7,85.7,91.6
2021-09-30,Nordrhein-Westfalen,05,24678005,13031464,12190417,199312,72.7,50.3,84.0,75.8,89.9,68.0,42.1,78.9,74.6,87.4
2021-09-30,Hessen,06,8132542,4276063,4016291,65000,67.9,42.4,78.9,71.3,86.3,63.8,34.6,74.4,70.1,83.2
2021-09-30,Rheinland-Pfalz,07,5412589,2863653,2652276,45511,69.9,44.2,80.7,71.3,89.1,64.7,34.4,75.2,69.7,85.1
2021-09-30,Baden-Württemberg,08,13951196,7260318,6975146,126973,65.4,38.4,76.1,68.2,84.9,62.8,32.2,73.5,68.9,82.9
2021-09-30,Bayern,09,16337957,8513208,8162804,90446,64.8,37.8,75.2,67.5,83.9,62.1,30.7,72.5,67.8,82.0
2021-09-30,Saarland,10,1396101,731001,700057,7375,74.3,44.8,84.6,75.4,90.3,71.1,36.1,81.4,76.7,89.1
2021-09-30,Berlin,11,4781013,2473271,2357237,57020,67.5,38.1,78.7,71.0,88.0,64.3,32.6,75.3,70.5,86.4
2021-09-30,Brandenburg,12,2950938,1556783,1480342,12886,61.5,28.8,71.0,59.2,79.4,58.5,23.0,68.1,60.6,79.5
2021-09-30,Mecklenburg-Vorpommern,13,2024877,1058861,1013367,10223,65.7,28.1,75.9,65.4,84.9,62.9,21.5,73.0,65.5,83.9
2021-09-30,Sachsen,14,4495025,2345577,2227130,15958,57.8,25.3,67.1,56.9,77.6,54.9,20.0,64.1,55.0,77.5
2021-09-30,Sachsen-Anhalt,15,2640425,1383970,1332755,21833,63.5,26.2,73.0,60.8,82.1,61.1,19.9,70.6,61.8,82.9
2021-09-30,Thüringen,16,2476127,1286110,1242896,17510,60.7,27.1,70.0,58.8,80.5,58.6,22.6,67.9,58.9,80.7
2021-09-30,Bundesressorts,17,369320,192830,184434,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
