Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-01,Deutschland,00,108011215,56663817,53746620,791781,68.1,42.0,78.9,70.6,86.3,64.6,34.9,75.2,70.3,84.4
2021-10-01,Schleswig-Holstein,01,4070582,2119542,2029278,48623,72.8,56.5,84.6,77.5,89.3,69.7,49.7,81.2,77.1,88.4
2021-10-01,Hamburg,02,2531751,1331882,1271628,9439,71.9,40.6,84.0,78.0,87.4,68.6,33.2,80.6,78.7,85.3
2021-10-01,Niedersachsen,03,10643468,5668208,5346132,34554,70.8,49.7,81.7,71.5,89.6,66.8,41.7,77.4,72.1,87.0
2021-10-01,Bremen,04,1018958,537712,512107,10128,79.1,45.3,91.8,87.0,93.8,75.3,37.0,87.8,85.9,91.7
2021-10-01,Nordrhein-Westfalen,05,24702517,13037999,12202952,205404,72.7,50.4,84.1,75.8,89.9,68.1,42.4,79.0,74.7,87.4
2021-10-01,Hessen,06,8141518,4278977,4021220,66384,68.0,42.5,78.9,71.3,86.3,63.9,34.9,74.5,70.2,83.2
2021-10-01,Rheinland-Pfalz,07,5417796,2865130,2654554,47044,69.9,44.4,80.7,71.3,89.1,64.8,34.7,75.2,69.7,85.1
2021-10-01,Baden-Württemberg,08,13963142,7264835,6980335,129642,65.4,38.6,76.1,68.3,84.9,62.9,32.4,73.5,68.9,82.9
2021-10-01,Bayern,09,16361590,8522251,8175699,93522,64.9,38.0,75.3,67.6,83.9,62.2,31.1,72.6,67.9,82.0
2021-10-01,Saarland,10,1397790,731592,700798,7850,74.3,45.0,84.7,75.4,90.3,71.2,36.4,81.5,76.8,89.2
2021-10-01,Berlin,11,4785735,2474443,2359546,58431,67.5,38.2,78.7,71.0,88.0,64.4,32.8,75.3,70.6,86.5
2021-10-01,Brandenburg,12,2956647,1558705,1483930,13314,61.6,29.0,71.1,59.3,79.4,58.6,23.3,68.3,60.8,79.6
2021-10-01,Mecklenburg-Vorpommern,13,2029156,1060249,1016092,10653,65.8,28.4,76.0,65.5,84.9,63.1,22.1,73.2,65.7,84.0
2021-10-01,Sachsen,14,4499463,2347369,2229361,16499,57.9,25.5,67.2,57.0,77.7,55.0,20.1,64.2,55.1,77.6
2021-10-01,Sachsen-Anhalt,15,2643157,1385080,1334175,22213,63.5,26.3,73.0,60.9,82.1,61.2,20.1,70.7,61.9,82.9
2021-10-01,Thüringen,16,2478515,1286996,1244294,17901,60.7,27.2,70.0,58.8,80.5,58.7,22.8,67.9,59.0,80.8
2021-10-01,Bundesressorts,17,369430,192847,184519,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
