Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-14,Deutschland,00,109725662,57182706,54579415,1215759,68.8,44.0,79.5,71.4,86.5,65.6,38.2,76.2,71.6,84.8
2021-10-14,Schleswig-Holstein,01,4123228,2133781,2050714,67054,73.3,57.9,85.2,78.3,89.5,70.5,51.7,82.1,78.2,88.8
2021-10-14,Hamburg,02,2583147,1351746,1297620,19481,73.0,43.4,85.1,79.3,87.8,70.0,36.8,82.1,80.5,85.9
2021-10-14,Niedersachsen,03,10787319,5712142,5415753,68218,71.4,51.9,82.2,72.1,89.8,67.7,45.1,78.2,73.2,87.4
2021-10-14,Bremen,04,1040508,545824,522454,15105,80.3,48.4,93.0,88.7,94.0,76.8,42.1,89.3,88.0,92.0
2021-10-14,Nordrhein-Westfalen,05,25082704,13136562,12392885,306809,73.3,52.1,84.6,76.5,90.1,69.1,46.0,80.0,76.0,87.8
2021-10-14,Hessen,06,8255562,4313432,4078209,91823,68.5,44.4,79.5,72.0,86.5,64.8,38.1,75.4,71.3,83.5
2021-10-14,Rheinland-Pfalz,07,5491803,2886340,2688285,68809,70.4,46.5,81.2,71.9,89.3,65.6,37.9,76.0,70.8,85.5
2021-10-14,Baden-Württemberg,08,14174420,7328255,7084790,180951,66.0,40.3,76.7,69.0,85.1,63.8,35.4,74.5,70.1,83.3
2021-10-14,Bayern,09,16655013,8620326,8319788,157501,65.6,40.2,76.0,68.5,84.2,63.3,34.7,73.7,69.3,82.4
2021-10-14,Saarland,10,1420271,738966,711363,13570,75.1,47.6,85.4,76.4,90.5,72.3,40.7,82.5,78.2,89.5
2021-10-14,Berlin,11,4900744,2506923,2405901,97685,68.4,40.7,79.6,71.9,88.7,65.7,36.5,76.6,72.0,87.3
2021-10-14,Brandenburg,12,3004945,1576239,1508431,21964,62.3,31.2,71.8,60.0,79.8,59.6,26.1,69.3,62.0,80.3
2021-10-14,Mecklenburg-Vorpommern,13,2056880,1069555,1030856,15829,66.4,30.1,76.6,66.3,85.1,64.0,24.6,74.1,67.0,84.4
2021-10-14,Sachsen,14,4573617,2370615,2268445,29798,58.4,26.8,67.8,57.7,77.9,55.9,23.1,65.1,56.3,78.1
2021-10-14,Sachsen-Anhalt,15,2682425,1397649,1353497,31019,64.1,28.3,73.6,61.6,82.3,62.1,22.7,71.6,63.1,83.4
2021-10-14,Thüringen,16,2522770,1301178,1265448,29869,61.4,28.9,70.7,59.7,80.8,59.7,25.6,68.9,60.3,81.3
2021-10-14,Bundesressorts,17,370306,193173,184976,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
