Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-28,Deutschland,00,169932068,63452470,62717992,47367046,76.3,41.2,20.9,64.9,85.6,79.2,88.7,75.4,37.4,16.5,61.7,85.2,83.3,88.6,57.0,27.4,66.4,60.6,77.4
2022-02-28,Schleswig-Holstein,01,6484193,2335720,2333241,1948985,80.2,53.4,28.7,81.1,90.0,84.7,91.3,80.2,48.9,24.8,75.9,90.5,89.3,92.7,67.0,38.8,75.8,69.0,87.7
2022-02-28,Hamburg,02,4011325,1529421,1520530,1069327,82.6,44.1,26.6,66.1,93.2,89.1,90.8,82.1,39.7,20.4,63.8,93.3,94.3,90.7,57.7,25.1,67.9,64.2,77.3
2022-02-28,Niedersachsen,03,16917379,6257089,6167271,4925642,78.2,46.5,25.3,70.2,87.2,78.7,91.4,77.1,41.7,19.5,66.6,86.5,84.3,90.6,61.5,35.2,71.5,66.5,80.7
2022-02-28,Bremen,04,1594762,611752,601946,429203,89.9,42.8,21.3,68.1,101.8,100.1,97.1,88.5,39.1,16.8,65.3,100.6,102.8,96.2,63.1,24.1,74.0,68.3,85.6
2022-02-28,Nordrhein-Westfalen,05,38282556,14371178,14050603,10669786,80.2,46.7,26.0,70.4,89.7,82.9,92.0,78.4,42.1,20.3,67.0,88.2,86.7,91.1,59.5,30.6,69.5,63.7,80.7
2022-02-28,Hessen,06,12654537,4810906,4655791,3439174,76.4,41.9,22.0,65.0,85.9,80.2,88.7,74.0,36.7,16.6,60.0,83.7,82.2,86.7,54.6,27.3,63.9,59.0,73.6
2022-02-28,Rheinland-Pfalz,07,8402951,3167096,3055918,2347147,77.3,42.9,22.1,66.9,86.4,78.7,91.1,74.6,38.5,17.7,62.7,83.8,81.2,88.6,57.3,30.1,66.5,61.0,76.6
2022-02-28,Baden-Württemberg,08,22096106,8188515,8185817,6202586,73.8,38.6,18.4,61.6,83.2,77.0,87.5,73.7,35.3,14.6,58.9,83.7,82.0,87.1,55.9,28.3,65.4,60.5,75.2
2022-02-28,Bayern,09,26154504,9698417,9763305,7197225,73.8,41.3,20.3,65.9,82.7,77.0,86.6,74.3,38.4,16.7,63.8,83.7,82.3,86.6,54.8,24.4,64.1,58.0,76.3
2022-02-28,Saarland,10,2196270,809524,804125,632127,82.3,41.9,17.8,69.2,91.4,84.5,92.3,81.7,38.2,14.1,65.4,91.2,90.4,92.6,64.2,31.9,73.6,67.9,82.7
2022-02-28,Berlin,11,7638507,2835499,2805044,2128098,77.4,41.7,24.5,64.3,87.1,80.4,91.4,76.6,38.6,20.9,61.8,86.6,84.3,91.7,58.1,27.8,68.0,61.9,82.3
2022-02-28,Brandenburg,12,4645387,1752076,1735818,1270297,69.2,28.6,10.1,51.4,78.0,68.2,82.2,68.6,25.7,7.2,48.5,78.0,73.9,84.2,50.2,17.2,58.6,50.9,70.3
2022-02-28,Mecklenburg-Vorpommern,13,3202703,1193307,1189121,886141,74.1,30.3,9.7,55.5,83.5,75.8,87.3,73.8,26.5,6.3,51.2,83.6,80.3,88.5,55.0,18.4,63.8,54.6,77.4
2022-02-28,Sachsen,14,7015542,2642982,2595560,1878445,65.1,23.1,7.0,43.3,74.2,66.3,80.9,64.0,21.1,5.2,41.2,73.2,67.0,82.4,46.3,13.5,54.3,44.9,68.1
2022-02-28,Sachsen-Anhalt,15,4178809,1564386,1582164,1140174,71.7,27.1,7.9,50.4,80.8,71.9,84.6,72.6,24.1,5.6,46.7,82.1,77.8,88.2,52.3,15.1,60.5,49.9,75.3
2022-02-28,Thüringen,16,3928341,1482889,1477151,1062654,69.9,28.3,10.5,50.3,78.8,70.6,84.2,69.7,26.7,8.9,48.7,78.7,73.7,85.9,50.1,16.8,58.2,48.2,72.5
2022-02-28,Bundesressorts,17,528196,201713,194587,140035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
