Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-03,Deutschland,00,170320458,63492423,62806490,47627669,76.4,41.3,21.0,65.0,85.7,79.2,88.8,75.5,37.7,16.9,61.9,85.2,83.4,88.6,57.3,27.8,66.7,60.9,77.7
2022-03-03,Schleswig-Holstein,01,6521920,2337048,2336984,1981649,80.3,53.6,29.0,81.2,90.1,84.7,91.3,80.3,49.5,25.6,76.2,90.6,89.4,92.8,68.1,39.5,76.2,69.5,88.1
2022-03-03,Hamburg,02,4026913,1532044,1525212,1077663,82.7,44.4,26.8,66.5,93.3,89.2,90.9,82.3,40.3,21.1,64.5,93.5,94.5,90.9,58.2,25.5,68.4,64.7,77.7
2022-03-03,Niedersachsen,03,16958327,6260513,6176900,4953553,78.2,46.6,25.5,70.3,87.2,78.7,91.4,77.2,42.2,20.2,66.9,86.6,84.4,90.6,61.9,35.7,71.9,66.9,81.0
2022-03-03,Bremen,04,1597789,612298,602765,430880,90.0,42.9,21.5,68.1,101.9,100.2,97.1,88.6,39.4,17.2,65.6,100.7,102.9,96.2,63.4,24.5,74.3,68.6,85.8
2022-03-03,Nordrhein-Westfalen,05,38366514,14378560,14069500,10727502,80.2,46.9,26.2,70.5,89.7,83.0,92.0,78.5,42.6,20.9,67.2,88.2,86.7,91.2,59.8,31.0,69.9,64.1,80.9
2022-03-03,Hessen,06,12693546,4817522,4665845,3461887,76.6,42.1,22.2,65.1,86.0,80.3,88.8,74.1,37.1,17.1,60.2,83.8,82.3,86.8,55.0,27.7,64.3,59.5,74.0
2022-03-03,Rheinland-Pfalz,07,8420026,3170650,3059746,2356840,77.4,43.0,22.3,66.9,86.5,78.8,91.2,74.7,38.9,18.1,62.9,83.9,81.3,88.6,57.5,30.4,66.8,61.3,76.8
2022-03-03,Baden-Württemberg,08,22126058,8191884,8193413,6221654,73.8,38.6,18.5,61.7,83.2,77.0,87.5,73.8,35.4,14.7,59.0,83.7,82.1,87.2,56.0,28.5,65.6,60.8,75.3
2022-03-03,Bayern,09,26193110,9701930,9772718,7222939,73.8,41.4,20.4,65.9,82.7,77.0,86.6,74.4,38.6,17.0,63.9,83.7,82.3,86.6,55.0,24.7,64.3,58.3,76.5
2022-03-03,Saarland,10,2200377,809867,805115,634903,82.3,42.0,17.9,69.3,91.4,84.5,92.3,81.8,38.4,14.4,65.6,91.3,90.5,92.6,64.5,32.2,73.9,68.3,82.9
2022-03-03,Berlin,11,7653558,2837226,2808421,2138060,77.4,41.8,24.6,64.4,87.1,80.5,91.4,76.6,38.8,21.2,62.1,86.6,84.4,91.8,58.4,28.1,68.3,62.3,82.5
2022-03-03,Brandenburg,12,4655769,1752868,1737948,1277767,69.3,28.7,10.1,51.5,78.1,68.2,82.2,68.7,25.9,7.4,48.7,78.1,74.0,84.3,50.5,17.5,59.0,51.2,70.7
2022-03-03,Mecklenburg-Vorpommern,13,3211282,1194278,1191149,891725,74.1,30.4,9.8,55.6,83.5,75.9,87.4,73.9,26.8,6.6,51.6,83.8,80.5,88.5,55.4,18.7,64.2,55.0,77.7
2022-03-03,Sachsen,14,7036009,2644724,2600883,1891858,65.2,23.1,7.1,43.4,74.3,66.3,81.0,64.1,21.4,5.5,41.5,73.3,67.1,82.5,46.6,13.7,54.6,45.3,68.5
2022-03-03,Sachsen-Anhalt,15,4191440,1565358,1585149,1148849,71.8,27.2,8.0,50.5,80.8,71.9,84.6,72.7,24.4,5.9,47.1,82.3,78.0,88.2,52.7,15.4,61.0,50.4,75.8
2022-03-03,Thüringen,16,3939253,1483908,1480089,1069632,70.0,28.4,10.7,50.4,78.9,70.6,84.3,69.8,27.0,9.2,49.0,78.8,73.8,86.0,50.4,17.1,58.5,48.6,72.8
2022-03-03,Bundesressorts,17,528567,201745,194653,140308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
