Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-10,Deutschland,00,154550464,62099547,590080,59883814,36150043,74.7,61.1,84.7,77.9,88.4,72.0,54.8,82.6,80.0,87.5,43.5,9.9,51.4,43.6,66.2
2022-01-10,Schleswig-Holstein,01,5754281,2281915,22119,2226422,1379419,78.4,76.0,89.4,83.9,91.0,76.5,67.8,88.2,86.2,91.8,47.4,7.9,56.1,46.3,73.3
2022-01-10,Hamburg,02,3536572,1479530,15042,1437300,726681,79.9,61.1,91.3,86.9,89.6,77.6,56.9,89.8,90.3,88.6,39.2,7.1,46.8,41.0,61.3
2022-01-10,Niedersachsen,03,15388444,6112654,56007,5884364,3822712,76.4,66.6,86.3,77.5,91.1,73.5,60.3,84.0,81.0,89.7,47.8,11.7,56.6,49.4,69.7
2022-01-10,Bremen,04,1446191,598171,4896,573575,322082,87.9,63.5,100.4,98.3,96.7,84.3,57.9,97.2,98.2,95.1,47.4,5.3,56.4,47.7,74.0
2022-01-10,Nordrhein-Westfalen,05,34973968,14082499,170885,13450210,8245584,78.6,66.9,88.8,81.9,91.7,75.0,61.0,85.9,83.7,90.2,46.0,11.0,54.6,46.3,70.5
2022-01-10,Hessen,06,11395327,4694094,40736,4449948,2501492,74.6,60.5,84.9,78.9,88.4,70.7,53.2,81.4,79.1,85.9,39.7,7.5,47.3,40.0,61.9
2022-01-10,Rheinland-Pfalz,07,7711596,3100076,27420,2922669,1855234,75.6,63.0,85.6,77.6,90.8,71.3,55.6,81.6,78.2,87.7,45.3,10.0,53.5,45.9,67.3
2022-01-10,Baden-Württemberg,08,20298456,8023319,71458,7810214,4941296,72.3,58.0,82.3,75.8,87.1,70.3,51.1,81.1,78.7,86.1,44.5,14.1,52.7,46.4,65.3
2022-01-10,Bayern,09,23842790,9503705,101254,9308384,5533224,72.3,62.5,81.7,75.8,86.2,70.8,56.3,81.1,78.9,85.5,42.1,9.2,49.9,41.8,66.3
2022-01-10,Saarland,10,2031594,794858,5513,770238,515500,80.8,65.2,90.4,83.1,92.0,78.3,58.0,88.5,86.5,91.6,52.4,14.2,60.7,52.5,73.9
2022-01-10,Berlin,11,6930915,2777935,39410,2671104,1608687,75.8,60.4,86.0,79.3,91.0,72.9,55.3,83.8,81.0,90.3,43.9,11.4,52.0,43.4,72.0
2022-01-10,Brandenburg,12,4200680,1716657,8682,1657071,939096,67.8,47.2,77.0,66.7,81.8,65.5,41.7,75.2,70.0,83.1,37.1,5.8,43.8,35.1,56.9
2022-01-10,Mecklenburg-Vorpommern,13,2895821,1169025,3732,1138072,654296,72.6,50.5,82.4,74.3,87.0,70.7,43.2,80.8,76.3,87.3,40.6,5.9,47.6,37.0,63.1
2022-01-10,Sachsen,14,6362462,2585245,9672,2485264,1392893,63.7,39.7,73.0,64.6,80.4,61.3,35.3,70.7,63.6,81.1,34.3,4.9,40.5,31.1,54.6
2022-01-10,Sachsen-Anhalt,15,3720244,1528020,4332,1499445,800341,70.1,45.1,79.4,69.9,84.1,68.8,38.3,78.5,72.6,86.6,36.7,4.8,42.8,31.6,58.5
2022-01-10,Thüringen,16,3574486,1451518,8903,1408970,807622,68.5,45.7,77.6,68.9,83.7,66.5,41.4,75.9,69.8,84.5,38.1,6.5,44.6,34.5,59.0
2022-01-10,Bundesressorts,17,486637,200326,19,190564,103884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
