Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-11-30,Deutschland,00,190525743,64822122,1948,63508048,1413,52014127,11623896,766468,85125,77.9,46.1,22.3,74.4,86.9,84.7,90.8,76.3,42.8,19.9,69.5,85.4,83.0,90.0,62.5,31.5,72.9,66.2,85.2,14.0,0.9,16.7,5.9,36.5
2022-11-30,Schleswig-Holstein,01,7418836,2356319,503,2326571,464,2054300,681901,71338,904,80.6,60.5,30.7,94.2,87.8,85.1,92.3,79.6,57.5,29.7,88.6,87.0,84.4,91.4,70.3,48.4,80.6,74.7,90.9,23.3,1.5,27.8,9.7,58.9
2022-11-30,Hamburg,02,4646091,1606573,28,1565047,20,1240764,272401,22930,1042,86.7,52.3,29.6,80.1,97.0,96.7,98.0,84.4,46.9,24.2,75.4,95.1,94.0,97.8,66.9,29.3,78.7,73.1,92.6,14.7,1.2,17.6,7.3,43.2
2022-11-30,Niedersachsen,03,19250196,6403833,115,6228554,100,5379050,1415975,99611,2394,79.8,52.7,26.9,81.8,88.3,85.6,93.2,77.6,48.6,24.1,76.2,86.3,83.5,91.1,67.0,39.9,77.8,72.0,88.3,17.6,1.2,21.1,7.2,46.2
2022-11-30,Bremen,04,1808253,621365,5,597125,NA,456088,137470,11497,100,91.9,48.5,22.9,78.4,103.5,105.9,98.9,88.3,43.8,19.6,72.6,99.9,100.7,98.4,67.4,28.8,79.1,72.9,91.6,20.3,0.8,24.4,10.7,51.7
2022-11-30,Nordrhein-Westfalen,05,43478909,14655976,462,14243964,333,11809402,3057956,208531,61711,81.8,51.1,28.0,81.1,91.0,89.8,93.2,79.5,48.2,24.4,75.7,88.7,86.9,92.0,65.9,36.0,76.9,70.8,88.3,17.1,1.1,20.5,7.3,45.3
2022-11-30,Hessen,06,14291631,4935611,57,4742152,36,3834223,866738,72925,2753,78.4,48.2,23.9,75.7,87.4,85.7,90.7,75.3,43.0,20.9,68.4,84.5,82.4,88.5,60.9,31.2,71.2,64.8,83.8,13.8,1.0,16.5,6.4,36.4
2022-11-30,Rheinland-Pfalz,07,9487307,3241780,33,3103899,18,2612381,611802,34567,1404,78.9,48.2,23.6,76.6,87.8,84.7,93.2,75.6,44.2,21.4,70.6,84.3,81.2,89.7,63.6,33.9,74.0,67.5,85.3,14.9,1.0,17.8,5.8,38.8
2022-11-30,Baden-Württemberg,08,24570815,8416980,247,8286415,131,6817935,1235407,77153,5099,75.7,43.9,19.5,71.4,84.8,82.5,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.3,30.9,71.8,65.5,84.2,11.1,0.8,13.3,4.8,30.3
2022-11-30,Bayern,09,28857613,9908431,336,9897807,189,7796812,1460500,81120,3676,75.2,45.9,21.2,74.8,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,27.9,69.2,62.2,83.0,11.1,0.7,13.3,4.5,30.6
2022-11-30,Saarland,10,2443027,822876,13,809097,12,682571,155331,6425,357,83.8,46.8,18.8,78.8,92.6,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.7,73.6,89.3,15.8,0.9,18.6,6.1,38.0
2022-11-30,Berlin,11,8590814,2900287,73,2868525,75,2348635,536933,35589,4782,78.9,45.4,26.1,71.0,88.4,84.5,97.4,78.0,42.6,24.1,66.7,87.8,83.6,97.5,63.9,30.7,74.9,67.9,90.9,14.6,1.1,17.5,7.1,41.5
2022-11-30,Brandenburg,12,5045259,1722902,16,1727670,8,1414850,266026,8494,283,67.9,32.9,11.0,59.1,76.2,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.7,20.4,65.1,55.1,79.8,10.5,0.6,12.4,4.1,24.7
2022-11-30,Mecklenburg-Vorpommern,13,3557341,1218599,16,1204005,NA,968750,199534,7700,204,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.2,84.2,79.8,90.3,60.1,22.0,69.7,59.8,83.7,12.4,0.9,14.6,4.1,29.4
2022-11-30,Sachsen,14,7612414,2680037,21,2629310,10,2044505,314615,16418,196,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.0,23.6,6.9,44.2,74.2,67.4,84.0,50.6,15.2,59.3,48.7,74.8,7.8,0.5,9.2,2.7,18.7
2022-11-30,Sachsen-Anhalt,15,4658937,1620009,10,1606653,9,1265698,230659,5750,54,74.7,31.0,8.8,57.4,83.8,78.8,90.7,74.1,28.6,7.7,53.2,83.4,78.1,90.8,58.3,18.4,67.6,56.1,83.1,10.6,0.8,12.5,3.3,25.0
2022-11-30,Thüringen,16,4260599,1508442,8,1481209,NA,1142573,171546,5685,39,71.5,30.6,11.5,54.3,80.4,75.2,87.6,70.2,29.3,10.8,52.2,79.1,72.9,87.7,54.2,19.6,62.8,52.1,77.9,8.1,0.4,9.6,3.1,18.7
2022-11-30,Bundesressorts,17,547701,202102,5,190045,NA,145590,9102,735,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
