Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-08,Deutschland,00,130831825,60123901,57604250,16619446,72.3,55.3,83.1,75.9,87.7,69.3,47.9,79.9,76.5,86.4,20.0,2.1,23.8,16.3,37.9
2021-12-08,Schleswig-Holstein,01,4890976,2221147,2152607,650154,76.3,68.9,88.3,82.4,90.6,74.0,61.6,85.9,83.1,90.8,22.3,0.9,26.6,16.9,43.7
2021-12-08,Hamburg,02,3040314,1438447,1394381,311234,77.6,56.5,89.9,85.3,89.1,75.3,51.0,87.5,87.4,87.7,16.8,2.2,20.1,14.4,34.3
2021-12-08,Niedersachsen,03,12785928,5949288,5682785,1579194,74.3,62.1,85.0,75.9,90.6,71.0,54.4,81.6,77.6,88.8,19.7,2.4,23.5,16.6,36.3
2021-12-08,Bremen,04,1208968,573323,550139,131848,84.3,57.5,97.3,94.3,95.3,80.9,52.4,93.5,93.5,93.7,19.4,0.8,23.2,14.1,41.5
2021-12-08,Nordrhein-Westfalen,05,29760291,13655614,12999016,3898096,76.2,61.8,87.4,80.1,91.1,72.5,54.9,83.5,80.5,89.3,21.7,2.3,26.0,18.1,41.2
2021-12-08,Hessen,06,9667081,4537817,4294765,1079431,72.1,55.0,83.0,76.6,87.7,68.2,47.4,78.9,75.8,85.0,17.2,2.1,20.5,14.1,33.3
2021-12-08,Rheinland-Pfalz,07,6460345,3007415,2817663,798251,73.4,57.4,84.0,75.6,90.2,68.8,48.5,79.1,74.8,86.8,19.5,2.4,23.1,15.6,36.8
2021-12-08,Baden-Württemberg,08,16888732,7736585,7484628,2131401,69.7,51.3,80.4,73.5,86.3,67.4,43.9,78.2,75.0,84.9,19.2,2.2,23.0,16.2,36.8
2021-12-08,Bayern,09,20340881,9186190,8890457,2757824,69.9,55.8,80.2,73.8,85.6,67.7,46.6,78.1,75.0,84.3,21.0,2.2,25.0,17.4,40.5
2021-12-08,Saarland,10,1700425,772685,743639,232044,78.5,59.0,88.8,81.0,91.4,75.6,51.1,85.8,82.7,90.7,23.6,3.4,27.5,18.4,42.2
2021-12-08,Berlin,11,5940329,2675359,2568535,819721,73.0,54.7,84.3,77.3,90.3,70.1,48.3,81.3,77.8,89.3,22.4,2.4,26.7,17.0,49.4
2021-12-08,Brandenburg,12,3577502,1662928,1588743,435549,65.7,41.8,75.2,64.4,81.1,62.8,35.2,72.5,66.2,82.0,17.2,1.7,20.4,13.3,31.0
2021-12-08,Mecklenburg-Vorpommern,13,2460307,1136448,1088464,300093,70.6,43.9,80.7,72.0,86.4,67.6,34.8,77.7,71.9,86.2,18.6,2.1,21.9,13.9,33.6
2021-12-08,Sachsen,14,5421827,2492074,2380892,648348,61.4,34.5,70.9,61.8,79.4,58.7,30.0,68.0,60.0,79.8,16.0,1.9,18.9,11.7,29.5
2021-12-08,Sachsen-Anhalt,15,3222145,1487090,1434920,406324,68.2,39.7,77.8,67.5,83.5,65.8,32.1,75.4,68.3,85.4,18.6,2.1,21.7,13.6,33.2
2021-12-08,Thüringen,16,3049497,1394779,1344571,400294,65.8,39.8,75.3,65.9,82.6,63.4,34.6,72.8,65.6,83.2,18.9,1.2,22.2,13.6,34.5
2021-12-08,Bundesressorts,17,416277,196712,188045,39640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
