Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-01-01,Deutschland,00,191538785,64849315,2296,63535926,1461,52085105,12281355,978957,101996,77.9,46.1,22.4,74.5,86.9,84.7,90.9,76.3,42.8,19.9,69.5,85.5,83.0,90.0,62.6,31.6,73.0,66.3,85.3,14.8,1.0,17.6,6.5,38.2
2023-01-01,Schleswig-Holstein,01,7472011,2356558,515,2326901,464,2056485,712528,91004,1030,80.6,60.5,30.7,94.2,87.8,85.1,92.3,79.6,57.5,29.7,88.6,87.0,84.4,91.4,70.4,48.5,80.7,74.8,91.0,24.4,1.6,29.0,10.7,60.7
2023-01-01,Hamburg,02,4675632,1606883,40,1565571,21,1243275,289807,31335,1426,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.4,46.9,24.2,75.4,95.1,94.1,97.8,67.1,29.4,78.9,73.3,92.8,15.6,1.3,18.7,8.1,45.1
2023-01-01,Niedersachsen,03,19360746,6404614,140,6229489,101,5383920,1488237,130495,3200,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,39.9,77.9,72.0,88.3,18.5,1.2,22.2,7.8,47.9
2023-01-01,Bremen,04,1817633,621449,5,597230,NA,456566,143049,14605,126,91.9,48.6,22.9,78.5,103.6,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.5,28.9,79.2,73.0,91.7,21.1,0.8,25.4,11.5,53.1
2023-01-01,Nordrhein-Westfalen,05,43711510,14658699,557,14247524,344,11825549,3195928,268156,74255,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.1,77.0,70.9,88.4,17.8,1.1,21.4,7.9,46.8
2023-01-01,Hessen,06,14409020,4953358,116,4758184,41,3846718,918149,92268,3067,78.7,48.3,24.0,75.9,87.7,86.0,91.1,75.6,43.2,21.0,68.5,84.7,82.6,88.9,61.1,31.4,71.5,65.0,84.0,14.6,1.1,17.5,7.0,38.0
2023-01-01,Rheinland-Pfalz,07,9533776,3242183,39,3104313,18,2614435,645250,44314,1803,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.2,89.8,63.7,34.0,74.0,67.6,85.3,15.7,1.0,18.7,6.4,40.5
2023-01-01,Baden-Württemberg,08,24680728,8418884,309,8288605,153,6826140,1313780,95650,5811,75.7,43.9,19.6,71.4,84.9,82.5,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.4,31.0,71.9,65.6,84.3,11.8,0.9,14.2,5.2,31.9
2023-01-01,Bayern,09,28974011,9909600,375,9899404,194,7803755,1547534,100040,4381,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,28.0,69.3,62.3,83.1,11.7,0.8,14.0,4.9,32.1
2023-01-01,Saarland,10,2450907,822950,13,809162,12,682907,161220,7893,405,83.8,46.8,18.8,78.8,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.7,73.6,89.3,16.4,0.9,19.3,6.5,39.2
2023-01-01,Berlin,11,8651157,2901091,102,2869481,76,2354793,578058,46311,5348,78.9,45.5,26.2,71.0,88.4,84.5,97.4,78.0,42.6,24.1,66.7,87.8,83.6,97.5,64.0,30.9,75.0,68.1,91.1,15.7,1.2,18.8,8.0,43.8
2023-01-01,Brandenburg,12,5069031,1723062,16,1727881,8,1416580,285017,11081,376,67.9,32.9,11.0,59.2,76.3,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.8,20.5,65.2,55.2,79.9,11.2,0.7,13.3,4.5,26.2
2023-01-01,Mecklenburg-Vorpommern,13,3570010,1218724,16,1204143,NA,969732,208846,9767,249,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.2,22.1,69.8,59.9,83.7,13.0,0.9,15.2,4.4,30.6
2023-01-01,Sachsen,14,7655885,2680311,24,2629672,11,2047172,350157,20977,259,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.0,23.6,7.0,44.3,74.2,67.5,84.0,50.6,15.2,59.4,48.8,74.9,8.7,0.6,10.3,3.2,20.6
2023-01-01,Sachsen-Anhalt,15,4680814,1620216,15,1606864,10,1267632,248688,7220,80,74.7,31.0,8.8,57.4,83.9,78.8,90.7,74.1,28.6,7.8,53.2,83.5,78.1,90.8,58.4,18.5,67.7,56.2,83.3,11.5,0.8,13.5,3.6,26.8
2023-01-01,Thüringen,16,4277151,1508616,9,1481398,NA,1143554,185332,7091,55,71.5,30.6,11.5,54.3,80.4,75.2,87.7,70.2,29.3,10.8,52.3,79.1,72.9,87.7,54.2,19.6,62.9,52.1,78.0,8.8,0.5,10.3,3.4,20.1
2023-01-01,Bundesressorts,17,548763,202117,5,190104,NA,145892,9775,750,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
