Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-15,Deutschland,00,138226586,60679186,58171445,22923853,73.0,57.7,83.7,76.7,88.0,70.0,49.5,80.7,77.4,86.8,27.6,3.1,32.8,24.3,48.8
2021-12-15,Schleswig-Holstein,01,5095490,2234493,2165657,828546,76.8,71.3,88.7,82.9,90.8,74.4,63.0,86.4,83.7,91.1,28.5,1.5,33.9,23.2,52.8
2021-12-15,Hamburg,02,3165846,1447714,1404726,418510,78.2,58.5,90.4,85.8,89.3,75.8,52.7,88.0,88.1,88.0,22.6,2.9,27.0,20.5,43.3
2021-12-15,Niedersachsen,03,13572457,5993160,5730743,2277567,74.9,64.0,85.6,76.5,90.8,71.6,55.8,82.2,78.4,89.1,28.5,3.7,33.9,26.2,48.1
2021-12-15,Bremen,04,1270480,581272,555390,180716,85.5,59.8,98.6,95.9,95.9,81.7,53.8,94.4,94.5,94.1,26.6,1.3,31.7,21.9,51.7
2021-12-15,Nordrhein-Westfalen,05,31511293,13761513,13106872,5441178,76.8,64.2,88.0,80.8,91.4,73.1,56.3,84.1,81.3,89.6,30.4,3.3,36.3,27.2,53.8
2021-12-15,Hessen,06,10193456,4580976,4333044,1526609,72.8,57.2,83.7,77.4,88.0,68.9,49.0,79.5,76.7,85.3,24.3,3.0,29.0,21.6,43.7
2021-12-15,Rheinland-Pfalz,07,6854529,3033644,2839431,1146107,74.0,59.9,84.6,76.4,90.4,69.3,49.9,79.6,75.5,87.1,28.0,3.5,33.2,24.5,49.0
2021-12-15,Baden-Württemberg,08,17948450,7813149,7561106,3043248,70.4,53.6,81.1,74.3,86.7,68.1,45.3,79.0,75.9,85.2,27.4,3.5,32.8,25.3,48.0
2021-12-15,Bayern,09,21429738,9275995,8996572,3655235,70.6,58.8,80.8,74.6,85.9,68.5,49.1,78.9,76.1,84.7,27.8,3.0,33.1,24.3,51.1
2021-12-15,Saarland,10,1799440,778628,749314,319922,79.1,61.1,89.4,81.7,91.6,76.2,52.5,86.4,83.5,90.9,32.5,4.3,37.9,28.0,54.0
2021-12-15,Berlin,11,6279504,2717693,2627418,1059275,74.2,58.7,85.5,78.7,90.8,71.7,50.4,83.1,80.0,90.1,28.9,3.2,34.5,24.3,58.3
2021-12-15,Brandenburg,12,3762045,1680405,1602805,589824,66.4,43.9,75.9,65.2,81.4,63.3,36.4,73.1,66.9,82.3,23.3,2.3,27.6,19.2,40.2
2021-12-15,Mecklenburg-Vorpommern,13,2587977,1147998,1098654,406456,71.3,46.3,81.4,72.9,86.7,68.2,36.4,78.4,72.8,86.5,25.2,2.7,29.6,19.9,43.8
2021-12-15,Sachsen,14,5720309,2521134,2402373,896845,62.1,36.1,71.6,62.7,79.8,59.2,31.1,68.6,60.8,80.1,22.1,2.6,26.1,17.6,38.8
2021-12-15,Sachsen-Anhalt,15,3384874,1500419,1449088,542284,68.8,41.4,78.4,68.4,83.8,66.5,33.4,76.1,69.2,85.7,24.9,2.7,29.0,19.0,43.1
2021-12-15,Thüringen,16,3206120,1413000,1359600,525477,66.6,41.7,76.2,67.1,83.0,64.1,36.2,73.6,66.6,83.5,24.8,1.8,29.1,19.4,43.1
2021-12-15,Bundesressorts,17,444578,197993,188652,66054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
