Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-07,Deutschland,00,108804510,56911049,54143694,971788,68.4,42.9,79.2,71.0,86.4,65.1,36.5,75.7,71.0,84.6
2021-10-07,Schleswig-Holstein,01,4097263,2127423,2040951,56615,73.1,57.2,84.9,77.9,89.4,70.1,50.6,81.7,77.7,88.7
2021-10-07,Hamburg,02,2559983,1343587,1286083,14299,72.5,42.1,84.6,78.8,87.7,69.4,35.1,81.4,79.7,85.7
2021-10-07,Niedersachsen,03,10701703,5688083,5375388,45147,71.1,50.7,81.9,71.7,89.7,67.2,43.2,77.7,72.6,87.2
2021-10-07,Bremen,04,1029586,541765,517250,12698,79.7,46.6,92.4,87.9,93.9,76.1,39.6,88.6,87.0,91.8
2021-10-07,Nordrhein-Westfalen,05,24882972,13083377,12297788,250127,73.0,51.2,84.3,76.1,90.0,68.6,44.4,79.5,75.3,87.6
2021-10-07,Hessen,06,8197777,4296318,4050284,77612,68.3,43.5,79.2,71.7,86.4,64.4,36.6,74.9,70.7,83.4
2021-10-07,Rheinland-Pfalz,07,5452314,2875710,2670419,56500,70.2,45.4,81.0,71.6,89.2,65.2,36.3,75.6,70.2,85.3
2021-10-07,Baden-Württemberg,08,14067921,7297768,7031980,154554,65.7,39.4,76.4,68.6,85.0,63.3,33.9,74.0,69.5,83.1
2021-10-07,Bayern,09,16488632,8567505,8240064,117269,65.2,39.0,75.6,68.0,84.0,62.7,32.7,73.1,68.5,82.2
2021-10-07,Saarland,10,1407171,734809,705264,10048,74.7,46.2,85.0,75.9,90.4,71.7,38.3,81.9,77.4,89.3
2021-10-07,Berlin,11,4838427,2487602,2381347,77551,67.9,39.4,79.1,71.4,88.1,65.0,34.9,75.9,71.3,86.7
2021-10-07,Brandenburg,12,2983917,1568975,1498159,17490,62.0,30.2,71.5,59.7,79.7,59.2,25.1,68.8,61.4,80.0
2021-10-07,Mecklenburg-Vorpommern,13,2037854,1063544,1020813,11900,66.0,29.0,76.2,65.8,85.0,63.4,22.6,73.5,66.1,84.2
2021-10-07,Sachsen,14,4530171,2357504,2245821,21219,58.1,26.1,67.4,57.3,77.8,55.4,21.2,64.6,55.6,77.8
2021-10-07,Sachsen-Anhalt,15,2660398,1390838,1342899,25666,63.8,27.2,73.3,61.2,82.2,61.6,21.3,71.1,62.4,83.1
2021-10-07,Thüringen,16,2498612,1293249,1254471,22872,61.0,27.9,70.4,59.2,80.6,59.2,24.1,68.4,59.6,81.0
2021-10-07,Bundesressorts,17,369809,192992,184713,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
