Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-16,Deutschland,00,168578967,63335790,62362509,46484531,76.2,40.7,20.2,64.6,85.6,79.0,88.7,75.0,35.8,14.4,60.8,84.9,83.0,88.4,55.9,25.9,65.3,59.3,76.5
2022-02-16,Schleswig-Holstein,01,6397998,2331433,2316766,1883526,80.1,52.5,27.4,80.7,90.0,84.6,91.3,79.6,45.7,20.1,74.4,90.3,89.0,92.6,64.7,35.8,74.4,67.5,86.6
2022-02-16,Hamburg,02,3912089,1510986,1493220,1015629,81.6,42.7,25.7,64.0,92.2,88.0,89.9,80.6,36.8,16.9,61.9,91.9,92.9,89.5,54.8,23.0,64.6,60.9,73.8
2022-02-16,Niedersachsen,03,16772888,6245551,6128120,4831750,78.0,45.8,24.3,69.9,87.1,78.6,91.3,76.6,39.5,16.1,65.8,86.3,83.9,90.5,60.4,33.3,70.2,65.0,79.8
2022-02-16,Bremen,04,1584435,610676,598247,423606,89.8,42.3,20.7,67.8,101.7,100.0,97.0,88.0,37.0,13.9,64.2,100.2,102.3,96.1,62.3,22.9,73.1,67.3,85.0
2022-02-16,Nordrhein-Westfalen,05,38002738,14347645,13984099,10479712,80.0,46.2,25.2,70.1,89.6,82.8,92.0,78.0,40.7,18.2,66.3,87.9,86.3,91.0,58.5,28.9,68.3,62.4,79.9
2022-02-16,Hessen,06,12565311,4807093,4632013,3377848,76.4,41.5,21.4,64.7,85.9,80.2,88.7,73.6,34.9,14.1,59.1,83.5,81.9,86.6,53.7,25.8,62.8,57.8,72.9
2022-02-16,Rheinland-Pfalz,07,8342157,3160658,3039224,2309051,77.1,42.3,21.4,66.5,86.3,78.6,91.1,74.2,36.9,15.5,61.7,83.5,80.8,88.4,56.3,28.3,65.5,59.8,75.9
2022-02-16,Baden-Württemberg,08,21955426,8176462,8143130,6116311,73.6,38.2,17.9,61.4,83.1,76.9,87.5,73.3,33.9,12.7,58.1,83.4,81.7,87.0,55.1,27.1,64.5,59.6,74.5
2022-02-16,Bayern,09,25972187,9684127,9711572,7080815,73.7,40.9,19.8,65.6,82.6,76.9,86.6,73.9,37.0,14.8,63.0,83.4,81.9,86.4,53.9,23.0,63.1,56.9,75.7
2022-02-16,Saarland,10,2183003,808328,800301,623846,82.1,41.5,17.2,69.0,91.3,84.3,92.3,81.3,36.6,12.0,64.5,90.9,90.0,92.5,63.4,30.2,72.7,66.8,82.1
2022-02-16,Berlin,11,7584095,2831244,2791113,2091780,77.3,41.2,23.9,64.1,87.0,80.3,91.4,76.2,37.1,19.1,61.0,86.3,84.0,91.6,57.1,26.6,66.9,60.6,81.5
2022-02-16,Brandenburg,12,4601833,1748594,1725464,1240500,69.1,28.1,9.5,50.9,77.9,68.1,82.1,68.2,24.7,6.2,47.5,77.7,73.4,84.1,49.0,16.0,57.3,49.4,69.2
2022-02-16,Mecklenburg-Vorpommern,13,3174478,1191244,1181557,867515,74.0,29.8,9.2,55.0,83.4,75.7,87.3,73.4,25.1,4.7,50.0,83.3,79.8,88.3,53.9,17.0,62.6,53.1,76.3
2022-02-16,Sachsen,14,6964361,2638842,2582038,1844893,65.0,22.8,6.8,43.0,74.1,66.1,80.9,63.6,20.4,4.6,40.4,72.9,66.6,82.3,45.5,12.5,53.3,44.0,67.2
2022-02-16,Sachsen-Anhalt,15,4142068,1561386,1572734,1115851,71.6,26.5,7.3,50.0,80.7,71.7,84.5,72.1,23.0,4.6,45.6,81.7,77.2,88.0,51.2,13.9,59.3,48.5,74.3
2022-02-16,Thüringen,16,3898005,1479997,1468687,1043612,69.8,27.9,10.2,49.8,78.7,70.4,84.2,69.3,25.8,8.2,47.6,78.4,73.2,85.8,49.2,16.0,57.2,47.1,71.5
2022-02-16,Bundesressorts,17,525895,201524,194224,138286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
