Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-13,Deutschland,00,157130393,62288513,653789,60272356,38156620,74.9,61.6,84.8,78.1,88.4,72.5,55.9,83.0,80.5,87.7,45.9,11.6,54.2,46.6,68.6
2022-01-13,Schleswig-Holstein,01,5871359,2289039,25745,2240676,1475165,78.6,76.7,89.5,84.0,91.1,77.0,69.0,88.6,86.7,92.0,50.7,10.5,59.8,50.4,76.5
2022-01-13,Hamburg,02,3602809,1485553,18744,1443938,780392,80.2,61.6,91.5,87.1,89.7,77.9,57.7,90.1,90.6,88.8,42.1,8.3,50.2,44.6,64.1
2022-01-13,Niedersachsen,03,15651205,6129586,62935,5920320,4032752,76.6,67.1,86.5,77.7,91.1,74.0,61.4,84.4,81.4,89.9,50.4,14.1,59.5,52.6,72.3
2022-01-13,Bremen,04,1471778,600144,5209,577195,342222,88.2,64.2,100.7,98.6,96.7,84.9,58.9,97.6,98.8,95.3,50.3,7.1,59.8,51.5,76.5
2022-01-13,Nordrhein-Westfalen,05,35547501,14127840,189391,13537461,8688033,78.8,67.5,89.0,82.0,91.7,75.5,62.0,86.2,84.1,90.4,48.5,13.0,57.4,49.4,72.9
2022-01-13,Hessen,06,11594923,4711113,47002,4476773,2657439,74.9,61.2,85.0,79.1,88.5,71.1,54.2,81.7,79.6,86.0,42.2,8.9,50.2,43.1,64.4
2022-01-13,Rheinland-Pfalz,07,7828945,3108995,30684,2942051,1944380,75.9,63.6,85.7,77.7,90.8,71.8,56.8,81.9,78.7,87.8,47.4,12.4,55.9,48.5,69.3
2022-01-13,Baden-Württemberg,08,20573813,8043263,76850,7856249,5151351,72.4,58.5,82.4,76.0,87.2,70.8,52.3,81.5,79.1,86.2,46.4,15.3,54.8,48.7,67.3
2022-01-13,Bayern,09,24232794,9528865,108561,9375019,5831781,72.5,62.9,81.9,75.9,86.3,71.3,57.5,81.5,79.4,85.7,44.4,10.5,52.5,44.6,68.5
2022-01-13,Saarland,10,2061605,797172,6197,774356,539130,81.0,65.9,90.5,83.3,92.1,78.7,59.2,88.8,87.0,91.8,54.8,16.5,63.4,55.5,76.1
2022-01-13,Berlin,11,7040332,2785101,41877,2688309,1693995,76.0,60.9,86.2,79.4,91.1,73.4,56.2,84.1,81.4,90.5,46.2,12.9,54.7,46.4,74.1
2022-01-13,Brandenburg,12,4284475,1722401,9770,1669566,1004796,68.1,47.9,77.2,67.0,81.9,66.0,43.0,75.6,70.6,83.2,39.7,6.9,46.8,38.0,60.0
2022-01-13,Mecklenburg-Vorpommern,13,2953170,1173139,4846,1145759,699900,72.8,51.3,82.6,74.6,87.0,71.1,44.6,81.3,77.0,87.5,43.5,6.9,50.9,40.2,66.5
2022-01-13,Sachsen,14,6474522,2594631,11002,2501264,1479687,64.0,40.3,73.2,64.9,80.5,61.7,36.1,71.1,64.1,81.3,36.5,5.5,43.1,33.3,57.5
2022-01-13,Sachsen-Anhalt,15,3802743,1534053,5131,1512362,863983,70.3,45.8,79.7,70.2,84.2,69.4,39.7,79.1,73.4,86.9,39.6,5.6,46.2,34.6,62.3
2022-01-13,Thüringen,16,3640045,1456978,9826,1419503,857296,68.7,46.5,77.8,69.2,83.8,67.0,42.6,76.3,70.4,84.7,40.4,7.6,47.3,37.0,62.0
2022-01-13,Bundesressorts,17,498374,200640,19,191555,114318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
