Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-05,Deutschland,00,151807909,61875432,496178,59483838,34027029,74.4,60.4,84.5,77.7,88.3,71.5,53.6,82.2,79.5,87.4,40.9,7.4,48.5,40.3,64.0
2022-01-05,Schleswig-Holstein,01,5622378,2274093,17939,2208803,1272930,78.1,75.3,89.3,83.7,91.0,75.9,66.5,87.8,85.7,91.7,43.7,4.7,51.9,41.5,70.2
2022-01-05,Hamburg,02,3452377,1474118,12112,1431030,653847,79.6,60.6,91.2,86.8,89.6,77.2,55.8,89.5,89.9,88.5,35.3,5.5,42.1,35.8,58.0
2022-01-05,Niedersachsen,03,15089550,6090758,44421,5848868,3581007,76.1,66.1,86.2,77.4,91.1,73.1,59.3,83.7,80.5,89.6,44.7,8.8,53.1,45.6,66.9
2022-01-05,Bremen,04,1408281,595270,4335,568360,292118,87.5,62.5,100.1,97.8,96.6,83.6,56.7,96.4,97.2,94.9,43.0,3.0,51.2,41.8,70.3
2022-01-05,Nordrhein-Westfalen,05,34366975,14029746,143663,13360309,7780502,78.3,66.2,88.7,81.7,91.6,74.5,59.8,85.6,83.2,90.1,43.4,7.6,51.7,43.1,68.3
2022-01-05,Hessen,06,11194107,4675608,33067,4425635,2342802,74.3,59.8,84.7,78.7,88.4,70.3,52.3,81.0,78.7,85.8,37.2,6.3,44.3,36.7,59.6
2022-01-05,Rheinland-Pfalz,07,7542238,3084238,20828,2899918,1723741,75.3,62.3,85.3,77.3,90.7,70.8,54.1,81.1,77.5,87.5,42.1,6.8,49.8,41.6,64.8
2022-01-05,Baden-Württemberg,08,19998670,7995783,61038,7766256,4712227,72.0,57.4,82.1,75.7,87.1,69.9,50.1,80.8,78.3,86.0,42.4,11.2,50.4,43.7,64.0
2022-01-05,Bayern,09,23519091,9477400,89526,9250938,5292996,72.1,61.9,81.6,75.6,86.2,70.4,55.1,80.8,78.5,85.4,40.3,7.3,47.8,39.3,65.0
2022-01-05,Saarland,10,1984828,791772,4656,764557,477345,80.5,64.3,90.2,82.8,91.9,77.7,56.4,87.9,85.8,91.4,48.5,9.7,56.4,47.4,70.8
2022-01-05,Berlin,11,6783532,2767047,35037,2645849,1497073,75.5,59.8,85.9,79.1,91.0,72.2,54.0,83.3,80.4,90.2,40.9,8.2,48.5,39.4,69.8
2022-01-05,Brandenburg,12,4113943,1709721,6860,1642759,873521,67.5,46.5,76.8,66.5,81.7,64.9,40.4,74.7,69.2,82.8,34.5,4.6,40.8,32.0,54.0
2022-01-05,Mecklenburg-Vorpommern,13,2831193,1164959,3251,1128530,603197,72.3,49.7,82.2,74.0,86.9,70.1,41.5,80.2,75.5,87.1,37.4,4.8,43.9,33.2,59.5
2022-01-05,Sachsen,14,6239869,2573601,7738,2465351,1301730,63.4,38.9,72.8,64.3,80.3,60.8,34.2,70.2,63.0,80.9,32.1,4.1,37.9,28.5,51.9
2022-01-05,Sachsen-Anhalt,15,3681245,1525039,3668,1491446,772281,69.9,44.6,79.3,69.7,84.1,68.4,37.5,78.1,72.1,86.5,35.4,4.4,41.3,30.0,57.1
2022-01-05,Thüringen,16,3497841,1446052,8020,1394973,750267,68.2,44.9,77.4,68.7,83.6,65.8,40.0,75.3,69.0,84.3,35.4,3.8,41.5,31.4,56.1
2022-01-05,Bundesressorts,17,481791,200227,19,190256,99445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
