Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-03,Deutschland,00,150090299,61741444,446808,59252481,32672203,74.2,60.0,84.4,77.6,88.3,71.3,52.9,82.0,79.1,87.2,39.3,6.3,46.7,38.4,62.3
2022-01-03,Schleswig-Holstein,01,5535618,2269096,15468,2199141,1200822,78.0,74.7,89.2,83.6,91.0,75.5,65.7,87.5,85.3,91.5,41.3,3.6,49.0,38.5,67.6
2022-01-03,Hamburg,02,3413129,1470861,10097,1427264,621486,79.4,60.4,91.1,86.7,89.6,77.0,55.3,89.3,89.7,88.4,33.5,4.8,40.1,33.7,56.2
2022-01-03,Niedersachsen,03,14907260,6079546,39716,5829258,3429374,76.0,65.7,86.2,77.3,91.0,72.8,58.7,83.4,80.2,89.5,42.8,7.6,50.9,43.4,64.8
2022-01-03,Bremen,04,1391799,593753,3886,566164,279253,87.3,62.1,99.9,97.6,96.5,83.2,56.2,96.1,96.8,94.7,41.1,2.7,49.0,39.5,68.3
2022-01-03,Nordrhein-Westfalen,05,34030286,14000387,130286,13316739,7516213,78.1,65.9,88.6,81.6,91.6,74.3,59.1,85.3,82.9,90.0,41.9,6.2,50.0,41.3,66.8
2022-01-03,Hessen,06,11072736,4665127,29495,4410836,2246523,74.1,59.5,84.6,78.5,88.3,70.1,51.7,80.8,78.3,85.7,35.7,5.6,42.5,34.9,57.9
2022-01-03,Rheinland-Pfalz,07,7446839,3077908,18344,2886981,1647533,75.1,61.9,85.3,77.2,90.7,70.4,53.1,80.8,77.1,87.4,40.2,5.9,47.7,39.3,62.9
2022-01-03,Baden-Württemberg,08,19776376,7978644,55497,7738287,4534479,71.9,56.9,82.0,75.5,87.0,69.7,49.3,80.6,78.0,85.9,40.8,9.7,48.5,41.6,62.6
2022-01-03,Bayern,09,23272929,9456601,80873,9212679,5105657,72.0,61.5,81.6,75.5,86.1,70.1,54.1,80.5,78.1,85.3,38.9,6.1,46.2,37.5,63.7
2022-01-03,Saarland,10,1959240,790090,4089,761317,456653,80.3,63.8,90.1,82.7,91.9,77.4,55.7,87.6,85.3,91.3,46.4,7.9,54.0,44.9,68.7
2022-01-03,Berlin,11,6705018,2760391,32925,2632850,1437963,75.3,59.3,85.7,78.9,90.9,71.9,53.2,83.0,80.0,90.0,39.2,7.2,46.7,37.4,68.2
2022-01-03,Brandenburg,12,4060351,1706295,6215,1633651,832391,67.4,46.2,76.7,66.3,81.7,64.5,39.4,74.3,68.7,82.7,32.9,4.2,38.9,30.2,52.0
2022-01-03,Mecklenburg-Vorpommern,13,2792297,1162745,2902,1122575,572446,72.2,49.3,82.1,73.9,86.9,69.7,40.4,79.9,75.0,87.0,35.5,4.3,41.7,31.1,57.1
2022-01-03,Sachsen,14,6164197,2567046,6532,2453415,1244500,63.3,38.6,72.6,64.1,80.2,60.5,33.5,69.9,62.6,80.7,30.7,3.8,36.3,27.0,50.0
2022-01-03,Sachsen-Anhalt,15,3629950,1520655,3255,1483112,733635,69.7,44.0,79.1,69.5,84.0,68.0,36.7,77.7,71.6,86.3,33.6,4.0,39.3,28.2,54.7
2022-01-03,Thüringen,16,3452612,1442089,7209,1388062,715836,68.0,44.4,77.3,68.5,83.5,65.5,39.2,75.0,68.6,84.1,33.8,2.8,39.7,29.6,54.2
2022-01-03,Bundesressorts,17,479662,200210,19,190150,97439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
