Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-03,Deutschland,00,166138861,63123698,61763145,44852424,75.9,39.6,18.7,64.0,85.4,78.8,88.6,74.3,33.1,10.6,59.4,84.4,82.3,88.2,53.9,22.9,63.1,56.8,75.0
2022-02-03,Schleswig-Holstein,01,6283774,2323544,2292835,1801045,79.8,51.0,25.1,79.8,89.9,84.5,91.3,78.8,41.7,14.0,72.6,89.9,88.5,92.5,61.9,31.0,71.8,64.7,84.4
2022-02-03,Hamburg,02,3847929,1506085,1477913,971534,81.3,41.6,24.2,63.5,92.0,87.8,89.9,79.8,33.4,11.8,60.7,91.4,92.2,89.3,52.4,19.9,61.9,57.9,72.0
2022-02-03,Niedersachsen,03,16519090,6220991,6064123,4666248,77.7,44.3,22.1,69.3,87.0,78.4,91.3,75.8,36.1,10.8,64.5,85.8,83.3,90.3,58.3,29.2,68.0,62.4,78.3
2022-02-03,Bremen,04,1562264,608307,592441,409545,89.4,40.9,18.7,67.1,101.5,99.7,97.0,87.1,34.4,10.3,62.7,99.6,101.4,95.9,60.2,20.3,70.8,64.6,83.4
2022-02-03,Nordrhein-Westfalen,05,37450132,14300357,13857043,10100882,79.8,45.0,23.6,69.5,89.4,82.6,91.9,77.3,37.9,14.1,65.0,87.5,85.8,90.9,56.3,25.4,66.0,59.7,78.3
2022-02-03,Hessen,06,12375691,4788652,4585374,3253208,76.1,40.1,19.5,64.1,85.7,80.0,88.7,72.9,31.8,9.7,57.6,83.0,81.3,86.5,51.7,22.6,60.7,55.3,71.4
2022-02-03,Rheinland-Pfalz,07,8223129,3150132,3008361,2231353,76.9,41.1,19.6,65.9,86.2,78.4,91.0,73.4,33.6,10.6,60.3,83.1,80.2,88.3,54.4,25.1,63.5,57.3,74.6
2022-02-03,Baden-Württemberg,08,21690234,8151352,8065458,5952849,73.4,37.3,16.7,60.8,82.9,76.7,87.4,72.6,31.3,9.2,56.5,83.0,81.1,86.8,53.6,24.8,62.9,57.8,73.2
2022-02-03,Bayern,09,25601935,9653784,9619246,6833012,73.5,40.0,18.5,65.1,82.5,76.7,86.5,73.2,34.5,11.5,61.5,82.9,81.3,86.3,52.0,20.1,61.0,54.5,74.3
2022-02-03,Saarland,10,2155936,806098,792580,606551,81.9,40.6,16.1,68.3,91.1,84.1,92.3,80.5,33.9,8.5,62.8,90.4,89.2,92.3,61.6,27.2,70.8,64.5,80.9
2022-02-03,Berlin,11,7475250,2822690,2765707,2016674,77.0,40.4,22.9,63.5,86.8,80.1,91.3,75.5,34.6,15.7,59.7,85.8,83.4,91.4,55.0,24.3,64.6,58.0,80.0
2022-02-03,Brandenburg,12,4535320,1743257,1709286,1195313,68.9,27.3,8.6,50.3,77.8,67.9,82.1,67.5,23.1,4.5,46.0,77.1,72.6,83.8,47.2,14.2,55.3,47.2,67.5
2022-02-03,Mecklenburg-Vorpommern,13,3134393,1187680,1172901,839606,73.7,28.9,8.4,54.1,83.2,75.5,87.3,72.8,23.9,3.6,48.7,82.8,79.1,88.2,52.1,14.6,60.7,50.9,74.9
2022-02-03,Sachsen,14,6852749,2629518,2556013,1768532,64.8,22.2,6.2,42.4,74.0,65.9,80.8,63.0,19.1,3.3,39.1,72.3,65.8,82.0,43.6,10.5,51.2,41.8,65.3
2022-02-03,Sachsen-Anhalt,15,4067412,1555340,1555974,1063944,71.3,25.7,6.6,49.0,80.4,71.4,84.5,71.4,21.6,3.2,43.9,81.0,76.2,87.7,48.8,11.6,56.6,45.6,72.0
2022-02-03,Thüringen,16,3840796,1474549,1454108,1006307,69.5,27.1,9.5,48.9,78.5,70.2,84.1,68.6,24.5,7.0,46.1,77.7,72.3,85.5,47.5,13.8,55.2,45.1,69.8
2022-02-03,Bundesressorts,17,522827,201362,193782,135821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
