Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-20,Deutschland,00,110432440,57379610,54896523,1430675,69.0,44.7,79.8,71.7,86.6,66.0,39.4,76.6,72.1,84.9
2021-10-20,Schleswig-Holstein,01,4149459,2139448,2061296,77473,73.5,58.5,85.4,78.6,89.6,70.8,53.0,82.5,78.8,89.0
2021-10-20,Hamburg,02,2607830,1360041,1309643,25251,73.4,44.8,85.6,79.9,87.9,70.7,39.0,82.7,81.4,86.1
2021-10-20,Niedersachsen,03,10848006,5726805,5440248,91033,71.6,52.6,82.3,72.3,89.8,68.0,46.1,78.5,73.6,87.5
2021-10-20,Bremen,04,1049027,548316,526335,17723,80.6,49.5,93.4,89.2,94.1,77.4,44.1,89.9,88.8,92.1
2021-10-20,Nordrhein-Westfalen,05,25222481,13171812,12455957,351546,73.5,52.8,84.8,76.8,90.1,69.5,47.0,80.4,76.5,87.9
2021-10-20,Hessen,06,8302785,4327598,4100300,104309,68.8,45.1,79.7,72.3,86.6,65.2,39.2,75.7,71.8,83.6
2021-10-20,Rheinland-Pfalz,07,5523721,2895556,2702207,78909,70.7,47.4,81.4,72.2,89.4,65.9,39.3,76.3,71.2,85.6
2021-10-20,Baden-Württemberg,08,14267213,7353200,7129310,207319,66.2,40.9,76.9,69.2,85.2,64.2,36.6,74.9,70.7,83.4
2021-10-20,Bayern,09,16787586,8659725,8380227,194654,65.9,41.1,76.3,68.9,84.3,63.8,36.3,74.1,69.9,82.6
2021-10-20,Saarland,10,1428445,741359,714827,16154,75.3,48.6,85.6,76.8,90.6,72.6,42.2,82.8,78.6,89.6
2021-10-20,Berlin,11,4942623,2519229,2421125,113257,68.8,41.7,80.0,72.3,88.8,66.1,37.6,77.1,72.6,87.4
2021-10-20,Brandenburg,12,3018012,1580315,1514602,25345,62.4,31.8,71.9,60.2,79.9,59.8,26.8,69.5,62.3,80.4
2021-10-20,Mecklenburg-Vorpommern,13,2071245,1074005,1037697,19670,66.7,31.0,76.9,66.6,85.2,64.4,26.3,74.5,67.6,84.6
2021-10-20,Sachsen,14,4599167,2378632,2280443,35725,58.6,27.4,68.0,58.0,78.0,56.2,24.1,65.4,56.7,78.3
2021-10-20,Sachsen-Anhalt,15,2700645,1402452,1362717,35668,64.3,29.0,73.8,61.9,82.4,62.5,24.3,72.0,63.6,83.6
2021-10-20,Thüringen,16,2543351,1307757,1274402,36225,61.7,29.8,71.0,60.2,80.9,60.1,26.8,69.4,60.9,81.5
2021-10-20,Bundesressorts,17,370844,193360,185187,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
