Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-29,Deutschland,00,111888364,57709207,55456676,2026375,69.4,46.1,80.2,72.2,86.7,66.7,41.5,77.3,73.0,85.3
2021-10-29,Schleswig-Holstein,01,4208615,2151985,2080207,106046,73.9,60.1,85.9,79.2,89.8,71.5,55.1,83.3,79.8,89.3
2021-10-29,Hamburg,02,2654401,1372744,1329301,41172,74.1,47.3,86.2,80.7,88.1,71.8,42.8,83.7,82.6,86.6
2021-10-29,Niedersachsen,03,10970336,5750020,5481534,151136,71.8,53.7,82.6,72.7,89.9,68.5,47.6,79.0,74.3,87.7
2021-10-29,Bremen,04,1063168,551413,531768,23839,81.1,51.2,93.8,89.8,94.2,78.2,45.8,90.7,89.8,92.5
2021-10-29,Nordrhein-Westfalen,05,25546145,13236863,12578921,491805,73.8,54.1,85.2,77.2,90.2,70.2,49.2,81.1,77.4,88.2
2021-10-29,Hessen,06,8406882,4351434,4143252,143403,69.1,46.5,80.0,72.8,86.7,65.8,41.2,76.4,72.6,84.0
2021-10-29,Rheinland-Pfalz,07,5592101,2909356,2729927,107150,71.0,48.9,81.7,72.6,89.5,66.6,41.9,76.9,72.0,85.9
2021-10-29,Baden-Württemberg,08,14449453,7397810,7205027,273710,66.6,42.1,77.3,69.7,85.3,64.9,38.5,75.6,71.5,83.8
2021-10-29,Bayern,09,17053715,8724166,8485492,297143,66.4,42.6,76.8,69.5,84.4,64.6,38.8,74.9,70.9,83.0
2021-10-29,Saarland,10,1443623,744851,720206,22900,75.7,50.1,86.0,77.2,90.7,73.2,44.1,83.4,79.4,89.8
2021-10-29,Berlin,11,5022131,2534844,2446242,153319,69.2,43.4,80.4,72.7,88.9,66.8,40.0,77.7,73.4,87.8
2021-10-29,Brandenburg,12,3058763,1591621,1532373,38086,62.9,33.2,72.4,60.7,80.1,60.5,29.1,70.2,63.2,80.8
2021-10-29,Mecklenburg-Vorpommern,13,2100494,1081949,1048790,30660,67.2,33.0,77.3,67.2,85.4,65.1,28.3,75.2,68.5,85.0
2021-10-29,Sachsen,14,4645315,2391153,2299545,50756,58.9,28.3,68.3,58.4,78.2,56.7,25.2,65.9,57.4,78.6
2021-10-29,Sachsen-Anhalt,15,2724554,1408820,1372867,43631,64.6,30.0,74.1,62.3,82.5,63.0,25.6,72.4,64.3,83.8
2021-10-29,Thüringen,16,2576952,1316599,1285643,50946,62.1,31.4,71.4,60.7,81.0,60.6,28.0,69.9,61.6,81.9
2021-10-29,Bundesressorts,17,371716,193579,185581,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
