Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-15,Deutschland,00,109892041,57231090,54657508,1261106,68.8,44.1,79.6,71.4,86.5,65.7,38.5,76.3,71.8,84.8
2021-10-15,Schleswig-Holstein,01,4128359,2135284,2053008,68451,73.4,58.0,85.2,78.4,89.5,70.5,52.0,82.2,78.3,88.9
2021-10-15,Hamburg,02,2589507,1354419,1300671,20490,73.1,43.6,85.3,79.5,87.8,70.2,37.1,82.2,80.8,85.9
2021-10-15,Niedersachsen,03,10803271,5716304,5422861,73187,71.4,52.1,82.2,72.2,89.8,67.8,45.4,78.3,73.3,87.4
2021-10-15,Bremen,04,1043007,546456,523615,15892,80.3,48.8,93.1,88.8,94.1,77.0,42.7,89.5,88.2,92.0
2021-10-15,Nordrhein-Westfalen,05,25113907,13144907,12406499,316872,73.3,52.3,84.7,76.6,90.1,69.2,46.2,80.1,76.1,87.8
2021-10-15,Hessen,06,8266128,4316813,4083027,94572,68.6,44.5,79.5,72.1,86.5,64.9,38.3,75.5,71.4,83.5
2021-10-15,Rheinland-Pfalz,07,5499419,2888590,2691507,71159,70.5,46.7,81.2,72.0,89.3,65.7,38.3,76.1,70.8,85.5
2021-10-15,Baden-Württemberg,08,14197137,7334203,7096129,187208,66.1,40.5,76.8,69.0,85.1,63.9,35.7,74.6,70.3,83.3
2021-10-15,Bayern,09,16688857,8630510,8336615,165575,65.7,40.4,76.1,68.6,84.2,63.4,35.2,73.8,69.5,82.5
2021-10-15,Saarland,10,1422835,739745,712493,14338,75.2,47.9,85.5,76.5,90.5,72.4,41.3,82.6,78.3,89.6
2021-10-15,Berlin,11,4905206,2508108,2407529,99515,68.5,40.7,79.7,71.9,88.7,65.7,36.6,76.7,72.1,87.3
2021-10-15,Brandenburg,12,3007894,1577227,1509820,22722,62.3,31.3,71.8,60.0,79.9,59.7,26.3,69.3,62.0,80.3
2021-10-15,Mecklenburg-Vorpommern,13,2060979,1070979,1033140,16482,66.5,30.4,76.7,66.4,85.1,64.1,25.3,74.2,67.2,84.5
2021-10-15,Sachsen,14,4580891,2372724,2272108,31429,58.5,26.9,67.8,57.8,77.9,56.0,23.4,65.2,56.4,78.2
2021-10-15,Sachsen-Anhalt,15,2687433,1399083,1356198,32070,64.2,28.4,73.7,61.7,82.3,62.2,23.4,71.7,63.2,83.4
2021-10-15,Thüringen,16,2526822,1302537,1267271,30856,61.4,29.1,70.8,59.8,80.8,59.8,25.9,69.0,60.4,81.3
2021-10-15,Bundesressorts,17,370389,193201,185017,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
