Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-24,Deutschland,00,119524302,58901630,56716237,7314069,70.8,51.1,81.6,74.0,87.2,68.2,45.5,78.8,75.0,86.0,8.8,0.8,10.5,5.5,19.8
2021-11-24,Schleswig-Holstein,01,4450729,2184404,2111436,286263,75.0,64.8,87.0,80.8,90.1,72.5,58.2,84.5,81.4,89.9,9.8,0.3,11.7,5.4,22.9
2021-11-24,Hamburg,02,2832579,1406456,1368954,152690,75.9,52.6,88.1,83.0,88.6,73.9,48.2,86.0,85.5,87.3,8.2,1.0,9.9,5.8,20.1
2021-11-24,Niedersachsen,03,11717886,5845155,5605684,684319,73.0,58.3,83.7,74.1,90.3,70.0,52.2,80.6,76.3,88.4,8.6,0.9,10.2,5.4,19.1
2021-11-24,Bremen,04,1134626,561012,543014,75768,82.5,54.9,95.3,91.7,94.7,79.8,50.4,92.4,92.0,93.2,11.1,0.4,13.3,6.5,27.2
2021-11-24,Nordrhein-Westfalen,05,27181414,13432553,12826903,1696726,74.9,58.2,86.2,78.5,90.7,71.6,52.8,82.5,79.2,88.8,9.5,0.9,11.3,6.2,21.3
2021-11-24,Hessen,06,8936149,4447562,4235540,491245,70.7,51.3,81.5,74.7,87.2,67.3,45.2,77.9,74.6,84.7,7.8,0.8,9.3,4.9,18.3
2021-11-24,Rheinland-Pfalz,07,5916638,2951939,2783010,339950,72.0,53.1,82.7,73.9,89.8,67.9,46.1,78.2,73.7,86.5,8.3,1.0,9.9,4.8,19.0
2021-11-24,Baden-Württemberg,08,15319462,7556580,7362242,846860,68.1,46.5,78.8,71.5,85.8,66.3,41.8,77.0,73.4,84.4,7.6,0.7,9.1,4.7,18.2
2021-11-24,Bayern,09,18440688,8981463,8721220,1215564,68.4,50.2,78.7,72.0,85.0,66.4,43.2,76.8,73.3,83.8,9.3,0.8,11.0,6.4,20.5
2021-11-24,Saarland,10,1547869,759019,734678,100192,77.1,55.2,87.4,79.1,91.0,74.7,49.0,84.8,81.4,90.4,10.2,1.1,11.9,5.7,21.8
2021-11-24,Berlin,11,5453026,2614260,2522813,434040,71.3,50.2,82.6,75.3,89.7,68.9,45.0,79.9,76.2,88.7,11.8,1.1,14.1,6.3,32.5
2021-11-24,Brandenburg,12,3268670,1622349,1564988,187356,64.1,37.6,73.6,62.2,80.6,61.8,33.1,71.5,64.8,81.5,7.4,0.7,8.8,4.7,14.8
2021-11-24,Mecklenburg-Vorpommern,13,2248788,1107251,1072495,132117,68.7,38.5,78.9,69.4,85.9,66.6,32.2,76.7,70.5,85.7,8.2,0.6,9.6,4.9,16.5
2021-11-24,Sachsen,14,4967060,2440690,2348645,275555,60.2,31.8,69.5,60.0,78.7,57.9,28.2,67.2,59.0,79.3,6.8,0.7,8.0,3.8,14.3
2021-11-24,Sachsen-Anhalt,15,2925010,1444498,1409487,173959,66.2,35.4,75.7,64.6,83.0,64.6,29.9,74.2,66.6,84.7,8.0,0.9,9.3,4.8,15.7
2021-11-24,Thüringen,16,2802475,1352071,1318362,213249,63.8,36.4,73.1,63.0,81.7,62.2,32.2,71.5,63.7,82.6,10.1,0.5,11.8,5.9,20.3
2021-11-24,Bundesressorts,17,381233,194368,186766,8216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
