Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-14,Deutschland,00,114930114,58255103,56165436,3861486,70.1,48.6,80.8,73.0,86.9,67.5,43.9,78.1,74.1,85.6,4.6,0.4,5.5,2.4,11.4
2021-11-14,Schleswig-Holstein,01,4312423,2167337,2098143,177262,74.5,62.7,86.5,80.0,90.0,72.1,56.9,84.0,80.8,89.7,6.1,0.2,7.3,2.8,15.2
2021-11-14,Hamburg,02,2736313,1389647,1352606,85379,75.0,50.3,87.1,81.8,88.4,73.0,46.0,85.1,84.3,87.0,4.6,0.5,5.5,2.9,12.2
2021-11-14,Niedersachsen,03,11291800,5793413,5555497,357614,72.4,56.1,83.1,73.3,90.1,69.4,50.7,79.9,75.4,88.1,4.5,0.4,5.3,2.4,10.6
2021-11-14,Bremen,04,1095846,555454,538739,46257,81.7,53.2,94.4,90.6,94.4,79.2,48.7,91.8,91.2,92.9,6.8,0.3,8.1,3.8,16.9
2021-11-14,Nordrhein-Westfalen,05,26142849,13322858,12715820,870980,74.3,56.1,85.6,77.8,90.4,70.9,51.3,81.8,78.4,88.5,4.9,0.5,5.8,2.7,11.7
2021-11-14,Hessen,06,8631503,4395908,4196185,273739,69.9,49.0,80.7,73.6,86.9,66.7,43.7,77.3,73.7,84.4,4.3,0.4,5.2,2.2,11.2
2021-11-14,Rheinland-Pfalz,07,5723423,2928975,2759850,190656,71.5,51.0,82.1,73.2,89.6,67.3,44.4,77.6,72.9,86.2,4.7,0.6,5.5,2.2,11.5
2021-11-14,Baden-Württemberg,08,14781409,7469770,7289584,458045,67.3,44.3,78.0,70.5,85.5,65.7,40.4,76.3,72.5,84.1,4.1,0.4,4.9,2.0,11.0
2021-11-14,Bayern,09,17587103,8846734,8614539,591451,67.3,46.4,77.7,70.7,84.7,65.6,41.3,75.9,72.2,83.4,4.5,0.4,5.4,2.7,10.8
2021-11-14,Saarland,10,1483791,750281,728527,49812,76.2,52.5,86.5,77.9,90.8,74.0,47.4,84.2,80.5,90.1,5.1,0.6,5.9,2.2,11.9
2021-11-14,Berlin,11,5203205,2570224,2489377,259157,70.1,46.8,81.3,73.8,89.3,67.9,43.0,79.0,74.9,88.4,7.1,0.5,8.5,2.5,22.3
2021-11-14,Brandenburg,12,3137274,1604773,1550427,86518,63.4,35.5,72.9,61.3,80.3,61.3,31.5,70.9,64.1,81.2,3.4,0.4,4.0,2.0,7.1
2021-11-14,Mecklenburg-Vorpommern,13,2156306,1092442,1061415,64196,67.8,35.8,77.9,68.0,85.6,65.9,30.5,76.0,69.5,85.4,4.0,0.3,4.7,2.1,8.5
2021-11-14,Sachsen,14,4791157,2417043,2331000,140214,59.6,30.3,68.9,59.2,78.5,57.5,27.3,66.7,58.4,79.0,3.5,0.3,4.1,1.5,8.0
2021-11-14,Sachsen-Anhalt,15,2801459,1423862,1393724,85701,65.3,32.7,74.7,63.2,82.7,63.9,28.3,73.4,65.6,84.3,3.9,0.4,4.6,2.0,8.2
2021-11-14,Thüringen,16,2680549,1332430,1303733,122906,62.8,34.1,72.2,61.7,81.3,61.5,30.4,70.8,62.8,82.3,5.8,0.3,6.8,3.0,12.3
2021-11-14,Bundesressorts,17,373704,193952,186270,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
