Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-26,Deutschland,00,163563940,62880992,61262214,43016216,75.6,38.3,17.0,63.3,85.2,78.6,88.6,73.7,31.3,8.3,58.3,83.9,81.7,88.0,51.7,19.4,60.7,54.0,73.3
2022-01-26,Schleswig-Holstein,01,6171503,2311838,2275575,1717691,79.4,48.4,21.1,78.9,89.8,84.3,91.2,78.2,39.3,10.6,71.4,89.5,87.9,92.3,59.0,25.0,68.8,61.1,82.4
2022-01-26,Hamburg,02,3779936,1499926,1465700,921816,81.0,40.0,21.8,62.9,91.8,87.5,89.8,79.1,31.1,8.4,59.7,90.9,91.6,89.1,49.8,16.5,58.9,54.4,70.1
2022-01-26,Niedersachsen,03,16264897,6193013,6014559,4489429,77.4,42.4,19.1,68.6,86.8,78.2,91.2,75.1,34.1,7.8,63.5,85.3,82.7,90.2,56.1,24.1,65.7,59.7,76.8
2022-01-26,Bremen,04,1537478,605927,587476,392058,89.1,39.6,16.9,66.3,101.2,99.3,96.9,86.4,32.5,8.0,61.4,99.0,100.6,95.7,57.6,16.8,68.0,61.2,81.7
2022-01-26,Nordrhein-Westfalen,05,36898899,14249400,13750981,9706126,79.5,43.7,21.6,68.9,89.3,82.5,91.9,76.7,35.8,11.1,64.0,87.1,85.2,90.7,54.1,21.5,63.7,56.8,76.9
2022-01-26,Hessen,06,12158480,4766833,4548389,3094661,75.7,38.6,17.4,63.3,85.5,79.7,88.6,72.3,30.0,7.2,56.5,82.6,80.7,86.3,49.2,18.5,57.9,52.1,69.6
2022-01-26,Rheinland-Pfalz,07,8117154,3138837,2984758,2160208,76.6,39.7,17.6,65.2,86.0,78.2,91.0,72.8,31.5,7.5,59.2,82.7,79.7,88.1,52.7,21.5,61.6,55.1,73.4
2022-01-26,Baden-Württemberg,08,21400494,8122368,8004218,5752508,73.2,36.2,15.2,60.2,82.8,76.5,87.3,72.1,29.8,7.4,55.3,82.5,80.5,86.6,51.8,22.3,60.9,55.6,71.7
2022-01-26,Bayern,09,25199664,9620471,9541025,6541921,73.2,39.0,17.1,64.6,82.3,76.5,86.4,72.6,32.6,9.1,60.2,82.5,80.7,86.1,49.8,17.0,58.6,51.6,72.8
2022-01-26,Saarland,10,2130625,803824,786373,589614,81.7,39.6,14.8,67.7,91.0,83.9,92.2,79.9,32.0,5.8,61.6,89.9,88.5,92.1,59.9,24.2,69.0,62.2,79.8
2022-01-26,Berlin,11,7347208,2811117,2734852,1928935,76.7,39.4,21.8,62.7,86.6,79.9,91.2,74.6,33.1,13.9,58.5,85.0,82.5,90.9,52.6,20.9,61.9,54.8,78.5
2022-01-26,Brandenburg,12,4472957,1737813,1697463,1150130,68.7,26.7,8.1,49.7,77.6,67.6,82.0,67.1,22.4,3.8,45.2,76.7,72.0,83.7,45.4,12.2,53.3,45.0,65.8
2022-01-26,Mecklenburg-Vorpommern,13,3078049,1182882,1163297,797598,73.4,27.9,7.4,53.1,83.0,75.2,87.2,72.2,22.7,2.5,47.4,82.3,78.4,88.0,49.5,11.8,57.8,47.6,72.6
2022-01-26,Sachsen,14,6732957,2618843,2534351,1680981,64.6,21.6,5.6,41.7,73.7,65.6,80.7,62.5,18.0,2.4,37.8,71.8,65.2,81.7,41.4,8.5,48.8,39.2,62.9
2022-01-26,Sachsen-Anhalt,15,3980712,1548088,1540123,1000298,71.0,24.8,5.9,47.8,80.2,71.0,84.4,70.6,20.5,2.4,42.5,80.3,75.2,87.4,45.9,9.0,53.3,41.9,69.2
2022-01-26,Thüringen,16,3775360,1468597,1439839,960986,69.3,26.4,8.9,48.0,78.3,69.8,84.0,67.9,23.2,5.9,44.5,77.1,71.5,85.2,45.3,12.0,52.8,42.6,67.4
2022-01-26,Bundesressorts,17,517567,201215,193235,131256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
