Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-07,Deutschland,00,113164222,57954075,55810095,2726180,69.7,47.3,80.5,72.5,86.8,67.1,42.8,77.7,73.6,85.5,3.3,0.3,3.9,1.6,8.2
2021-11-07,Schleswig-Holstein,01,4254918,2159512,2089604,135820,74.2,61.4,86.2,79.6,89.9,71.8,56.1,83.7,80.3,89.5,4.7,0.1,5.6,2.0,11.9
2021-11-07,Hamburg,02,2693639,1380963,1341626,61217,74.5,48.9,86.7,81.2,88.3,72.4,44.6,84.4,83.5,86.8,3.3,0.3,4.0,2.0,8.9
2021-11-07,Niedersachsen,03,11116146,5769978,5520439,239280,72.1,54.8,82.8,73.0,90.0,69.0,49.3,79.5,74.9,87.9,3.0,0.3,3.6,1.6,7.2
2021-11-07,Bremen,04,1078549,553398,535476,33894,81.4,52.1,94.1,90.2,94.3,78.7,47.4,91.3,90.6,92.7,5.0,0.2,6.0,2.9,12.2
2021-11-07,Nordrhein-Westfalen,05,25798173,13276002,12648235,637796,74.1,55.1,85.4,77.5,90.3,70.6,50.3,81.5,77.9,88.4,3.6,0.4,4.2,2.0,8.6
2021-11-07,Hessen,06,8506994,4371512,4170385,197785,69.5,47.6,80.3,73.2,86.8,66.3,42.6,76.8,73.2,84.2,3.1,0.3,3.8,1.5,8.3
2021-11-07,Rheinland-Pfalz,07,5647609,2918652,2745185,138914,71.2,49.9,81.9,72.9,89.5,67.0,43.2,77.3,72.5,86.1,3.4,0.4,4.0,1.5,8.6
2021-11-07,Baden-Württemberg,08,14568470,7428695,7241018,330256,66.9,43.1,77.6,70.1,85.4,65.2,39.3,75.9,71.9,83.9,3.0,0.2,3.6,1.3,8.3
2021-11-07,Bayern,09,17250800,8771750,8544244,392641,66.8,44.2,77.2,70.0,84.5,65.0,40.0,75.4,71.5,83.2,3.0,0.3,3.6,1.7,7.4
2021-11-07,Saarland,10,1458688,747147,724261,31829,75.9,51.1,86.2,77.5,90.7,73.6,45.8,83.8,79.9,90.0,3.2,0.3,3.8,1.2,7.9
2021-11-07,Berlin,11,5113920,2553960,2471536,202505,69.7,45.3,80.9,73.3,89.1,67.5,41.9,78.5,74.3,88.1,5.5,0.4,6.6,1.6,18.2
2021-11-07,Brandenburg,12,3093026,1597890,1542245,56734,63.1,34.4,72.6,61.0,80.2,60.9,30.7,70.6,63.7,81.0,2.2,0.2,2.7,1.4,4.6
2021-11-07,Mecklenburg-Vorpommern,13,2122437,1086525,1054507,42694,67.5,34.3,77.6,67.6,85.5,65.5,29.4,75.5,69.0,85.2,2.7,0.1,3.1,1.4,5.7
2021-11-07,Sachsen,14,4709510,2403793,2317193,85101,59.3,29.4,68.6,58.8,78.3,57.1,26.5,66.3,57.9,78.8,2.1,0.2,2.5,0.7,5.1
2021-11-07,Sachsen-Anhalt,15,2757104,1416159,1383551,58658,64.9,31.4,74.4,62.7,82.6,63.4,27.1,72.9,64.9,84.1,2.7,0.3,3.1,1.3,5.7
2021-11-07,Thüringen,16,2621957,1324422,1294804,80160,62.5,32.9,71.8,61.2,81.2,61.1,29.2,70.4,62.2,82.1,3.8,0.2,4.5,1.7,8.4
2021-11-07,Bundesressorts,17,372282,193717,185786,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
