Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-28,Deutschland,00,107422982,56467517,53448529,674905,67.9,41.3,78.7,70.3,86.2,64.3,33.7,74.9,69.9,84.2
2021-09-28,Schleswig-Holstein,01,4049468,2114293,2019107,42553,72.6,55.9,84.4,77.3,89.3,69.4,48.1,80.8,76.6,88.3
2021-09-28,Hamburg,02,2512502,1324751,1260646,7592,71.5,39.4,83.6,77.5,87.3,68.1,31.1,80.0,78.0,85.1
2021-09-28,Niedersachsen,03,10591604,5647909,5320769,25976,70.6,48.8,81.4,71.2,89.6,66.5,40.5,77.1,71.7,86.9
2021-09-28,Bremen,04,1014766,536291,509607,9652,78.9,44.8,91.6,86.7,93.7,74.9,36.1,87.4,85.5,91.5
2021-09-28,Nordrhein-Westfalen,05,24552649,12995685,12124107,171361,72.5,49.7,83.8,75.5,89.8,67.6,40.7,78.6,74.1,87.3
2021-09-28,Hessen,06,8087751,4257730,3995470,57654,67.7,41.7,78.6,71.0,86.1,63.5,33.5,74.1,69.6,83.1
2021-09-28,Rheinland-Pfalz,07,5384003,2854039,2638222,39228,69.6,43.5,80.4,71.0,89.0,64.4,33.0,74.8,69.2,85.0
2021-09-28,Baden-Württemberg,08,13915249,7247008,6960526,118030,65.3,38.1,76.0,68.1,84.8,62.7,31.9,73.4,68.7,82.8
2021-09-28,Bayern,09,16273784,8490401,8129829,79271,64.6,37.3,75.0,67.3,83.8,61.9,30.0,72.2,67.5,81.9
2021-09-28,Saarland,10,1390535,729111,696696,6658,74.1,44.1,84.4,75.1,90.3,70.8,34.6,81.1,76.2,89.0
2021-09-28,Berlin,11,4758288,2467802,2347700,48796,67.4,37.7,78.5,70.8,87.9,64.1,31.8,75.0,70.1,86.3
2021-09-28,Brandenburg,12,2937907,1552484,1472756,11170,61.3,28.3,70.9,59.0,79.3,58.2,22.1,67.8,60.2,79.3
2021-09-28,Mecklenburg-Vorpommern,13,2015645,1055904,1007953,8946,65.6,27.6,75.7,65.2,84.8,62.6,20.8,72.6,65.1,83.7
2021-09-28,Sachsen,14,4475401,2338926,2216246,13283,57.7,25.0,67.0,56.7,77.5,54.6,19.4,63.8,54.7,77.3
2021-09-28,Sachsen-Anhalt,15,2628196,1379612,1326637,19299,63.3,25.6,72.8,60.5,82.0,60.8,19.2,70.3,61.4,82.7
2021-09-28,Thüringen,16,2466246,1282841,1238047,15273,60.5,26.7,69.8,58.6,80.4,58.4,22.1,67.6,58.6,80.6
2021-09-28,Bundesressorts,17,368988,192730,184211,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
