Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-12-11,Deutschland,00,195959312,64936350,3056,63576081,2002,52197274,13319904,3530706,671754,78.0,46.1,22.4,74.5,87.0,84.8,91.1,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.7,31.7,73.1,66.4,85.5,16.0,1.1,19.1,7.2,41.0
2023-12-11,Schleswig-Holstein,01,7735328,2357337,530,2327483,478,2061069,766642,254746,40455,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.7,57.6,29.8,88.7,87.0,84.4,91.4,70.5,48.7,80.9,74.9,91.2,26.2,1.8,31.2,12.0,64.4
2023-12-11,Hamburg,02,4787126,1608606,54,1566024,30,1245937,315145,98372,15674,86.8,52.4,29.8,80.1,97.2,96.7,98.2,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.2,29.5,79.1,73.4,93.0,17.0,1.5,20.4,9.1,48.3
2023-12-11,Niedersachsen,03,19881361,6411146,212,6230794,139,5393425,1603414,463187,58304,79.9,52.7,27.0,81.8,88.4,85.6,93.4,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.2,40.0,78.0,72.1,88.5,20.0,1.4,23.9,8.7,51.2
2023-12-11,Bremen,04,1860759,622403,7,597457,NA,457435,152735,40997,5085,92.0,48.6,23.0,78.6,103.7,105.9,99.3,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.4,73.1,91.8,22.6,0.9,27.1,12.6,56.0
2023-12-11,Nordrhein-Westfalen,05,44989937,14671575,784,14252537,444,11852554,3439682,970573,342144,81.9,51.2,28.1,81.1,91.1,89.9,93.4,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.1,36.2,77.2,71.0,88.7,19.2,1.3,23.0,8.8,49.9
2023-12-11,Hessen,06,14722670,4972385,174,4773192,53,3857847,991565,254603,35605,79.0,48.5,24.1,76.0,88.1,86.3,91.6,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.3,31.6,71.7,65.2,84.2,15.8,1.2,18.9,7.7,40.6
2023-12-11,Rheinland-Pfalz,07,9769324,3248365,66,3107463,35,2620239,702779,185122,23758,79.1,48.3,23.7,76.7,87.9,84.7,93.5,75.7,44.2,21.5,70.7,84.4,81.3,89.8,63.8,34.1,74.2,67.7,85.5,17.1,1.1,20.4,7.2,43.7
2023-12-11,Baden-Württemberg,08,25149060,8434583,383,8295540,281,6844076,1439817,358815,44113,75.8,43.9,19.6,71.4,85.0,82.7,89.7,74.6,40.6,17.3,67.0,84.0,81.5,89.0,61.5,31.0,72.1,65.7,84.6,12.9,1.0,15.5,5.8,34.8
2023-12-11,Bayern,09,29514976,9919979,487,9903010,324,7817012,1695034,420845,49619,75.3,45.9,21.2,74.9,83.9,81.7,88.2,75.2,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.4,62.4,83.2,12.9,0.9,15.4,5.5,35.0
