Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-04-27,Deutschland,00,172754197,63753909,63312575,49299216,76.7,42.1,22.0,65.6,86.0,79.5,88.9,76.1,39.5,19.2,63.2,85.7,84.0,88.9,59.3,30.6,68.9,63.2,79.5
2022-04-27,Schleswig-Holstein,01,6673191,2344442,2354201,2108331,80.5,54.6,30.2,81.8,90.2,85.0,91.4,80.9,51.9,28.8,77.7,91.0,89.9,93.0,72.4,43.5,78.6,72.1,90.0
2022-04-27,Hamburg,02,4113022,1546637,1545447,1129935,83.5,46.1,29.1,67.5,94.1,89.9,91.5,83.4,42.2,23.3,66.0,94.5,95.6,91.7,61.0,28.4,71.6,68.1,80.5
2022-04-27,Niedersachsen,03,17201938,6287435,6228912,5118439,78.6,47.5,26.7,70.9,87.5,79.0,91.5,77.8,44.5,23.5,68.1,87.0,85.0,90.8,64.0,39.1,74.1,69.4,82.8
2022-04-27,Bremen,04,1620477,615253,608122,445348,90.5,43.9,22.4,69.1,102.3,100.7,97.3,89.4,41.3,19.3,67.1,101.4,103.8,96.5,65.5,27.1,76.7,71.2,87.8
2022-04-27,Nordrhein-Westfalen,05,38916211,14437712,14178371,11110518,80.5,47.9,27.6,71.1,89.9,83.3,92.2,79.1,44.5,23.6,68.4,88.7,87.3,91.4,62.0,34.3,72.2,66.7,82.8
2022-04-27,Hessen,06,12885941,4837558,4705610,3594746,76.9,43.0,23.4,65.8,86.2,80.6,88.9,74.8,39.2,20.0,61.5,84.3,82.9,87.0,57.1,30.7,66.6,61.9,76.2
2022-04-27,Rheinland-Pfalz,07,8536644,3182836,3086505,2434702,77.7,43.8,23.4,67.5,86.8,79.1,91.3,75.3,41.0,21.0,64.1,84.4,81.9,88.8,59.4,33.3,68.9,63.6,78.5
2022-04-27,Baden-Württemberg,08,22372418,8224060,8252903,6377190,74.1,39.3,19.2,62.1,83.5,77.3,87.7,74.3,36.9,16.7,60.0,84.2,82.6,87.4,57.4,30.6,67.1,62.4,76.7
2022-04-27,Bayern,09,26516378,9735999,9844674,7440659,74.1,42.0,21.1,66.5,82.9,77.3,86.7,74.9,40.2,18.9,65.1,84.2,82.9,86.8,56.6,27.1,66.1,60.3,77.9
2022-04-27,Saarland,10,2227753,812113,810812,654359,82.5,42.6,18.5,69.8,91.6,84.8,92.4,82.4,40.1,16.4,66.9,91.8,91.1,92.8,66.5,35.1,76.1,70.8,84.5
2022-04-27,Berlin,11,7767073,2853000,2831786,2212877,77.9,42.6,25.5,65.1,87.5,81.0,91.6,77.3,40.5,23.2,63.4,87.2,85.1,92.1,60.4,30.5,70.6,64.8,84.2
2022-04-27,Brandenburg,12,4721509,1758678,1750684,1325021,69.5,29.3,10.7,52.1,78.2,68.5,82.3,69.2,27.2,8.7,50.0,78.5,74.5,84.5,52.4,19.7,61.0,53.4,72.5
2022-04-27,Mecklenburg-Vorpommern,13,3261854,1199128,1201738,926940,74.4,31.1,10.4,56.4,83.8,76.3,87.5,74.6,28.4,8.1,53.3,84.3,81.3,88.8,57.5,21.5,66.7,57.7,79.8
2022-04-27,Sachsen,14,7150699,2655579,2624093,1972570,65.5,23.7,7.5,44.1,74.5,66.6,81.1,64.7,22.6,6.5,42.9,73.9,67.8,82.8,48.6,15.4,56.9,47.4,71.0
2022-04-27,Sachsen-Anhalt,15,4261741,1571288,1600591,1197847,72.1,27.8,8.5,51.2,81.1,72.2,84.7,73.4,26.0,7.2,49.0,82.9,78.8,88.6,54.9,18.0,63.5,53.1,78.0
2022-04-27,Thüringen,16,3995516,1490100,1493041,1106936,70.3,29.0,11.2,51.1,79.1,71.0,84.4,70.4,28.4,10.5,50.5,79.4,74.6,86.3,52.2,19.2,60.5,50.5,74.8
2022-04-27,Bundesressorts,17,531832,202091,195085,142798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
