Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-01-24,Deutschland,00,191888479,64868130,2469,63554393,1490,52111598,12478612,1060958,108495,77.9,46.1,22.4,74.5,86.9,84.7,90.9,76.4,42.8,19.9,69.5,85.5,83.0,90.1,62.6,31.6,73.0,66.3,85.3,15.0,1.0,17.9,6.7,38.6
2023-01-24,Schleswig-Holstein,01,7494032,2356654,522,2327069,464,2057389,724526,99750,1134,80.7,60.6,30.7,94.2,87.8,85.1,92.3,79.6,57.6,29.8,88.6,87.0,84.4,91.4,70.4,48.6,80.8,74.8,91.1,24.8,1.7,29.5,11.1,61.4
2023-01-24,Hamburg,02,4685835,1607009,45,1565687,21,1243827,295407,34838,1728,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.5,47.0,24.2,75.4,95.1,94.1,97.8,67.1,29.5,78.9,73.3,92.8,15.9,1.3,19.1,8.4,45.7
2023-01-24,Niedersachsen,03,19394173,6404783,145,6229689,102,5385427,1509219,140762,3486,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,77.9,72.1,88.3,18.8,1.3,22.5,8.0,48.5
2023-01-24,Bremen,04,1821934,621485,5,597284,NA,456818,145501,16095,143,91.9,48.6,23.0,78.5,103.6,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.5,29.0,79.3,73.0,91.7,21.5,0.8,25.8,11.9,53.6
2023-01-24,Nordrhein-Westfalen,05,43798744,14659382,608,14248440,347,11831869,3244809,293827,78983,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.2,77.0,71.0,88.5,18.1,1.2,21.7,8.2,47.3
2023-01-24,Hessen,06,14469118,4967668,137,4772138,41,3852286,936561,99911,3270,78.9,48.4,24.1,76.0,88.0,86.2,91.4,75.8,43.2,21.0,68.6,85.0,82.9,89.2,61.2,31.5,71.6,65.2,84.1,14.9,1.1,17.8,7.2,38.6
2023-01-24,Rheinland-Pfalz,07,9549486,3242314,40,3104479,21,2615354,655743,48207,1901,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.2,89.8,63.7,34.0,74.0,67.6,85.3,16.0,1.0,19.0,6.6,41.0
2023-01-24,Baden-Württemberg,08,24716033,8421011,331,8290419,158,6830216,1334907,101530,6061,75.7,43.9,19.6,71.4,84.9,82.6,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.4,31.0,71.9,65.6,84.3,12.0,0.9,14.4,5.3,32.3
2023-01-24,Bayern,09,28998933,9910112,394,9899750,203,7805482,1564660,104970,4644,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,28.0,69.3,62.3,83.1,11.9,0.8,14.2,5.0,32.4
2023-01-24,Saarland,10,2453165,822970,13,809180,12,683037,162835,8356,417,83.8,46.8,18.8,78.8,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.8,73.7,89.3,16.6,0.9,19.4,6.6,39.6
2023-01-24,Berlin,11,8671918,2901409,132,2869765,81,2356645,591467,51002,5526,78.9,45.5,26.2,71.0,88.4,84.5,97.4,78.0,42.6,24.1,66.8,87.8,83.6,97.5,64.1,30.9,75.1,68.2,91.1,16.1,1.2,19.2,8.3,44.5
