Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-12,Deutschland,00,109319623,57073537,54395005,1093485,68.6,43.5,79.4,71.2,86.5,65.4,37.5,76.0,71.3,84.7
2021-10-12,Schleswig-Holstein,01,4108784,2130622,2045350,60946,73.2,57.5,85.0,78.1,89.5,70.3,51.1,81.9,77.9,88.8
2021-10-12,Hamburg,02,2574300,1348703,1293234,17505,72.8,42.9,84.9,79.1,87.8,69.8,36.2,81.8,80.2,85.8
2021-10-12,Niedersachsen,03,10739998,5699825,5393604,54602,71.2,51.2,82.0,71.9,89.8,67.4,44.0,77.9,72.9,87.3
2021-10-12,Bremen,04,1036209,544216,520505,14118,80.0,47.6,92.8,88.4,94.0,76.5,41.0,89.0,87.6,91.9
2021-10-12,Nordrhein-Westfalen,05,25001189,13117251,12356119,280060,73.2,51.7,84.5,76.4,90.0,68.9,45.4,79.8,75.7,87.7
2021-10-12,Hessen,06,8230132,4306265,4066939,84326,68.4,44.0,79.3,71.9,86.5,64.6,37.6,75.2,71.1,83.4
2021-10-12,Rheinland-Pfalz,07,5474288,2882058,2680730,62687,70.3,46.0,81.1,71.8,89.3,65.4,37.3,75.8,70.5,85.4
2021-10-12,Baden-Württemberg,08,14124044,7315077,7060043,167517,65.9,39.9,76.6,68.8,85.1,63.6,34.7,74.2,69.9,83.2
2021-10-12,Bayern,09,16585980,8599664,8289535,137223,65.4,39.8,75.9,68.3,84.1,63.1,34.0,73.4,69.0,82.3
2021-10-12,Saarland,10,1414368,737298,708739,11652,74.9,47.1,85.2,76.2,90.5,72.0,39.7,82.3,77.8,89.4
2021-10-12,Berlin,11,4879725,2501639,2398561,88815,68.3,40.2,79.5,71.7,88.7,65.5,36.0,76.4,71.8,87.2
2021-10-12,Brandenburg,12,2996466,1573276,1504400,20051,62.2,30.8,71.7,59.9,79.8,59.4,25.8,69.1,61.7,80.2
2021-10-12,Mecklenburg-Vorpommern,13,2047373,1066694,1025823,13753,66.2,29.6,76.4,66.0,85.1,63.7,23.7,73.8,66.6,84.3
2021-10-12,Sachsen,14,4552934,2364966,2257374,25437,58.3,26.5,67.6,57.6,77.9,55.6,22.1,64.9,56.0,78.0
2021-10-12,Sachsen-Anhalt,15,2671341,1394493,1348140,28181,63.9,27.7,73.4,61.4,82.2,61.8,22.0,71.3,62.8,83.2
2021-10-12,Thüringen,16,2512424,1298417,1261057,26352,61.2,28.5,70.6,59.6,80.7,59.5,24.9,68.7,60.1,81.2
2021-10-12,Bundesressorts,17,370068,193073,184852,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
