Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-25,Deutschland,00,146617900,61409129,292787,58888401,29888598,73.8,59.2,84.2,77.3,88.2,70.8,51.7,81.5,78.6,87.1,35.9,4.6,42.8,34.0,59.2
2021-12-25,Schleswig-Holstein,01,5404106,2257694,8351,2188724,1091097,77.6,74.0,89.1,83.5,90.9,75.2,64.9,87.2,84.8,91.4,37.5,2.6,44.6,33.6,63.9
2021-12-25,Hamburg,02,3337751,1463805,6464,1420006,559991,79.0,59.5,91.0,86.5,89.5,76.7,54.4,88.9,89.2,88.2,30.2,4.0,36.1,29.4,53.0
2021-12-25,Niedersachsen,03,14531498,6053795,26535,5801955,3106308,75.6,65.2,86.0,77.1,91.0,72.5,58.0,83.1,79.7,89.4,38.8,5.8,46.2,38.3,60.8
2021-12-25,Bremen,04,1354419,589875,2465,562130,249591,86.7,61.2,99.5,97.1,96.4,82.7,55.2,95.5,95.9,94.5,36.7,2.2,43.8,33.9,63.8
2021-12-25,Nordrhein-Westfalen,05,33341789,13924910,85913,13249707,6969099,77.7,65.2,88.4,81.4,91.5,73.9,58.2,84.9,82.4,89.9,38.9,4.9,46.4,37.3,64.1
2021-12-25,Hessen,06,10807663,4634113,15701,4385978,2036225,73.6,58.6,84.3,78.2,88.2,69.7,50.9,80.4,77.8,85.6,32.4,4.5,38.6,30.7,54.5
2021-12-25,Rheinland-Pfalz,07,7296738,3067465,13579,2872445,1522232,74.8,61.2,85.1,77.0,90.6,70.1,52.0,80.4,76.6,87.3,37.1,5.0,44.1,35.2,60.1
2021-12-25,Baden-Württemberg,08,19184683,7925237,36539,7681720,4050994,71.4,55.7,81.7,75.2,86.9,69.2,47.9,80.1,77.3,85.7,36.5,5.8,43.6,35.9,59.1
2021-12-25,Bayern,09,22717632,9403189,54912,9140510,4675243,71.6,60.4,81.4,75.3,86.1,69.6,52.3,80.0,77.5,85.1,35.6,4.3,42.4,33.2,61.0
2021-12-25,Saarland,10,1913993,786737,2413,757695,418293,80.0,63.0,89.9,82.5,91.8,77.0,54.7,87.2,84.8,91.2,42.5,6.1,49.6,39.9,65.2
2021-12-25,Berlin,11,6545898,2739145,21957,2611117,1321053,74.8,58.4,85.5,78.6,90.8,71.3,52.1,82.4,79.2,89.8,36.1,4.8,43.0,33.2,65.8
2021-12-25,Brandenburg,12,3984942,1700399,4751,1624803,771472,67.2,45.4,76.5,66.1,81.6,64.2,38.5,73.9,68.2,82.6,30.5,3.4,36.0,27.1,49.5
2021-12-25,Mecklenburg-Vorpommern,13,2732281,1158764,1810,1114291,524604,71.9,48.4,81.9,73.6,86.8,69.2,38.9,79.3,74.2,86.9,32.6,3.5,38.2,27.6,53.8
2021-12-25,Sachsen,14,6042030,2554134,4229,2437104,1151345,63.0,37.8,72.4,63.7,80.1,60.1,32.8,69.5,62.0,80.5,28.4,3.4,33.6,24.2,47.4
2021-12-25,Sachsen-Anhalt,15,3568717,1516139,2381,1472963,686961,69.5,43.3,79.0,69.2,84.0,67.5,35.8,77.2,70.8,86.2,31.5,3.5,36.8,25.7,52.3
2021-12-25,Thüringen,16,3385629,1435157,4768,1377973,665690,67.7,43.7,77.1,68.2,83.4,65.0,38.0,74.5,67.9,83.9,31.4,2.3,36.9,26.6,51.7
2021-12-25,Bundesressorts,17,468131,198571,19,189280,88400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
