Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-09-29,Deutschland,00,185718850,64785323,63465720,51718592,8043324,77.8,46.0,22.2,74.4,86.8,84.7,90.8,76.2,42.7,19.8,69.4,85.4,82.9,90.0,62.1,31.1,72.5,65.8,84.8,9.7,0.6,11.6,3.3,26.7
2022-09-29,Schleswig-Holstein,01,7170786,2355340,2325037,2043221,519685,80.6,60.5,30.7,94.1,87.7,85.1,92.3,79.6,57.5,29.8,88.5,86.9,84.4,91.3,69.9,47.7,80.2,74.2,90.6,17.8,0.8,21.2,5.5,48.3
2022-09-29,Hamburg,02,4534794,1605619,1563079,1227809,200953,86.6,52.2,29.5,80.0,97.0,96.6,97.9,84.3,46.8,24.1,75.2,95.0,94.0,97.6,66.2,28.9,77.9,72.5,91.5,10.8,0.9,13.0,4.4,34.5
2022-09-29,Niedersachsen,03,18729866,6399549,6224296,5352409,1032836,79.7,52.6,26.8,81.7,88.2,85.5,93.1,77.5,48.5,24.1,76.1,86.2,83.5,91.1,66.7,39.4,77.5,71.6,88.0,12.9,0.8,15.4,4.2,35.5
2022-09-29,Bremen,04,1757223,620582,596477,453011,102546,91.7,48.4,22.8,78.3,103.4,105.7,98.8,88.2,43.7,19.5,72.4,99.8,100.5,98.3,67.0,28.2,78.6,72.3,91.3,15.2,0.6,18.2,6.2,42.1
2022-09-29,Nordrhein-Westfalen,05,42421207,14648493,14235838,11751795,2343725,81.7,51.0,27.9,81.0,91.0,89.8,93.2,79.4,48.1,24.3,75.6,88.6,86.9,92.0,65.6,35.6,76.5,70.5,88.0,13.1,0.8,15.7,4.7,36.4
2022-09-29,Hessen,06,13912063,4938036,4744092,3816111,576607,78.4,48.1,23.8,75.7,87.5,85.8,90.7,75.4,42.9,20.7,68.3,84.5,82.4,88.6,60.6,30.8,70.9,64.5,83.5,9.2,0.6,11.0,3.4,25.8
2022-09-29,Rheinland-Pfalz,07,9244892,3239474,3101689,2598459,423797,78.9,48.1,23.5,76.6,87.7,84.6,93.1,75.5,44.1,21.3,70.5,84.3,81.2,89.7,63.3,33.5,73.6,67.1,85.0,10.3,0.7,12.3,3.3,28.2
2022-09-29,Baden-Württemberg,08,23943830,8409022,8277888,6776285,748822,75.6,43.8,19.4,71.3,84.8,82.5,89.3,74.4,40.5,17.2,66.9,83.8,81.3,88.8,60.9,30.6,71.4,65.1,83.7,6.7,0.5,8.1,2.2,19.7
2022-09-29,Bayern,09,28177895,9902255,9890153,7754708,921520,75.1,45.8,21.1,74.8,83.8,81.6,87.9,75.1,43.0,19.3,70.6,84.0,82.0,88.1,58.9,27.5,68.9,61.9,82.7,7.0,0.5,8.4,2.3,20.3
2022-09-29,Saarland,10,2385380,822555,808672,679957,107826,83.7,46.7,18.7,78.8,92.6,91.7,94.0,82.3,43.6,16.9,73.8,91.4,89.9,93.7,69.2,34.1,79.4,73.3,89.0,11.0,0.7,12.9,3.7,27.3
2022-09-29,Berlin,11,8330092,2896643,2865815,2327061,344524,78.8,45.3,25.9,70.9,88.3,84.4,97.3,77.9,42.5,24.0,66.6,87.7,83.5,97.5,63.3,30.2,74.2,67.2,90.3,9.4,0.6,11.2,3.4,29.4
2022-09-29,Brandenburg,12,4929328,1722174,1726587,1406378,169155,67.9,32.8,11.0,59.1,76.2,73.2,80.7,68.0,29.6,9.3,54.1,76.9,72.7,83.0,55.4,20.0,64.8,54.8,79.5,6.7,0.4,7.9,2.3,16.1
2022-09-29,Mecklenburg-Vorpommern,13,3486549,1218115,1203257,963868,142760,75.6,34.0,10.7,62.2,84.8,81.0,90.1,74.7,30.8,8.7,57.1,84.1,79.8,90.2,59.8,21.6,69.4,59.4,83.4,8.9,0.7,10.4,2.3,21.9
2022-09-29,Sachsen,14,7425807,2678604,2627367,2030573,161931,66.3,25.1,7.7,46.8,75.4,68.8,85.1,65.0,23.5,6.9,44.1,74.1,67.4,84.0,50.2,14.8,58.9,48.4,74.4,4.0,0.3,4.8,1.0,10.2
2022-09-29,Sachsen-Anhalt,15,4554944,1618977,1605517,1257047,143289,74.6,30.9,8.7,57.3,83.8,78.8,90.6,74.0,28.5,7.7,53.0,83.4,78.0,90.7,57.9,18.0,67.1,55.7,82.7,6.6,0.6,7.8,1.8,15.9
2022-09-29,Thüringen,16,4176950,1507815,1480219,1136147,101664,71.5,30.6,11.4,54.2,80.4,75.2,87.6,70.2,29.3,10.7,52.2,79.0,72.8,87.7,53.9,19.3,62.5,51.8,77.5,4.8,0.3,5.7,1.7,11.2
2022-09-29,Bundesressorts,17,537244,202070,189737,143753,1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
