Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-10,Deutschland,00,109044503,56991542,54264564,1021344,68.5,43.2,79.3,71.1,86.4,65.3,37.0,75.8,71.1,84.6
2021-10-10,Schleswig-Holstein,01,4101551,2128731,2042781,57922,73.1,57.3,85.0,78.0,89.5,70.2,50.8,81.7,77.8,88.7
2021-10-10,Hamburg,02,2567738,1346798,1290629,15191,72.7,42.6,84.8,79.0,87.7,69.7,35.6,81.7,80.0,85.7
2021-10-10,Niedersachsen,03,10718293,5693594,5383340,48776,71.1,50.9,82.0,71.8,89.7,67.3,43.5,77.8,72.7,87.2
2021-10-10,Bremen,04,1032931,542992,518947,13337,79.8,47.3,92.6,88.1,93.9,76.3,40.4,88.8,87.3,91.9
2021-10-10,Nordrhein-Westfalen,05,24935903,13097862,12323630,264239,73.1,51.4,84.4,76.2,90.0,68.7,44.9,79.6,75.5,87.7
2021-10-10,Hessen,06,8211426,4300470,4057758,80132,68.3,43.7,79.2,71.8,86.5,64.5,37.1,75.1,70.9,83.4
2021-10-10,Rheinland-Pfalz,07,5461535,2878463,2674810,58993,70.2,45.7,81.0,71.7,89.2,65.3,36.8,75.7,70.3,85.3
2021-10-10,Baden-Württemberg,08,14093932,7306698,7045067,159831,65.8,39.7,76.5,68.7,85.0,63.5,34.3,74.1,69.7,83.1
2021-10-10,Bayern,09,16536633,8584319,8266007,124960,65.3,39.4,75.8,68.2,84.1,62.9,33.5,73.2,68.8,82.3
2021-10-10,Saarland,10,1410239,736044,706864,10487,74.8,46.6,85.1,76.0,90.4,71.8,38.8,82.1,77.6,89.4
2021-10-10,Berlin,11,4863179,2497104,2392331,82562,68.2,39.8,79.4,71.6,88.6,65.3,35.6,76.2,71.5,87.2
2021-10-10,Brandenburg,12,2990625,1571436,1501526,18687,62.1,30.6,71.6,59.8,79.8,59.3,25.5,69.0,61.6,80.1
2021-10-10,Mecklenburg-Vorpommern,13,2040950,1064771,1022343,12435,66.1,29.2,76.3,65.9,85.0,63.5,22.9,73.6,66.3,84.2
2021-10-10,Sachsen,14,4539626,2360779,2250551,22857,58.2,26.3,67.5,57.4,77.8,55.5,21.5,64.7,55.8,77.9
2021-10-10,Sachsen-Anhalt,15,2664602,1392246,1344954,26620,63.8,27.4,73.3,61.3,82.2,61.7,21.5,71.2,62.6,83.2
2021-10-10,Thüringen,16,2505430,1296211,1258252,24086,61.1,28.2,70.5,59.4,80.7,59.3,24.6,68.6,59.9,81.1
2021-10-10,Bundesressorts,17,369910,193024,184774,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
