Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-01,Deutschland,00,124401062,59511300,57101728,11258129,71.6,53.3,82.3,74.9,87.4,68.7,46.6,79.3,75.7,86.1,13.5,1.3,16.1,9.9,27.9
2021-12-01,Schleswig-Holstein,01,4585438,2198038,2121294,398039,75.5,66.4,87.5,81.3,90.3,72.9,59.3,84.8,81.8,90.1,13.7,0.5,16.3,8.8,29.5
2021-12-01,Hamburg,02,2925466,1424508,1382819,218910,76.9,54.4,89.1,84.3,88.9,74.6,49.5,86.8,86.5,87.5,11.8,1.5,14.1,9.2,26.6
2021-12-01,Niedersachsen,03,12162745,5900522,5642631,1041125,73.7,60.3,84.4,75.1,90.4,70.5,53.2,81.0,76.9,88.6,13.0,1.4,15.5,9.4,26.7
2021-12-01,Bremen,04,1166631,566529,546449,99512,83.3,56.1,96.2,92.9,94.9,80.3,51.4,93.0,92.7,93.4,14.6,0.6,17.5,9.5,33.7
2021-12-01,Nordrhein-Westfalen,05,28243476,13507370,12872515,2647441,75.4,60.0,86.6,79.1,90.6,71.8,53.8,82.7,79.6,88.7,14.8,1.4,17.7,11.1,30.4
2021-12-01,Hessen,06,9247637,4495532,4263691,730419,71.4,53.1,82.3,75.7,87.5,67.8,46.2,78.4,75.2,84.8,11.6,1.3,13.9,8.4,24.8
2021-12-01,Rheinland-Pfalz,07,6161834,2982369,2801176,539569,72.8,55.4,83.4,74.8,90.0,68.3,47.3,78.7,74.3,86.7,13.2,1.5,15.6,9.3,27.2
2021-12-01,Baden-Württemberg,08,16024787,7660369,7425452,1396221,69.0,49.0,79.7,72.7,86.0,66.9,42.8,77.7,74.2,84.6,12.6,1.3,15.1,9.3,26.8
2021-12-01,Bayern,09,19313978,9092406,8800271,1908568,69.2,53.1,79.5,73.0,85.3,67.0,44.6,77.4,74.1,84.0,14.5,1.4,17.3,11.2,29.8
2021-12-01,Saarland,10,1612886,766140,739079,154852,77.9,57.0,88.1,80.1,91.2,75.1,49.9,85.3,82.0,90.5,15.7,1.8,18.4,10.5,31.0
2021-12-01,Berlin,11,5678856,2649187,2544107,606492,72.3,52.6,83.6,76.4,90.1,69.4,46.5,80.6,76.9,89.0,16.6,1.7,19.8,10.9,40.5
2021-12-01,Brandenburg,12,3401712,1641350,1576182,292077,64.8,39.6,74.3,63.2,80.8,62.3,34.0,72.0,65.5,81.7,11.5,1.0,13.7,8.2,21.9
2021-12-01,Mecklenburg-Vorpommern,13,2342847,1123373,1080884,202766,69.7,41.3,79.9,70.8,86.1,67.1,33.5,77.2,71.2,86.0,12.6,1.0,14.8,8.5,24.0
2021-12-01,Sachsen,14,5171079,2467261,2364440,438043,60.8,33.2,70.2,60.9,79.0,58.3,29.1,67.6,59.5,79.5,10.8,1.1,12.8,7.1,21.2
2021-12-01,Sachsen-Anhalt,15,3053139,1466211,1421509,270379,67.2,37.5,76.8,66.1,83.2,65.2,31.0,74.7,67.4,85.0,12.4,1.4,14.5,8.2,23.2
2021-12-01,Thüringen,16,2914732,1374500,1331712,294931,64.8,38.2,74.3,64.6,82.1,62.8,33.3,72.2,64.7,82.9,13.9,0.7,16.4,9.1,26.8
2021-12-01,Bundesressorts,17,393819,195635,187517,18785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
