Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-09,Deutschland,00,113672633,58043550,55925630,3037757,69.8,47.7,80.6,72.7,86.8,67.3,43.1,77.8,73.7,85.5,3.7,0.3,4.4,1.8,9.1
2021-11-09,Schleswig-Holstein,01,4269274,2161561,2091908,145948,74.3,61.7,86.2,79.7,89.9,71.9,56.3,83.7,80.5,89.6,5.0,0.2,6.0,2.2,12.7
2021-11-09,Hamburg,02,2709577,1385636,1346894,67754,74.8,49.3,86.9,81.5,88.3,72.7,45.1,84.7,83.9,86.9,3.7,0.4,4.4,2.2,9.8
2021-11-09,Niedersachsen,03,11165921,5776332,5530766,272667,72.2,55.2,82.9,73.0,90.0,69.1,49.8,79.6,75.0,88.0,3.4,0.4,4.1,1.8,8.2
2021-11-09,Bremen,04,1084109,554058,536612,37810,81.5,52.4,94.2,90.3,94.4,78.9,47.7,91.5,90.8,92.8,5.6,0.2,6.6,3.2,13.7
2021-11-09,Nordrhein-Westfalen,05,25915847,13294718,12675335,711054,74.2,55.5,85.4,77.6,90.4,70.7,50.7,81.6,78.1,88.4,4.0,0.5,4.7,2.2,9.6
2021-11-09,Hessen,06,8540297,4377668,4177949,217806,69.6,48.0,80.4,73.3,86.8,66.4,42.9,77.0,73.3,84.3,3.5,0.3,4.1,1.7,9.1
2021-11-09,Rheinland-Pfalz,07,5671621,2922724,2750550,153998,71.3,50.3,82.0,73.0,89.6,67.1,43.7,77.4,72.6,86.1,3.8,0.5,4.5,1.7,9.4
2021-11-09,Baden-Württemberg,08,14618077,7439004,7253847,357942,67.0,43.4,77.7,70.2,85.4,65.3,39.6,76.0,72.1,84.0,3.2,0.3,3.9,1.4,8.9
2021-11-09,Bayern,09,17340783,8791054,8565264,444562,66.9,44.7,77.3,70.2,84.6,65.2,40.4,75.5,71.7,83.2,3.4,0.3,4.0,1.9,8.4
2021-11-09,Saarland,10,1466313,748071,725871,36996,76.0,51.5,86.3,77.6,90.8,73.8,46.4,83.9,80.1,90.0,3.8,0.3,4.4,1.5,9.1
2021-11-09,Berlin,11,5142601,2558925,2478086,220057,69.8,45.8,81.0,73.5,89.2,67.6,42.3,78.6,74.6,88.2,6.0,0.4,7.2,1.9,19.6
2021-11-09,Brandenburg,12,3105987,1599967,1544820,65201,63.2,34.7,72.7,61.1,80.3,61.0,31.0,70.7,63.8,81.0,2.6,0.2,3.0,1.5,5.3
2021-11-09,Mecklenburg-Vorpommern,13,2130950,1087823,1056346,48186,67.5,34.7,77.7,67.7,85.5,65.6,29.7,75.7,69.1,85.2,3.0,0.2,3.5,1.5,6.4
2021-11-09,Sachsen,14,4733545,2408024,2321557,100745,59.4,29.7,68.7,59.0,78.3,57.2,26.8,66.5,58.1,78.9,2.5,0.3,2.9,0.9,5.9
2021-11-09,Sachsen-Anhalt,15,2769453,1418329,1386553,65993,65.0,31.8,74.5,62.8,82.6,63.6,27.5,73.1,65.1,84.1,3.0,0.3,3.5,1.5,6.4
2021-11-09,Thüringen,16,2635312,1325811,1297161,89911,62.5,33.1,71.9,61.3,81.2,61.2,29.5,70.5,62.3,82.1,4.2,0.2,5.0,2.0,9.3
2021-11-09,Bundesressorts,17,372966,193845,186111,1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
