Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-12-27,Deutschland,00,191445318,64831956,2271,63519937,1452,52071311,12246561,969040,100400,77.9,46.1,22.4,74.5,86.9,84.7,90.8,76.3,42.8,19.9,69.5,85.5,83.0,90.0,62.6,31.6,73.0,66.3,85.3,14.7,1.0,17.6,6.4,38.1
2022-12-27,Schleswig-Holstein,01,7469796,2356516,515,2326875,464,2056287,711174,90414,1025,80.6,60.5,30.7,94.2,87.8,85.1,92.3,79.6,57.5,29.7,88.6,87.0,84.4,91.4,70.4,48.5,80.7,74.7,91.0,24.3,1.6,29.0,10.6,60.6
2022-12-27,Hamburg,02,4674354,1606862,38,1565508,21,1243030,289117,31100,1402,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.4,46.9,24.2,75.4,95.1,94.1,97.8,67.0,29.4,78.9,73.3,92.8,15.6,1.3,18.7,8.1,45.0
2022-12-27,Niedersachsen,03,19355442,6404571,135,6229433,101,5383491,1485199,129047,2910,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,39.9,77.9,72.0,88.3,18.5,1.2,22.1,7.8,47.9
2022-12-27,Bremen,04,1817040,621442,5,597226,NA,456532,142681,14425,126,91.9,48.6,22.9,78.5,103.5,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.5,28.9,79.2,73.0,91.7,21.1,0.8,25.3,11.4,53.0
2022-12-27,Nordrhein-Westfalen,05,43699654,14658578,549,14247302,337,11824570,3188825,265663,73321,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.1,77.0,70.9,88.4,17.8,1.1,21.3,7.9,46.7
2022-12-27,Hessen,06,14364019,4936753,115,4743308,41,3838646,913725,91267,3044,78.4,48.2,23.9,75.7,87.4,85.7,90.7,75.4,43.1,20.9,68.4,84.5,82.4,88.5,61.0,31.3,71.3,64.9,83.8,14.5,1.1,17.4,6.9,37.9
2022-12-27,Rheinland-Pfalz,07,9531760,3242153,36,3104289,18,2614358,643793,44025,1667,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.2,89.8,63.7,34.0,74.0,67.6,85.3,15.7,1.0,18.7,6.3,40.5
2022-12-27,Baden-Württemberg,08,24673976,8418632,304,8288282,153,6825518,1309532,94407,5753,75.7,43.9,19.5,71.4,84.9,82.5,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.4,31.0,71.9,65.6,84.3,11.8,0.9,14.1,5.2,31.8
2022-12-27,Bayern,09,28966823,9909491,374,9899217,192,7803225,1542506,98770,4321,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,28.0,69.3,62.3,83.1,11.7,0.8,14.0,4.9,32.1
