Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-29,Deutschland,00,107653596,56541315,53564630,724546,68.0,41.6,78.8,70.4,86.2,64.4,34.1,75.0,70.1,84.3
2021-09-29,Schleswig-Holstein,01,4058629,2116285,2023587,45361,72.7,56.1,84.5,77.4,89.3,69.5,48.9,81.0,76.8,88.4
2021-09-29,Hamburg,02,2517611,1326269,1263714,8213,71.6,39.8,83.7,77.6,87.3,68.2,31.9,80.1,78.2,85.2
2021-09-29,Niedersachsen,03,10614483,5656831,5331890,29856,70.7,49.2,81.5,71.3,89.6,66.6,41.0,77.2,71.9,87.0
2021-09-29,Bremen,04,1015863,536633,510156,9866,78.9,45.0,91.6,86.8,93.7,75.0,36.6,87.5,85.5,91.5
2021-09-29,Nordrhein-Westfalen,05,24614638,13013227,12156514,185631,72.6,50.0,83.9,75.7,89.9,67.8,41.4,78.8,74.3,87.3
2021-09-29,Hessen,06,8108204,4264171,4006409,61638,67.8,42.0,78.7,71.1,86.1,63.7,34.0,74.3,69.9,83.1
2021-09-29,Rheinland-Pfalz,07,5398646,2859095,2645093,42671,69.8,43.8,80.6,71.1,89.1,64.5,33.7,75.0,69.4,85.1
2021-09-29,Baden-Württemberg,08,13933428,7253764,6967616,122824,65.3,38.2,76.0,68.1,84.9,62.8,32.0,73.4,68.8,82.8
2021-09-29,Bayern,09,16303948,8501083,8145219,84717,64.7,37.5,75.1,67.4,83.9,62.0,30.3,72.3,67.6,82.0
2021-09-29,Saarland,10,1393089,729988,698198,7019,74.2,44.3,84.5,75.2,90.3,71.0,35.2,81.3,76.4,89.1
2021-09-29,Berlin,11,4770436,2470820,2352770,53122,67.4,37.9,78.6,70.9,87.9,64.2,32.2,75.1,70.3,86.4
2021-09-29,Brandenburg,12,2943890,1554493,1476188,11977,61.4,28.5,70.9,59.1,79.4,58.3,22.5,68.0,60.4,79.4
2021-09-29,Mecklenburg-Vorpommern,13,2020566,1057572,1010704,9699,65.7,27.8,75.8,65.3,84.9,62.7,21.1,72.8,65.3,83.8
2021-09-29,Sachsen,14,4485171,2342157,2221770,14595,57.7,25.1,67.0,56.8,77.6,54.8,19.7,64.0,54.9,77.4
2021-09-29,Sachsen-Anhalt,15,2634663,1381806,1330023,20692,63.4,25.8,72.9,60.7,82.0,61.0,19.6,70.5,61.6,82.8
2021-09-29,Thüringen,16,2471245,1284354,1240512,16497,60.6,26.9,69.9,58.7,80.4,58.5,22.3,67.7,58.7,80.7
2021-09-29,Bundesressorts,17,369086,192767,184267,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
