Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-10,Deutschland,00,133319224,60323094,57811831,18711649,72.5,56.1,83.3,76.2,87.8,69.5,48.5,80.2,76.8,86.6,22.5,2.5,26.8,18.8,41.7
2021-12-10,Schleswig-Holstein,01,4953063,2225093,2156499,704489,76.4,69.4,88.4,82.5,90.7,74.1,62.1,86.0,83.3,90.9,24.2,1.0,28.8,18.7,46.5
2021-12-10,Hamburg,02,3084706,1442076,1397834,349073,77.8,57.0,90.1,85.5,89.2,75.5,51.4,87.7,87.6,87.8,18.8,2.5,22.5,16.5,37.6
2021-12-10,Niedersachsen,03,13048184,5963504,5698870,1812421,74.5,62.6,85.2,76.1,90.7,71.2,54.9,81.8,77.9,88.9,22.6,2.8,27.0,19.7,40.3
2021-12-10,Bremen,04,1230623,576051,551898,149176,84.7,58.0,97.7,94.9,95.5,81.1,52.9,93.8,93.8,93.8,21.9,0.9,26.2,16.7,45.5
2021-12-10,Nordrhein-Westfalen,05,30316216,13692270,13034898,4383590,76.4,62.5,87.6,80.4,91.2,72.7,55.4,83.7,80.8,89.4,24.5,2.6,29.2,20.8,45.4
2021-12-10,Hessen,06,9826427,4552545,4308207,1211370,72.3,55.8,83.3,76.8,87.8,68.5,48.0,79.1,76.1,85.1,19.2,2.4,23.0,16.2,36.4
2021-12-10,Rheinland-Pfalz,07,6591654,3017475,2824865,912839,73.6,58.2,84.3,75.9,90.3,68.9,49.0,79.3,75.0,86.9,22.3,2.8,26.4,18.4,40.9
2021-12-10,Baden-Württemberg,08,17240829,7760347,7508541,2437485,69.9,51.9,80.6,73.8,86.4,67.6,44.3,78.4,75.2,85.0,22.0,2.6,26.2,19.1,40.6
2021-12-10,Bayern,09,20718454,9215326,8926116,3072419,70.1,56.7,80.4,74.1,85.7,67.9,47.6,78.4,75.4,84.4,23.4,2.5,27.8,19.7,44.4
2021-12-10,Saarland,10,1735248,774925,745533,262970,78.8,59.7,89.0,81.2,91.5,75.8,51.6,86.0,83.0,90.8,26.7,3.8,31.1,21.7,46.4
2021-12-10,Berlin,11,6070400,2699119,2606040,889136,73.7,56.4,85.0,78.1,90.6,71.1,49.0,82.4,79.2,89.9,24.3,2.6,28.9,18.9,52.2
2021-12-10,Brandenburg,12,3650210,1670075,1594282,496209,66.0,42.6,75.5,64.7,81.2,63.0,35.7,72.7,66.5,82.1,19.6,2.0,23.2,15.6,34.6
2021-12-10,Mecklenburg-Vorpommern,13,2509365,1140628,1092113,341477,70.8,44.9,80.9,72.3,86.4,67.8,35.4,77.9,72.2,86.3,21.2,2.3,24.9,16.1,37.7
2021-12-10,Sachsen,14,5526581,2503155,2388574,734600,61.7,35.1,71.2,62.1,79.5,58.9,30.4,68.2,60.3,79.9,18.1,2.1,21.4,13.6,33.0
2021-12-10,Sachsen-Anhalt,15,3284669,1492856,1440179,458218,68.5,40.4,78.0,67.9,83.6,66.0,32.7,75.7,68.6,85.5,21.0,2.3,24.5,15.6,37.0
2021-12-10,Thüringen,16,3105596,1400430,1349106,446552,66.1,40.4,75.6,66.3,82.7,63.6,35.2,73.0,65.9,83.3,21.1,1.5,24.8,15.8,37.7
2021-12-10,Bundesressorts,17,426999,197219,188276,49625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
