Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-17,Deutschland,00,109946106,57250155,54685649,1271293,68.8,44.2,79.6,71.5,86.5,65.8,38.6,76.3,71.8,84.8
2021-10-17,Schleswig-Holstein,01,4128826,2135356,2053213,68647,73.4,58.0,85.2,78.4,89.5,70.5,52.0,82.2,78.4,88.9
2021-10-17,Hamburg,02,2591371,1355331,1301738,20692,73.2,43.8,85.3,79.6,87.8,70.3,37.3,82.3,80.8,85.9
2021-10-17,Niedersachsen,03,10805402,5717039,5423781,73786,71.4,52.1,82.2,72.2,89.8,67.8,45.5,78.3,73.3,87.4
2021-10-17,Bremen,04,1043822,546712,524064,16040,80.4,48.9,93.2,88.9,94.1,77.1,43.0,89.5,88.3,92.0
2021-10-17,Nordrhein-Westfalen,05,25118524,13145988,12408808,318211,73.3,52.3,84.7,76.6,90.1,69.2,46.2,80.1,76.1,87.8
2021-10-17,Hessen,06,8270296,4318480,4085412,95065,68.6,44.6,79.5,72.1,86.5,64.9,38.4,75.5,71.5,83.5
2021-10-17,Rheinland-Pfalz,07,5499893,2888731,2691685,71321,70.5,46.7,81.2,72.0,89.3,65.7,38.3,76.1,70.9,85.5
2021-10-17,Baden-Württemberg,08,14204907,7337239,7100210,188544,66.1,40.5,76.8,69.1,85.1,63.9,35.8,74.6,70.3,83.3
2021-10-17,Bayern,09,16704230,8636155,8345157,167516,65.7,40.6,76.2,68.7,84.2,63.5,35.5,73.8,69.6,82.5
2021-10-17,Saarland,10,1423214,739885,712685,14413,75.2,48.0,85.5,76.6,90.6,72.4,41.4,82.6,78.3,89.6
2021-10-17,Berlin,11,4913146,2510306,2410886,101912,68.5,41.0,79.7,72.0,88.7,65.8,36.9,76.8,72.2,87.4
2021-10-17,Brandenburg,12,3008414,1577475,1510092,22783,62.3,31.3,71.8,60.1,79.9,59.7,26.3,69.3,62.1,80.3
2021-10-17,Mecklenburg-Vorpommern,13,2061185,1071058,1033236,16528,66.5,30.4,76.7,66.4,85.2,64.1,25.3,74.2,67.2,84.5
2021-10-17,Sachsen,14,4583393,2373684,2273313,31784,58.5,27.0,67.9,57.9,78.0,56.0,23.6,65.2,56.5,78.2
2021-10-17,Sachsen-Anhalt,15,2687895,1399182,1356526,32135,64.2,28.5,73.7,61.7,82.3,62.2,23.5,71.7,63.2,83.4
2021-10-17,Thüringen,16,2531192,1304327,1269825,31628,61.5,29.3,70.9,59.9,80.8,59.9,26.3,69.1,60.6,81.4
2021-10-17,Bundesressorts,17,370396,193207,185018,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
