Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-30,Deutschland,00,171998342,63672322,63156591,48779303,76.6,41.9,21.7,65.4,85.9,79.4,88.9,76.0,39.0,18.6,62.8,85.6,83.8,88.8,58.7,29.7,68.2,62.5,78.8
2022-03-30,Schleswig-Holstein,01,6651036,2342641,2349858,2092317,80.5,54.3,29.9,81.6,90.2,84.9,91.4,80.7,51.4,28.2,77.3,90.9,89.7,92.9,71.9,42.5,78.0,71.4,89.6
2022-03-30,Hamburg,02,4078471,1539810,1537820,1109286,83.1,45.0,27.3,67.1,93.8,89.7,91.2,83.0,41.5,22.5,65.4,94.1,95.2,91.4,59.9,27.3,70.4,66.8,79.3
2022-03-30,Niedersachsen,03,17131008,6280590,6214249,5068976,78.5,47.3,26.4,70.7,87.4,79.0,91.5,77.6,44.0,22.8,67.7,86.9,84.8,90.8,63.3,38.0,73.5,68.7,82.2
2022-03-30,Bremen,04,1612386,614412,606419,439799,90.3,43.6,22.1,68.8,102.2,100.6,97.2,89.2,40.8,18.8,66.6,101.2,103.5,96.4,64.7,26.2,75.8,70.2,87.0
2022-03-30,Nordrhein-Westfalen,05,38745253,14419514,14145181,10990569,80.4,47.6,27.2,70.9,89.9,83.2,92.1,78.9,44.0,22.9,68.1,88.5,87.1,91.3,61.3,33.3,71.5,65.9,82.2
2022-03-30,Hessen,06,12824840,4831387,4693819,3551563,76.8,42.7,23.0,65.5,86.2,80.6,88.9,74.6,38.7,19.3,61.1,84.1,82.7,86.9,56.4,29.7,65.9,61.1,75.4
2022-03-30,Rheinland-Pfalz,07,8503455,3179570,3080437,2410786,77.6,43.6,23.1,67.3,86.7,79.0,91.3,75.2,40.5,20.5,63.8,84.2,81.7,88.7,58.8,32.4,68.2,62.9,77.9
2022-03-30,Baden-Württemberg,08,22290326,8212505,8232298,6327134,74.0,39.0,18.9,62.0,83.4,77.2,87.6,74.1,36.4,16.0,59.7,84.0,82.4,87.3,57.0,29.8,66.6,61.9,76.2
2022-03-30,Bayern,09,26415840,9727036,9822473,7371226,74.0,41.8,20.9,66.3,82.9,77.2,86.7,74.8,39.8,18.4,64.7,84.0,82.7,86.7,56.1,26.3,65.5,59.7,77.4
2022-03-30,Saarland,10,2219844,811484,809354,648535,82.5,42.4,18.3,69.6,91.6,84.7,92.4,82.3,39.7,15.9,66.5,91.6,90.9,92.8,65.9,34.0,75.4,70.1,83.9
2022-03-30,Berlin,11,7719172,2845613,2822406,2181511,77.7,42.3,25.2,64.9,87.3,80.7,91.5,77.0,39.9,22.5,62.8,86.9,84.8,91.9,59.5,29.5,69.7,63.8,83.5
2022-03-30,Brandenburg,12,4700959,1757146,1746897,1309785,69.4,29.1,10.6,51.9,78.2,68.4,82.2,69.0,26.9,8.4,49.6,78.4,74.4,84.4,51.7,18.9,60.4,52.7,71.9
2022-03-30,Mecklenburg-Vorpommern,13,3243589,1197613,1198282,913622,74.4,30.8,10.3,56.1,83.7,76.2,87.4,74.4,27.9,7.6,52.7,84.1,81.0,88.7,56.7,20.6,65.7,56.7,78.9
2022-03-30,Sachsen,14,7113900,2652642,2616770,1945989,65.4,23.5,7.4,43.9,74.5,66.6,81.0,64.5,22.2,6.2,42.5,73.7,67.6,82.7,48.0,14.8,56.2,46.7,70.2
2022-03-30,Sachsen-Anhalt,15,4238999,1569680,1595926,1181365,72.0,27.6,8.4,51.0,81.0,72.2,84.7,73.2,25.6,6.9,48.4,82.7,78.6,88.5,54.2,17.1,62.6,52.2,77.2
2022-03-30,Thüringen,16,3978381,1488664,1489436,1094797,70.2,28.9,11.1,50.9,79.1,70.9,84.3,70.2,28.0,10.2,50.1,79.2,74.4,86.2,51.6,18.5,59.9,49.9,74.1
2022-03-30,Bundesressorts,17,530883,202015,194966,142043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
