Impfdatum,BundeslandId_Impfort,Impfstoff,Impfserie,Anzahl
2020-12-27,01,Comirnaty,1,808
2020-12-27,02,Comirnaty,1,442
2020-12-27,03,Comirnaty,1,372
2020-12-27,04,Comirnaty,1,507
2020-12-27,05,Comirnaty,1,8575
2020-12-27,05,Comirnaty,2,11
2020-12-27,06,Comirnaty,1,2743
2020-12-27,06,Comirnaty,2,2
2020-12-27,07,Comirnaty,1,1252
2020-12-27,08,Comirnaty,1,2594
2020-12-27,08,Moderna,1,2
2020-12-27,09,Comirnaty,1,3554
2020-12-27,10,Comirnaty,1,215
2020-12-27,11,Comirnaty,1,1767
2020-12-27,12,Comirnaty,1,28
2020-12-27,13,Comirnaty,1,350
2020-12-27,14,Comirnaty,1,180
2020-12-27,15,Comirnaty,1,651
2020-12-27,16,Comirnaty,1,103
2020-12-28,01,Comirnaty,1,875
2020-12-28,02,Comirnaty,1,630
2020-12-28,03,Comirnaty,1,505
2020-12-28,04,Comirnaty,1,244
2020-12-28,05,Comirnaty,1,1003
2020-12-28,06,Comirnaty,1,1354
2020-12-28,06,Comirnaty,2,36
2020-12-28,07,Comirnaty,1,213
2020-12-28,08,Comirnaty,1,3007
2020-12-28,09,Comirnaty,1,2166
2020-12-28,10,Comirnaty,1,654
2020-12-28,11,Comirnaty,1,2165
2020-12-28,12,Comirnaty,1,114
2020-12-28,13,Comirnaty,1,2683
2020-12-28,14,Comirnaty,1,490
2020-12-28,14,Comirnaty,2,125
2020-12-28,15,Comirnaty,1,1601
2020-12-28,16,Comirnaty,1,167
2020-12-29,01,Comirnaty,1,2313
2020-12-29,02,Comirnaty,1,500
2020-12-29,03,Comirnaty,1,785
2020-12-29,04,Comirnaty,1,507
2020-12-29,05,Comirnaty,1,12977
2020-12-29,05,Comirnaty,2,578
2020-12-29,06,Comirnaty,1,6408
2020-12-29,06,Comirnaty,2,135
2020-12-29,07,Comirnaty,1,1146
2020-12-29,08,Comirnaty,1,4047
2020-12-29,09,Comirnaty,1,8626
2020-12-29,10,Comirnaty,1,654
2020-12-29,11,AstraZeneca,1,1
2020-12-29,11,Comirnaty,1,2833
2020-12-29,12,Comirnaty,1,1276
2020-12-29,13,Comirnaty,1,3694
2020-12-29,14,Comirnaty,1,1132
2020-12-29,14,Comirnaty,2,28
2020-12-29,15,Comirnaty,1,1937
