Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-29,Deutschland,00,148763747,61608213,384992,59112588,31615849,74.1,59.7,84.4,77.5,88.2,71.1,52.4,81.8,78.9,87.2,38.0,5.5,45.2,36.7,61.2
2021-12-29,Schleswig-Holstein,01,5505985,2266308,13776,2196388,1176741,77.9,74.6,89.2,83.6,91.0,75.5,65.5,87.4,85.1,91.5,40.4,3.4,48.0,37.4,66.8
2021-12-29,Hamburg,02,3382966,1467802,8559,1424297,597237,79.2,60.0,91.1,86.6,89.5,76.9,54.9,89.1,89.5,88.3,32.2,4.5,38.5,32.0,55.0
2021-12-29,Niedersachsen,03,14772843,6069414,34682,5818488,3315684,75.8,65.5,86.1,77.2,91.0,72.7,58.5,83.3,80.0,89.5,41.4,7.0,49.3,41.6,63.4
2021-12-29,Bremen,04,1375520,592253,3334,564362,266206,87.1,61.8,99.8,97.4,96.4,83.0,55.8,95.8,96.4,94.7,39.1,2.5,46.7,37.0,66.5
2021-12-29,Nordrhein-Westfalen,05,33756203,13964799,107467,13289144,7304913,77.9,65.6,88.5,81.5,91.6,74.1,58.7,85.2,82.7,90.0,40.8,5.5,48.6,39.7,65.9
2021-12-29,Hessen,06,10966215,4653070,24774,4400318,2161934,73.9,59.1,84.5,78.4,88.3,69.9,51.4,80.6,78.1,85.7,34.4,5.2,41.0,33.1,56.7
2021-12-29,Rheinland-Pfalz,07,7390668,3074389,16830,2882026,1599762,75.0,61.7,85.2,77.1,90.7,70.3,52.8,80.7,76.9,87.4,39.0,5.6,46.3,37.7,61.9
2021-12-29,Baden-Württemberg,08,19532982,7957195,49007,7715463,4334764,71.7,56.4,81.9,75.4,87.0,69.5,48.7,80.4,77.7,85.8,39.0,7.9,46.5,39.2,61.3
2021-12-29,Bayern,09,23053205,9435388,70951,9184653,4934888,71.8,61.0,81.5,75.4,86.1,69.9,53.4,80.3,77.9,85.2,37.6,4.9,44.7,35.8,62.8
2021-12-29,Saarland,10,1942565,788799,3408,759981,442583,80.2,63.6,90.0,82.6,91.9,77.2,55.3,87.5,85.1,91.2,45.0,7.0,52.4,43.1,67.5
2021-12-29,Berlin,11,6646108,2752066,28237,2625005,1395025,75.1,58.9,85.6,78.8,90.8,71.6,52.7,82.8,79.7,89.9,38.1,5.6,45.3,35.9,67.4
2021-12-29,Brandenburg,12,4035831,1704355,5783,1630711,812672,67.3,45.9,76.6,66.2,81.7,64.4,39.1,74.2,68.6,82.7,32.1,3.8,38.0,29.2,51.2
2021-12-29,Mecklenburg-Vorpommern,13,2770373,1161257,2606,1119405,555134,72.1,49.0,82.0,73.8,86.9,69.5,39.9,79.7,74.7,86.9,34.5,4.0,40.4,29.9,55.9
2021-12-29,Sachsen,14,6122507,2562864,5761,2448031,1212229,63.2,38.3,72.5,64.0,80.2,60.3,33.3,69.8,62.4,80.7,29.9,3.7,35.3,26.0,49.2
2021-12-29,Sachsen-Anhalt,15,3613108,1519399,3010,1480195,720934,69.7,43.9,79.1,69.4,84.0,67.9,36.5,77.6,71.3,86.3,33.1,3.8,38.6,27.4,54.1
2021-12-29,Thüringen,16,3427914,1440140,6788,1384758,696335,67.9,44.1,77.2,68.4,83.5,65.3,38.8,74.8,68.3,84.0,32.8,2.5,38.6,28.4,53.2
2021-12-29,Bundesressorts,17,468754,198715,19,189363,88808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
