Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-04-19,Deutschland,00,172566113,63734027,63270874,49171747,76.6,42.1,21.9,65.6,85.9,79.5,88.9,76.1,39.4,19.1,63.1,85.7,84.0,88.8,59.1,30.4,68.7,63.0,79.3
2022-04-19,Schleswig-Holstein,01,6669366,2344088,2353063,2105997,80.5,54.5,30.2,81.7,90.2,84.9,91.4,80.8,51.8,28.7,77.6,90.9,89.8,93.0,72.3,43.4,78.5,72.0,90.0
2022-04-19,Hamburg,02,4101968,1543849,1542088,1124520,83.3,46.0,29.0,67.5,93.9,89.8,91.3,83.2,42.1,23.1,65.9,94.3,95.4,91.5,60.7,28.1,71.3,67.8,80.0
2022-04-19,Niedersachsen,03,17182084,6285728,6224934,5104261,78.5,47.5,26.6,70.8,87.5,79.0,91.5,77.8,44.3,23.3,68.0,87.0,84.9,90.8,63.8,38.8,73.9,69.2,82.6
2022-04-19,Bremen,04,1618149,615002,607655,443738,90.4,43.8,22.3,69.0,102.3,100.7,97.2,89.3,41.1,19.1,66.9,101.3,103.7,96.5,65.2,26.9,76.4,70.9,87.6
2022-04-19,Nordrhein-Westfalen,05,38874127,14433050,14169376,11081930,80.5,47.8,27.5,71.1,89.9,83.3,92.1,79.0,44.4,23.4,68.3,88.6,87.2,91.4,61.8,34.1,72.0,66.5,82.7
2022-04-19,Hessen,06,12873047,4836215,4702748,3586040,76.8,42.9,23.3,65.7,86.2,80.6,88.9,74.7,39.0,19.8,61.3,84.2,82.8,87.0,57.0,30.5,66.5,61.7,76.0
2022-04-19,Rheinland-Pfalz,07,8529484,3182234,3085145,2429502,77.6,43.8,23.3,67.5,86.7,79.1,91.3,75.3,40.9,20.9,64.0,84.3,81.9,88.8,59.3,33.1,68.7,63.4,78.4
2022-04-19,Baden-Württemberg,08,22353624,8221444,8248425,6365475,74.0,39.2,19.2,62.1,83.4,77.3,87.7,74.3,36.8,16.6,59.9,84.1,82.5,87.4,57.3,30.4,67.0,62.3,76.6
2022-04-19,Bayern,09,26490860,9733875,9838665,7423262,74.1,42.0,21.1,66.4,82.9,77.3,86.7,74.9,40.1,18.8,65.0,84.1,82.8,86.8,56.5,26.9,66.0,60.2,77.8
2022-04-19,Saarland,10,2225562,811949,810400,652744,82.5,42.5,18.5,69.8,91.6,84.8,92.4,82.4,40.0,16.2,66.8,91.7,91.1,92.8,66.3,34.8,75.9,70.6,84.3
2022-04-19,Berlin,11,7756968,2851993,2829414,2205954,77.8,42.5,25.4,65.1,87.5,81.0,91.6,77.2,40.3,22.9,63.2,87.1,85.0,92.0,60.2,30.2,70.4,64.6,84.1
2022-04-19,Brandenburg,12,4715747,1758314,1749651,1320654,69.5,29.2,10.7,52.0,78.2,68.5,82.2,69.1,27.1,8.6,49.9,78.5,74.5,84.5,52.2,19.5,60.9,53.2,72.3
2022-04-19,Mecklenburg-Vorpommern,13,3256828,1198706,1200832,923232,74.4,31.0,10.4,56.3,83.8,76.3,87.5,74.5,28.2,7.9,53.1,84.3,81.2,88.8,57.3,21.3,66.4,57.4,79.6
2022-04-19,Sachsen,14,7141926,2654933,2622236,1966281,65.4,23.6,7.5,44.0,74.5,66.6,81.1,64.6,22.5,6.4,42.8,73.8,67.8,82.8,48.5,15.3,56.7,47.2,70.8
2022-04-19,Sachsen-Anhalt,15,4254269,1570817,1599092,1192342,72.0,27.7,8.5,51.2,81.0,72.2,84.7,73.3,25.9,7.1,48.8,82.8,78.7,88.6,54.7,17.7,63.2,52.8,77.7
2022-04-19,Thüringen,16,3990535,1489759,1492098,1103227,70.3,29.0,11.2,51.1,79.1,71.0,84.4,70.4,28.3,10.4,50.4,79.3,74.5,86.3,52.0,19.0,60.3,50.4,74.5
2022-04-19,Bundesressorts,17,531569,202071,195052,142588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
