Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-12-22,Deutschland,00,191409374,64831430,2244,63519148,1446,52068383,12222205,962545,99559,77.9,46.1,22.4,74.5,86.9,84.7,90.8,76.3,42.8,19.9,69.5,85.5,83.0,90.0,62.6,31.6,73.0,66.3,85.3,14.7,1.0,17.5,6.4,38.0
2022-12-22,Schleswig-Holstein,01,7468792,2356509,514,2326854,464,2056240,710528,90134,1022,80.6,60.5,30.7,94.2,87.8,85.1,92.3,79.6,57.5,29.7,88.6,87.0,84.4,91.4,70.4,48.5,80.7,74.7,91.0,24.3,1.6,28.9,10.6,60.6
2022-12-22,Hamburg,02,4672323,1606856,38,1565475,21,1242770,287998,30509,1381,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.4,46.9,24.2,75.4,95.1,94.1,97.8,67.0,29.4,78.9,73.2,92.8,15.5,1.3,18.6,8.0,44.9
2022-12-22,Niedersachsen,03,19352583,6404546,134,6229373,101,5383300,1483368,128321,2885,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,39.9,77.9,72.0,88.3,18.5,1.2,22.1,7.8,47.8
2022-12-22,Bremen,04,1816514,621437,5,597223,NA,456507,142390,14223,126,91.9,48.6,22.9,78.5,103.5,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.5,28.9,79.2,73.0,91.7,21.0,0.8,25.2,11.4,52.9
2022-12-22,Nordrhein-Westfalen,05,43691829,14658502,539,14247193,337,11824116,3183799,264206,72621,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.1,77.0,70.9,88.4,17.8,1.1,21.3,7.9,46.7
2022-12-22,Hessen,06,14361474,4936728,115,4743230,41,3838391,912052,90762,3035,78.4,48.2,23.9,75.7,87.4,85.7,90.7,75.3,43.1,20.9,68.4,84.5,82.4,88.5,61.0,31.3,71.3,64.9,83.8,14.5,1.1,17.4,6.9,37.8
2022-12-22,Rheinland-Pfalz,07,9530470,3242130,36,3104266,18,2614259,642904,43793,1643,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.2,89.8,63.7,34.0,74.0,67.6,85.3,15.7,1.0,18.7,6.3,40.4
2022-12-22,Baden-Württemberg,08,24668413,8418447,291,8288036,147,6824960,1305930,93472,5719,75.7,43.9,19.5,71.4,84.9,82.5,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.3,31.0,71.9,65.6,84.3,11.7,0.9,14.1,5.2,31.8
2022-12-22,Bayern,09,28961363,9909407,373,9899100,192,7802818,1538571,97879,4296,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,28.0,69.3,62.3,83.1,11.7,0.7,14.0,4.9,32.0
2022-12-22,Saarland,10,2450508,822941,13,809159,12,682898,160912,7823,405,83.8,46.8,18.8,78.8,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.7,73.6,89.3,16.4,0.9,19.2,6.5,39.2
2022-12-22,Berlin,11,8641861,2900950,102,2869310,76,2352741,572234,45257,5295,78.9,45.5,26.2,71.0,88.4,84.5,97.4,78.0,42.6,24.1,66.7,87.8,83.6,97.5,64.0,30.8,75.0,68.1,91.0,15.6,1.2,18.6,7.8,43.5
2022-12-22,Brandenburg,12,5066951,1723042,16,1727853,8,1416221,283539,10887,375,67.9,32.9,11.0,59.2,76.3,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.8,20.5,65.2,55.2,79.9,11.2,0.7,13.3,4.5,26.1
2022-12-22,Mecklenburg-Vorpommern,13,3569085,1218717,16,1204127,NA,969427,208377,9644,244,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.2,22.1,69.7,59.9,83.7,12.9,0.9,15.2,4.4,30.6
2022-12-22,Sachsen,14,7652951,2680287,23,2629643,11,2046867,347801,20758,258,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.0,23.6,7.0,44.3,74.2,67.5,84.0,50.6,15.2,59.4,48.8,74.8,8.6,0.6,10.2,3.1,20.5
2022-12-22,Sachsen-Anhalt,15,4679361,1620203,15,1606846,10,1267480,247539,7103,76,74.7,31.0,8.8,57.4,83.9,78.8,90.7,74.1,28.6,7.8,53.2,83.5,78.1,90.8,58.4,18.5,67.7,56.2,83.3,11.4,0.8,13.4,3.6,26.7
2022-12-22,Thüringen,16,4276256,1508611,9,1481357,NA,1143503,184602,7025,53,71.5,30.6,11.5,54.3,80.4,75.2,87.7,70.2,29.3,10.8,52.3,79.1,72.9,87.7,54.2,19.6,62.9,52.1,78.0,8.8,0.5,10.3,3.4,20.0
2022-12-22,Bundesressorts,17,548640,202117,5,190103,NA,145885,9661,749,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
