Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-11,Deutschland,00,114470642,58167264,56080963,3565445,70.0,48.2,80.7,72.8,86.9,67.4,43.6,78.0,74.0,85.6,4.3,0.4,5.1,2.2,10.7
2021-11-11,Schleswig-Holstein,01,4300123,2165382,2096429,168561,74.4,62.4,86.4,79.9,89.9,72.0,56.7,83.9,80.7,89.6,5.8,0.2,6.9,2.6,14.6
2021-11-11,Hamburg,02,2724798,1387654,1349877,78213,74.9,49.8,87.0,81.7,88.3,72.9,45.6,84.9,84.1,87.0,4.2,0.5,5.1,2.6,11.3
2021-11-11,Niedersachsen,03,11247679,5787112,5548285,326499,72.3,55.8,83.0,73.2,90.1,69.3,50.4,79.8,75.3,88.1,4.1,0.4,4.9,2.2,9.8
2021-11-11,Bremen,04,1091734,554958,538055,43249,81.6,53.0,94.4,90.5,94.4,79.1,48.4,91.7,91.1,92.9,6.4,0.3,7.6,3.5,15.8
2021-11-11,Nordrhein-Westfalen,05,26094364,13317054,12708283,835369,74.3,56.0,85.6,77.7,90.4,70.9,51.2,81.8,78.3,88.5,4.7,0.5,5.6,2.6,11.3
2021-11-11,Hessen,06,8595465,4387404,4189210,252627,69.7,48.5,80.6,73.5,86.9,66.6,43.3,77.2,73.6,84.3,4.0,0.4,4.8,2.0,10.5
2021-11-11,Rheinland-Pfalz,07,5704244,2926409,2756547,177082,71.4,50.7,82.1,73.1,89.6,67.3,44.2,77.6,72.8,86.2,4.3,0.5,5.1,2.0,10.8
2021-11-11,Baden-Württemberg,08,14705519,7454328,7274093,411112,67.1,43.8,77.8,70.4,85.5,65.5,40.1,76.2,72.3,84.0,3.7,0.3,4.4,1.7,10.1
2021-11-11,Bayern,09,17477101,8819606,8592602,527841,67.1,45.5,77.5,70.4,84.6,65.4,40.9,75.7,72.0,83.3,4.0,0.3,4.8,2.3,9.9
2021-11-11,Saarland,10,1476839,749401,727524,44663,76.2,52.1,86.4,77.8,90.8,73.9,47.0,84.1,80.3,90.1,4.5,0.5,5.3,1.9,10.8
2021-11-11,Berlin,11,5181279,2565588,2484966,245807,70.0,46.5,81.2,73.6,89.3,67.8,42.8,78.8,74.8,88.3,6.7,0.5,8.0,2.2,21.5
2021-11-11,Brandenburg,12,3127927,1603439,1548867,79893,63.4,35.2,72.8,61.2,80.3,61.2,31.4,70.8,64.0,81.1,3.2,0.3,3.7,1.9,6.5
2021-11-11,Mecklenburg-Vorpommern,13,2146464,1090466,1059434,58139,67.7,35.3,77.8,67.9,85.5,65.8,30.2,75.9,69.4,85.3,3.6,0.3,4.2,1.8,7.7
2021-11-11,Sachsen,14,4770940,2413537,2328013,126356,59.5,30.1,68.8,59.1,78.4,57.4,27.1,66.6,58.3,79.0,3.1,0.3,3.7,1.2,7.3
2021-11-11,Sachsen-Anhalt,15,2790988,1421887,1391513,79243,65.2,32.5,74.7,63.0,82.7,63.8,28.2,73.3,65.4,84.3,3.6,0.4,4.2,1.8,7.7
2021-11-11,Thüringen,16,2661791,1329123,1301028,109440,62.7,33.6,72.0,61.5,81.3,61.4,30.1,70.7,62.6,82.2,5.2,0.3,6.1,2.5,11.2
2021-11-11,Bundesressorts,17,373387,193916,186237,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
