Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-17,Deutschland,00,159032129,62472585,60553083,39596674,75.1,36.2,14.1,62.1,84.9,78.2,88.5,72.8,29.0,5.3,56.7,83.2,80.8,87.8,47.6,14.0,56.1,48.8,69.9
2022-01-17,Schleswig-Holstein,01,5959485,2295186,2249530,1548305,78.8,45.1,16.2,77.3,89.5,84.1,91.1,77.3,36.6,7.1,69.6,88.8,87.0,92.1,53.2,14.6,62.5,53.7,78.0
2022-01-17,Hamburg,02,3659358,1489423,1448869,828345,80.4,37.2,17.4,62.0,91.5,87.2,89.7,78.2,28.0,3.9,58.3,90.3,90.8,88.8,44.7,11.0,53.1,48.1,65.9
2022-01-17,Niedersachsen,03,15822921,6148201,5942758,4163581,76.8,39.6,14.8,67.5,86.5,77.8,91.2,74.3,31.7,4.8,62.0,84.6,81.7,89.9,52.0,16.9,61.3,54.6,73.6
2022-01-17,Bremen,04,1494161,601907,580530,359583,88.5,37.3,13.8,64.9,100.8,98.8,96.8,85.4,30.1,4.9,59.7,98.1,99.4,95.4,52.9,11.0,62.6,54.9,78.2
2022-01-17,Nordrhein-Westfalen,05,35922160,14165843,13593086,8969694,79.0,41.5,18.5,67.8,89.0,82.1,91.8,75.8,32.9,7.0,62.6,86.4,84.3,90.5,50.0,15.3,59.1,51.4,74.0
2022-01-17,Hessen,06,11757108,4727794,4496691,2783597,75.1,35.9,13.5,61.8,85.2,79.3,88.5,71.5,27.6,4.1,54.9,81.9,79.9,86.1,44.2,11.5,52.4,45.7,65.8
2022-01-17,Rheinland-Pfalz,07,7915018,3118208,2955386,2007952,76.1,37.2,14.1,64.1,85.8,77.9,90.9,72.1,29.5,5.2,57.6,82.1,78.9,87.9,49.0,15.0,57.6,50.5,70.4
2022-01-17,Baden-Württemberg,08,20869471,8074092,7907856,5365138,72.7,34.4,12.8,59.1,82.5,76.2,87.2,71.2,27.5,4.8,53.4,81.8,79.6,86.4,48.3,18.1,57.0,51.2,68.6
2022-01-17,Bayern,09,24526495,9558029,9426467,6045207,72.7,37.1,14.6,63.5,82.0,76.1,86.3,71.7,30.1,5.9,58.4,81.8,79.8,85.8,46.0,12.7,54.3,46.8,69.7
2022-01-17,Saarland,10,2083246,799169,777270,555924,81.2,37.8,12.5,66.4,90.7,83.5,92.1,79.0,29.8,3.1,59.9,89.1,87.3,91.8,56.5,19.3,65.2,57.7,77.3
2022-01-17,Berlin,11,7133436,2793198,2701757,1765663,76.2,37.4,19.3,61.4,86.3,79.5,91.1,73.7,30.2,9.9,56.9,84.3,81.7,90.6,48.2,15.9,56.9,49.0,75.3
2022-01-17,Brandenburg,12,4331140,1726041,1676734,1040722,68.2,25.3,6.6,48.3,77.3,67.1,81.9,66.2,21.0,2.7,43.6,75.9,70.9,83.4,41.1,8.3,48.4,39.8,61.4
2022-01-17,Mecklenburg-Vorpommern,13,2987186,1175686,1150055,727090,73.0,26.4,5.7,51.8,82.7,74.7,87.1,71.4,21.2,1.4,45.4,81.5,77.3,87.6,45.1,8.2,52.8,42.3,68.1
2022-01-17,Sachsen,14,6543159,2601525,2509907,1532842,64.1,20.6,4.7,40.7,73.3,65.0,80.6,61.9,17.0,1.5,36.6,71.3,64.4,81.4,37.8,6.1,44.6,35.0,58.7
2022-01-17,Sachsen-Anhalt,15,3849982,1537531,1520640,899515,70.5,23.4,4.5,46.4,79.8,70.4,84.2,69.7,19.2,1.6,40.6,79.4,74.0,87.0,41.2,6.5,48.0,36.6,64.0
2022-01-17,Thüringen,16,3675948,1460009,1423670,886142,68.9,25.3,7.9,46.9,77.9,69.4,83.9,67.1,21.5,4.1,43.0,76.4,70.6,84.8,41.8,9.2,48.8,38.7,63.3
2022-01-17,Bundesressorts,17,501855,200743,191877,117374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
