Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-07-13,Deutschland,00,183281410,64716006,63370647,51346833,6142033,77.8,46.3,22.4,74.3,86.7,83.9,92.0,76.2,42.9,20.0,69.2,85.3,82.1,91.2,61.7,30.5,72.0,64.7,85.6,7.4,0.5,8.8,2.3,21.2
2022-07-13,Schleswig-Holstein,01,7063967,2353585,2322323,2030488,430068,80.9,60.7,30.9,93.6,88.0,84.7,93.9,79.8,57.7,30.1,87.9,87.1,83.9,92.9,69.8,46.8,80.0,73.3,91.9,14.8,0.6,17.6,3.8,41.9
2022-07-13,Hamburg,02,4475344,1604009,1560441,1213971,159589,86.6,52.8,29.8,80.6,96.9,96.1,98.7,84.2,47.3,24.3,75.7,94.8,93.4,98.3,65.5,28.6,77.0,71.3,91.4,8.6,0.7,10.3,3.1,28.4
2022-07-13,Niedersachsen,03,18482426,6394815,6216925,5320585,829325,79.9,52.9,27.2,81.1,88.3,84.9,94.7,77.7,48.7,24.4,75.5,86.3,82.8,92.6,66.5,38.6,77.1,70.6,89.2,10.4,0.7,12.4,3.0,29.6
2022-07-13,Bremen,04,1728754,619805,595327,448772,80243,91.1,48.8,23.0,78.5,102.4,104.2,98.9,87.5,44.2,19.8,72.7,98.7,99.0,98.3,66.0,27.8,77.2,70.4,91.0,11.8,0.5,14.1,3.8,35.0
2022-07-13,Nordrhein-Westfalen,05,41841629,14637757,14219278,11674902,1868336,81.7,51.3,28.2,80.6,90.8,88.9,94.3,79.3,48.3,24.5,75.1,88.4,86.0,93.1,65.1,34.8,75.9,69.3,88.8,10.4,0.6,12.5,3.4,30.0
2022-07-13,Hessen,06,13721615,4925643,4732176,3787040,439539,78.3,48.4,23.9,75.7,87.1,84.8,91.9,75.2,43.2,20.8,68.3,84.2,81.5,89.7,60.2,30.4,70.3,63.3,84.3,7.0,0.5,8.4,2.4,20.3
2022-07-13,Rheinland-Pfalz,07,9120028,3236784,3098245,2582835,320691,79.0,48.5,23.8,76.2,87.7,83.7,94.8,75.6,44.4,21.7,70.1,84.2,80.3,91.3,63.0,32.8,73.2,66.0,86.2,7.8,0.6,9.3,2.3,22.1
2022-07-13,Baden-Württemberg,08,23659924,8396853,8262248,6731894,537116,75.6,44.0,19.5,70.9,84.7,81.7,90.8,74.4,40.6,17.2,66.4,83.7,80.5,90.3,60.6,30.0,71.0,64.2,84.8,4.8,0.4,5.8,1.4,14.8
2022-07-13,Bayern,09,27806285,9894374,9876669,7697449,628534,75.3,46.1,21.4,74.4,83.8,81.0,89.4,75.2,43.2,19.5,70.0,84.1,81.3,89.6,58.6,26.7,68.5,60.9,83.7,4.8,0.3,5.7,1.3,14.6
2022-07-13,Saarland,10,2352752,822170,807935,675925,80352,83.6,47.1,18.9,78.6,92.2,90.4,95.2,82.1,43.8,17.0,73.5,91.0,88.5,94.9,68.7,33.5,78.7,71.7,89.9,8.2,0.5,9.6,2.5,20.9
2022-07-13,Berlin,11,8194067,2889258,2858163,2299958,250639,78.9,46.0,26.1,72.5,88.3,84.1,97.9,78.0,43.2,24.3,68.0,87.7,83.2,98.1,62.8,30.5,73.5,66.2,90.4,6.8,0.4,8.2,2.1,22.5
2022-07-13,Brandenburg,12,4865995,1720823,1724408,1394954,120776,68.0,33.4,11.0,60.2,76.2,72.3,82.1,68.1,30.1,9.3,55.0,76.9,71.9,84.4,55.1,19.8,64.3,53.6,80.6,4.8,0.3,5.7,1.6,11.8
2022-07-13,Mecklenburg-Vorpommern,13,3447952,1217254,1201721,957151,113277,75.6,34.3,10.7,63.2,84.7,79.8,91.8,74.6,31.0,8.7,58.0,84.0,78.5,91.9,59.4,21.4,68.9,58.1,84.7,7.0,0.6,8.3,1.6,18.0
2022-07-13,Sachsen,14,7351969,2676422,2623601,2014049,110565,66.0,25.3,7.7,47.5,75.0,68.0,85.5,64.7,23.7,6.9,44.6,73.7,66.6,84.3,49.6,14.6,58.2,47.3,74.3,2.7,0.2,3.2,0.6,7.1
2022-07-13,Sachsen-Anhalt,15,4497260,1617905,1603336,1246049,99856,74.2,31.3,8.7,58.2,83.2,77.4,91.2,73.5,28.7,7.6,53.6,82.7,76.6,91.3,57.1,17.6,66.1,54.1,82.8,4.6,0.4,5.4,1.1,11.3
2022-07-13,Thüringen,16,4136216,1506606,1478322,1128209,71974,71.1,30.8,11.4,54.7,79.8,73.9,88.3,69.7,29.5,10.8,52.5,78.4,71.5,88.3,53.2,19.0,61.7,50.5,77.7,3.4,0.2,4.0,1.2,8.0
2022-07-13,Bundesressorts,17,535227,201943,189529,142602,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
