Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-06-07,Deutschland,00,180230448,64553003,63114193,49698716,5135996,77.6,45.3,22.2,72.3,86.6,83.4,91.7,75.9,41.5,19.7,66.8,85.1,82.0,90.9,59.8,31.3,69.4,63.7,80.2,6.2,0.4,7.6,1.7,18.5
2022-06-07,Schleswig-Holstein,01,6983836,2353645,2322532,2129240,251323,80.9,59.9,30.6,92.6,88.4,85.2,93.8,79.8,56.3,29.7,86.0,87.8,84.9,93.0,73.1,44.9,79.3,72.8,90.8,8.6,0.3,15.4,2.7,37.7
2022-06-07,Hamburg,02,4367870,1600701,1552709,1141993,134938,86.4,51.1,29.6,78.1,96.9,96.0,98.1,83.8,45.1,24.0,71.7,94.6,93.5,97.4,61.6,29.3,72.3,68.8,81.3,7.3,0.5,8.8,2.5,24.6
2022-06-07,Niedersachsen,03,18144384,6369185,6183322,5166172,703913,79.6,51.7,27.0,79.4,88.1,84.4,94.2,77.3,47.1,24.0,72.9,86.0,82.7,92.1,64.5,39.9,74.8,70.0,83.6,8.8,0.5,10.5,2.3,25.6
2022-06-07,Bremen,04,1702992,617774,592925,441737,65883,90.8,47.6,22.7,76.9,102.2,103.9,98.3,87.2,43.3,19.6,71.1,98.4,98.7,98.0,64.9,27.6,76.0,70.1,88.1,9.7,0.5,11.6,2.2,30.5
2022-06-07,Nordrhein-Westfalen,05,41083272,14625759,14177519,11218378,1618218,81.6,51.8,27.9,79.1,90.6,88.5,94.1,79.1,47.0,24.3,72.9,88.3,85.8,93.1,62.6,35.2,72.9,67.3,83.6,9.0,0.5,10.8,2.6,26.6
2022-06-07,Hessen,06,13396293,4886146,4693613,3607059,367909,77.6,46.4,23.6,72.9,86.7,84.0,91.3,74.6,41.2,20.6,65.2,83.7,81.0,89.3,57.3,31.3,66.8,61.9,76.7,5.8,0.4,7.0,1.8,17.4
2022-06-07,Rheinland-Pfalz,07,8937807,3217462,3080664,2476177,280763,78.5,46.9,23.6,73.9,87.3,83.2,94.3,75.2,42.8,21.5,67.4,83.9,80.0,91.0,60.4,34.2,70.0,64.6,79.8,6.9,0.5,8.2,1.9,19.6
2022-06-07,Baden-Württemberg,08,23173042,8348324,8203154,6416616,469199,75.2,42.3,19.4,68.5,84.4,81.1,90.3,73.9,38.7,17.0,63.4,83.4,80.2,89.9,57.8,31.0,67.5,62.7,77.3,4.2,0.3,5.1,1.1,13.1
2022-06-07,Bayern,09,27387015,9848357,9819502,7475923,531092,74.9,44.8,21.3,72.4,83.6,80.6,89.0,74.7,41.7,19.3,68.0,83.7,81.1,89.1,56.9,27.7,66.4,60.5,78.5,4.0,0.3,4.8,1.0,12.5
2022-06-07,Saarland,10,2319215,819020,804847,658104,70648,83.2,46.1,18.7,77.2,92.0,89.7,94.8,81.8,42.2,16.8,71.1,90.8,88.4,94.7,66.9,35.9,76.5,71.2,85.0,7.2,0.4,8.4,2.1,18.6
2022-06-07,Berlin,11,8132739,2910322,2871838,2245226,209101,79.4,45.8,25.8,72.1,89.0,84.2,98.0,78.4,42.4,23.9,66.9,88.2,84.0,98.1,61.3,31.4,71.7,65.8,85.2,5.7,0.3,6.8,1.5,19.3
2022-06-07,Brandenburg,12,4846276,1761653,1736596,1336722,102015,69.6,29.5,10.9,52.3,78.4,68.7,82.3,68.6,27.6,9.1,50.4,77.8,73.6,84.1,52.8,20.4,61.5,54.0,73.0,4.0,0.3,4.8,1.2,10.1
2022-06-07,Mecklenburg-Vorpommern,13,3399828,1212549,1197108,933687,97500,75.3,33.4,10.6,61.4,84.5,79.2,91.4,74.3,29.8,8.5,56.0,83.8,78.4,91.6,58.0,22.4,67.1,58.0,80.3,6.1,0.5,7.1,1.2,15.7
2022-06-07,Sachsen,14,7297312,2670893,2618106,1989018,91197,65.8,24.7,7.6,46.4,74.9,67.8,85.1,64.5,22.9,6.7,43.4,73.6,66.7,84.0,49.0,15.8,57.4,47.8,71.5,2.2,0.2,2.7,0.5,5.9
2022-06-07,Sachsen-Anhalt,15,4432282,1609466,1599577,1210903,81565,73.8,29.9,8.6,55.9,82.9,76.7,90.7,73.4,27.0,7.5,50.9,82.7,76.6,91.2,55.5,18.7,64.1,53.7,78.7,3.7,0.3,4.4,0.9,9.3
2022-06-07,Thüringen,16,4091888,1499833,1470699,1109571,59921,70.7,30.2,11.3,53.6,79.5,73.2,87.8,69.4,28.9,10.7,51.5,78.1,71.3,87.8,52.3,19.6,60.6,50.4,75.2,2.8,0.2,3.3,1.0,6.7
2022-06-07,Bundesressorts,17,534397,201914,189482,142190,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
