Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-14,Deutschland,00,136597953,60568427,58042956,21529804,72.8,57.0,83.6,76.5,87.9,69.8,49.1,80.5,77.2,86.7,25.9,2.9,30.8,22.6,46.2
2021-12-14,Schleswig-Holstein,01,5041454,2231160,2161419,782023,76.6,70.5,88.6,82.8,90.7,74.3,62.6,86.2,83.5,91.0,26.9,1.3,32.0,21.7,50.2
2021-12-14,Hamburg,02,3140079,1445941,1402347,396694,78.1,57.8,90.3,85.7,89.2,75.7,52.2,87.9,87.9,87.9,21.4,2.8,25.6,19.3,41.3
2021-12-14,Niedersachsen,03,13413867,5984965,5720031,2137605,74.8,63.4,85.5,76.4,90.8,71.5,55.4,82.1,78.2,89.0,26.7,3.5,31.8,24.4,45.5
2021-12-14,Bremen,04,1259116,579988,554249,171693,85.3,59.0,98.4,95.7,95.8,81.5,53.4,94.2,94.3,94.0,25.2,1.2,30.2,20.5,49.8
2021-12-14,Nordrhein-Westfalen,05,30972272,13728923,13070108,4970104,76.6,63.2,87.8,80.6,91.3,72.9,55.8,83.9,81.0,89.5,27.7,3.0,33.1,24.6,49.6
2021-12-14,Hessen,06,10097231,4574044,4324943,1444942,72.7,56.8,83.6,77.3,87.9,68.7,48.7,79.4,76.5,85.2,23.0,2.8,27.4,20.3,41.6
2021-12-14,Rheinland-Pfalz,07,6786540,3029645,2835091,1086325,73.9,59.3,84.5,76.3,90.4,69.2,49.6,79.5,75.4,87.0,26.5,3.3,31.5,23.1,46.7
2021-12-14,Baden-Württemberg,08,17768327,7800403,7545560,2890810,70.3,53.1,81.0,74.2,86.6,68.0,45.0,78.8,75.7,85.2,26.0,3.2,31.1,23.9,45.9
2021-12-14,Bayern,09,21214088,9258782,8975688,3477146,70.5,57.9,80.7,74.5,85.8,68.3,48.6,78.7,75.9,84.6,26.5,2.8,31.5,22.9,49.0
2021-12-14,Saarland,10,1781494,777652,748127,304092,79.0,60.7,89.3,81.6,91.6,76.0,52.3,86.2,83.4,90.9,30.9,4.2,36.1,26.3,51.7
2021-12-14,Berlin,11,6221316,2712826,2622010,1011208,74.0,57.7,85.4,78.5,90.7,71.6,50.1,82.9,79.8,90.1,27.6,3.1,32.9,22.9,56.4
2021-12-14,Brandenburg,12,3713070,1676303,1598559,548936,66.2,43.3,75.7,65.0,81.3,63.2,36.1,72.9,66.7,82.2,21.7,2.2,25.7,17.8,37.5
2021-12-14,Mecklenburg-Vorpommern,13,2560446,1146059,1096279,383135,71.1,45.8,81.3,72.7,86.6,68.1,36.0,78.2,72.6,86.4,23.8,2.6,27.9,18.6,41.5
2021-12-14,Sachsen,14,5663260,2516155,2397580,849444,62.0,35.9,71.5,62.6,79.7,59.1,30.9,68.4,60.6,80.0,20.9,2.5,24.8,16.6,36.9
2021-12-14,Sachsen-Anhalt,15,3354166,1498305,1445846,516878,68.7,41.1,78.3,68.2,83.7,66.3,33.2,75.9,69.0,85.6,23.7,2.6,27.7,18.1,41.0
2021-12-14,Thüringen,16,3173750,1409631,1356566,499369,66.5,41.2,76.0,66.9,82.9,64.0,35.9,73.4,66.4,83.4,23.6,1.7,27.7,18.3,41.2
2021-12-14,Bundesressorts,17,437398,197625,188494,59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
