Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-21,Deutschland,00,144391217,61201400,213649,58661704,28090924,73.6,58.6,84.1,77.1,88.1,70.5,51.0,81.2,78.2,87.0,33.8,4.1,40.2,31.4,56.7
2021-12-21,Schleswig-Holstein,01,5369530,2255076,7451,2185120,1062731,77.5,73.8,89.0,83.4,90.9,75.1,64.6,87.0,84.6,91.3,36.5,2.3,43.4,32.6,62.6
2021-12-21,Hamburg,02,3294470,1459638,4171,1415941,524793,78.8,59.2,90.9,86.4,89.4,76.4,53.9,88.7,88.9,88.1,28.3,3.5,33.9,27.2,50.6
2021-12-21,Niedersachsen,03,14268070,6036596,19349,5779609,2881849,75.4,64.7,85.9,76.9,90.9,72.2,57.3,82.8,79.3,89.3,36.0,4.9,42.9,34.9,57.5
2021-12-21,Bremen,04,1332635,587626,1809,560042,232066,86.4,60.4,99.3,96.8,96.3,82.3,54.7,95.1,95.5,94.4,34.1,1.9,40.7,30.9,60.8
2021-12-21,Nordrhein-Westfalen,05,32884675,13878229,60888,13208863,6598495,77.4,64.7,88.3,81.2,91.5,73.7,57.6,84.7,82.1,89.8,36.8,4.4,44.0,34.7,61.8
2021-12-21,Hessen,06,10629914,4617965,10591,4370166,1889994,73.4,58.1,84.2,78.0,88.2,69.4,50.3,80.1,77.5,85.5,30.0,3.9,35.8,28.0,51.6
2021-12-21,Rheinland-Pfalz,07,7177213,3054661,6270,2862663,1424952,74.5,60.8,85.0,76.9,90.6,69.8,51.4,80.2,76.3,87.3,34.8,4.4,41.3,32.4,57.5
2021-12-21,Baden-Württemberg,08,18854356,7895805,27963,7645427,3785447,71.1,55.0,81.6,74.9,86.9,68.9,47.0,79.7,76.9,85.5,34.1,4.9,40.7,33.1,56.3
2021-12-21,Bayern,09,22355130,9368558,42047,9096777,4390036,71.3,59.7,81.2,75.1,86.0,69.2,51.3,79.6,77.0,84.9,33.4,3.7,39.8,30.6,58.5
2021-12-21,Saarland,10,1884318,784763,1783,755497,392745,79.8,62.4,89.8,82.3,91.8,76.8,54.1,87.0,84.5,91.1,39.9,5.5,46.6,36.7,62.4
2021-12-21,Berlin,11,6451217,2727089,16974,2600612,1248731,74.4,57.9,85.3,78.3,90.7,71.0,51.5,82.1,78.8,89.7,34.1,4.2,40.6,30.7,63.9
2021-12-21,Brandenburg,12,3928603,1695566,3629,1618836,725817,67.0,44.9,76.4,65.9,81.6,64.0,37.9,73.7,67.9,82.5,28.7,3.1,33.9,25.0,47.4
2021-12-21,Mecklenburg-Vorpommern,13,2695042,1155967,1529,1109632,494755,71.8,47.7,81.8,73.4,86.8,68.9,38.1,79.1,73.8,86.8,30.7,3.2,36.1,25.5,51.5
2021-12-21,Sachsen,14,5957478,2544132,3536,2426289,1087445,62.7,37.2,72.1,63.4,80.0,59.8,32.2,69.2,61.6,80.4,26.8,3.1,31.7,22.6,45.2
2021-12-21,Sachsen-Anhalt,15,3509828,1511315,2005,1464601,641191,69.3,42.5,78.8,69.0,83.9,67.2,34.9,76.8,70.3,86.0,29.4,3.3,34.3,23.2,49.9
2021-12-21,Thüringen,16,3333911,1429860,3635,1372471,624642,67.4,43.0,76.9,68.0,83.3,64.7,37.5,74.2,67.5,83.8,29.5,2.2,34.6,24.3,49.4
2021-12-21,Bundesressorts,17,464827,198554,19,189158,85235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
