Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-07-18,Deutschland,00,183447733,64720193,63377081,51373731,6270837,77.8,46.3,22.5,74.3,86.7,83.9,92.0,76.2,43.0,20.0,69.2,85.3,82.1,91.2,61.8,30.6,72.0,64.7,85.7,7.5,0.5,9.0,2.3,21.6
2022-07-18,Schleswig-Holstein,01,7071595,2353700,2322477,2031192,436723,80.9,60.7,30.9,93.6,88.0,84.7,93.9,79.8,57.7,30.1,87.9,87.1,83.9,92.9,69.8,46.8,80.1,73.3,91.9,15.0,0.6,17.9,4.0,42.4
2022-07-18,Hamburg,02,4478901,1604072,1560626,1214794,162075,86.6,52.8,29.8,80.6,96.9,96.1,98.7,84.2,47.3,24.3,75.7,94.8,93.4,98.3,65.6,28.6,77.1,71.4,91.5,8.7,0.7,10.5,3.2,28.8
2022-07-18,Niedersachsen,03,18503022,6395240,6217516,5323084,846406,79.9,52.9,27.2,81.1,88.3,84.9,94.7,77.7,48.7,24.4,75.5,86.3,82.8,92.6,66.5,38.6,77.2,70.6,89.2,10.6,0.7,12.7,3.1,30.2
2022-07-18,Bremen,04,1731304,619859,595434,449141,82263,91.1,48.8,23.0,78.5,102.4,104.2,98.9,87.5,44.2,19.8,72.7,98.8,99.0,98.3,66.0,27.9,77.3,70.5,91.1,12.1,0.5,14.4,4.0,35.7
2022-07-18,Nordrhein-Westfalen,05,41880775,14638578,14220532,11681382,1898927,81.7,51.3,28.2,80.6,90.8,88.9,94.3,79.3,48.3,24.6,75.1,88.4,86.0,93.1,65.2,34.9,76.0,69.3,88.8,10.6,0.7,12.7,3.5,30.5
2022-07-18,Hessen,06,13736527,4926126,4732946,3789301,450937,78.3,48.4,24.0,75.7,87.1,84.8,91.9,75.2,43.2,20.8,68.3,84.2,81.5,89.7,60.2,30.5,70.3,63.4,84.3,7.2,0.5,8.6,2.5,20.8
2022-07-18,Rheinland-Pfalz,07,9127118,3236967,3098567,2583742,326369,79.0,48.5,23.8,76.2,87.7,83.7,94.8,75.6,44.5,21.7,70.1,84.2,80.3,91.3,63.0,32.9,73.2,66.1,86.2,8.0,0.6,9.5,2.3,22.4
2022-07-18,Baden-Württemberg,08,23678130,8397562,8263107,6734759,550889,75.6,44.0,19.6,70.9,84.7,81.7,90.8,74.4,40.6,17.2,66.4,83.8,80.6,90.3,60.7,30.0,71.0,64.2,84.8,5.0,0.4,6.0,1.4,15.1
2022-07-18,Bayern,09,27832098,9894937,9877684,7701690,648528,75.3,46.1,21.4,74.4,83.8,81.0,89.4,75.2,43.2,19.5,70.1,84.1,81.3,89.6,58.6,26.8,68.5,61.0,83.8,4.9,0.3,5.9,1.4,15.0
2022-07-18,Saarland,10,2355156,822203,808008,676226,82349,83.6,47.1,18.9,78.6,92.3,90.4,95.2,82.1,43.8,17.0,73.6,91.0,88.5,94.9,68.7,33.6,78.7,71.8,89.9,8.4,0.6,9.8,2.6,21.4
2022-07-18,Berlin,11,8202618,2889498,2858521,2301589,256961,78.9,46.1,26.2,72.5,88.3,84.1,97.9,78.0,43.2,24.3,68.0,87.7,83.2,98.1,62.8,30.5,73.5,66.3,90.5,7.0,0.4,8.4,2.2,22.9
2022-07-18,Brandenburg,12,4869413,1720914,1724527,1395677,123261,68.0,33.4,11.1,60.2,76.2,72.3,82.1,68.1,30.1,9.3,55.0,76.9,71.9,84.4,55.1,19.8,64.4,53.6,80.6,4.9,0.3,5.8,1.6,12.1
2022-07-18,Mecklenburg-Vorpommern,13,3450123,1217321,1201830,957512,114911,75.6,34.3,10.7,63.2,84.7,79.8,91.8,74.6,31.0,8.7,58.0,84.0,78.5,91.9,59.4,21.5,68.9,58.1,84.7,7.1,0.6,8.4,1.6,18.2
2022-07-18,Sachsen,14,7355783,2676574,2623810,2014958,113109,66.0,25.3,7.7,47.5,75.0,68.0,85.5,64.7,23.7,6.9,44.7,73.7,66.6,84.3,49.7,14.6,58.2,47.3,74.3,2.8,0.2,3.3,0.7,7.2
2022-07-18,Sachsen-Anhalt,15,4500547,1617966,1603471,1246816,102180,74.2,31.3,8.7,58.2,83.2,77.4,91.2,73.5,28.7,7.7,53.6,82.7,76.6,91.3,57.2,17.7,66.1,54.2,82.8,4.7,0.5,5.5,1.2,11.5
2022-07-18,Thüringen,16,4139351,1506732,1478490,1129236,73788,71.1,30.8,11.5,54.7,79.8,73.9,88.3,69.7,29.5,10.8,52.5,78.4,71.5,88.3,53.3,19.1,61.7,50.5,77.8,3.5,0.2,4.1,1.2,8.2
2022-07-18,Bundesressorts,17,535272,201944,189535,142632,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
