Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-03-24,Deutschland,00,192186830,64874941,2684,63561256,1625,52135812,12637071,1153130,118082,77.9,46.1,22.4,74.5,86.9,84.8,90.9,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.6,31.6,73.0,66.4,85.3,15.2,1.1,18.1,6.8,39.0
2023-03-24,Schleswig-Holstein,01,7514122,2356822,530,2327272,468,2058378,734025,108740,1367,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.6,57.6,29.8,88.7,87.0,84.4,91.4,70.4,48.6,80.8,74.8,91.1,25.1,1.7,29.9,11.4,61.9
2023-03-24,Hamburg,02,4695347,1607200,49,1565840,22,1244374,299856,38646,2090,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.1,29.5,79.0,73.4,92.9,16.2,1.4,19.4,8.6,46.1
2023-03-24,Niedersachsen,03,19429092,6405368,168,6229938,114,5387917,1527665,153506,3877,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,77.9,72.1,88.4,19.0,1.3,22.8,8.2,48.9
2023-03-24,Bremen,04,1826312,621566,5,597374,NA,457104,147494,18010,156,91.9,48.6,23.0,78.6,103.6,105.9,98.9,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.3,73.1,91.7,21.8,0.8,26.1,12.2,54.0
2023-03-24,Nordrhein-Westfalen,05,43876656,14660273,670,14249637,379,11835843,3282868,321748,84779,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.2,77.0,71.0,88.5,18.3,1.2,22.0,8.3,47.7
2023-03-24,Hessen,06,14495851,4968392,159,4772663,45,3854431,951363,108138,3558,78.9,48.5,24.1,76.0,88.0,86.2,91.4,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.2,31.6,71.6,65.2,84.1,15.1,1.1,18.1,7.4,39.0
2023-03-24,Rheinland-Pfalz,07,9566918,3242678,47,3104824,27,2616688,665941,53129,2162,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.3,89.8,63.7,34.0,74.1,67.7,85.3,16.2,1.1,19.3,6.8,41.5
2023-03-24,Baden-Württemberg,08,24753718,8422497,355,8292622,191,6836305,1353493,109554,7321,75.7,43.9,19.6,71.4,84.9,82.6,89.4,74.5,40.6,17.3,67.0,84.0,81.5,88.9,61.5,31.0,72.0,65.7,84.4,12.2,1.0,14.6,5.5,32.7
2023-03-24,Bayern,09,29028052,9911205,419,9900677,228,7807804,1582170,111628,5219,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.3,62.3,83.1,12.0,0.8,14.3,5.1,32.7
2023-03-24,Saarland,10,2454985,822999,13,809209,12,683145,164010,8818,434,83.8,46.8,18.8,78.9,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.8,73.7,89.3,16.7,1.0,19.6,6.7,39.8
2023-03-24,Berlin,11,8688578,2902006,165,2870253,92,2358505,600539,55306,5829,78.9,45.5,26.2,71.1,88.5,84.5,97.4,78.0,42.7,24.2,66.8,87.8,83.6,97.5,64.1,31.0,75.2,68.2,91.2,16.3,1.2,19.5,8.5,44.9
2023-03-24,Brandenburg,12,5080211,1723369,21,1728017,12,1417302,293041,13018,422,67.9,32.9,11.0,59.2,76.3,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.8,20.5,65.2,55.3,79.9,11.5,0.7,13.7,4.7,26.8
2023-03-24,Mecklenburg-Vorpommern,13,3577789,1218775,18,1204244,NA,970332,214181,11454,254,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.2,22.1,69.8,59.9,83.8,13.3,1.0,15.6,4.6,31.2
2023-03-24,Sachsen,14,7676268,2680601,33,2630033,11,2048800,364620,24553,319,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.1,23.6,7.0,44.3,74.2,67.5,84.0,50.7,15.3,59.4,48.8,74.9,9.0,0.6,10.7,3.4,21.4
2023-03-24,Sachsen-Anhalt,15,4689864,1620341,18,1607000,15,1268634,255474,8196,102,74.7,31.0,8.8,57.4,83.9,78.8,90.7,74.1,28.6,7.8,53.2,83.5,78.1,90.8,58.5,18.5,67.7,56.3,83.3,11.8,0.9,13.8,3.8,27.4
