Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-17,Deutschland,00,168771458,63350208,62410065,46615203,76.2,40.7,20.3,64.6,85.6,79.1,88.7,75.1,36.0,14.7,60.9,84.9,83.0,88.4,56.1,26.1,65.4,59.5,76.7
2022-02-17,Schleswig-Holstein,01,6409167,2332145,2319345,1891412,80.1,52.7,27.6,80.7,90.0,84.6,91.3,79.7,46.3,20.9,74.6,90.3,89.0,92.6,65.0,36.1,74.6,67.7,86.8
2022-02-17,Hamburg,02,3916923,1511455,1494526,1018713,81.6,42.8,25.8,64.1,92.2,88.0,90.0,80.7,37.2,17.4,62.0,91.9,92.9,89.5,55.0,23.3,64.7,61.1,73.9
2022-02-17,Niedersachsen,03,16794842,6247156,6133642,4846580,78.1,45.9,24.5,69.9,87.1,78.6,91.4,76.6,39.8,16.5,65.9,86.3,84.0,90.5,60.6,33.6,70.4,65.2,80.0
2022-02-17,Bremen,04,1585798,610792,598634,424468,89.8,42.4,20.8,67.8,101.7,100.0,97.0,88.0,37.2,14.1,64.3,100.3,102.4,96.1,62.4,23.1,73.3,67.5,85.1
2022-02-17,Nordrhein-Westfalen,05,38046182,14350758,13993797,10510358,80.1,46.3,25.3,70.2,89.6,82.9,92.0,78.1,40.9,18.5,66.4,88.0,86.4,91.0,58.6,29.1,68.5,62.6,80.0
2022-02-17,Hessen,06,12579356,4808144,4635444,3387418,76.4,41.5,21.5,64.8,85.9,80.2,88.7,73.7,35.1,14.3,59.2,83.5,81.9,86.7,53.8,26.0,63.0,58.0,73.0
2022-02-17,Rheinland-Pfalz,07,8351636,3161426,3041691,2315299,77.1,42.4,21.5,66.6,86.3,78.6,91.1,74.2,37.2,15.8,61.9,83.6,80.9,88.5,56.5,28.6,65.7,60.0,76.1
2022-02-17,Baden-Württemberg,08,21974976,8178005,8148700,6128788,73.7,38.2,17.9,61.4,83.1,76.9,87.5,73.4,34.1,12.9,58.2,83.5,81.7,87.0,55.2,27.2,64.6,59.7,74.6
2022-02-17,Bayern,09,26000246,9686143,9718813,7099626,73.7,41.0,19.8,65.7,82.6,76.9,86.6,74.0,37.2,15.1,63.1,83.4,82.0,86.5,54.0,23.1,63.3,57.1,75.8
2022-02-17,Saarland,10,2184992,808474,800875,625115,82.2,41.6,17.4,69.0,91.3,84.4,92.3,81.4,36.9,12.3,64.6,91.0,90.0,92.5,63.5,30.4,72.8,67.0,82.2
2022-02-17,Berlin,11,7591920,2831812,2793004,2097158,77.3,41.3,24.0,64.1,87.0,80.3,91.4,76.2,37.3,19.3,61.1,86.3,84.1,91.6,57.2,26.8,67.1,60.8,81.7
2022-02-17,Brandenburg,12,4610680,1749267,1727542,1246611,69.1,28.1,9.5,51.1,78.0,68.1,82.1,68.3,24.9,6.3,47.7,77.7,73.5,84.1,49.3,16.3,57.6,49.7,69.4
2022-02-17,Mecklenburg-Vorpommern,13,3178353,1191563,1182464,870164,74.0,29.9,9.3,55.1,83.4,75.8,87.3,73.4,25.2,4.8,50.1,83.3,79.9,88.4,54.0,17.2,62.8,53.3,76.5
2022-02-17,Sachsen,14,6972274,2639478,2584013,1850208,65.1,22.8,6.8,43.1,74.2,66.2,80.9,63.7,20.5,4.7,40.5,73.0,66.6,82.3,45.6,12.6,53.5,44.1,67.4
2022-02-17,Sachsen-Anhalt,15,4145915,1561682,1573604,1118532,71.6,26.6,7.4,50.0,80.7,71.7,84.6,72.2,23.1,4.6,45.7,81.8,77.3,88.0,51.3,14.1,59.4,48.7,74.4
2022-02-17,Thüringen,16,3901549,1480300,1469630,1045914,69.8,28.0,10.3,49.9,78.7,70.4,84.2,69.3,25.9,8.3,47.8,78.4,73.2,85.8,49.3,16.1,57.3,47.3,71.6
2022-02-17,Bundesressorts,17,526649,201608,194341,138839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
