Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-23,Deutschland,00,169499089,63416464,62606204,47081705,76.3,41.0,20.7,64.8,85.6,79.1,88.7,75.3,36.9,15.8,61.4,85.1,83.2,88.5,56.6,26.9,66.0,60.2,77.1
2022-02-23,Schleswig-Holstein,01,6451195,2334290,2327237,1923409,80.2,53.1,28.3,80.9,90.0,84.7,91.3,79.9,47.7,23.0,75.3,90.5,89.2,92.7,66.1,37.5,75.3,68.5,87.3
2022-02-23,Hamburg,02,3983489,1524196,1513119,1054061,82.3,43.5,26.2,65.3,92.9,88.8,90.6,81.7,38.8,19.3,63.3,92.9,93.9,90.5,56.9,24.4,67.0,63.2,76.3
2022-02-23,Niedersachsen,03,16866768,6252989,6153884,4892498,78.1,46.2,25.0,70.1,87.2,78.6,91.4,76.9,41.0,18.4,66.3,86.4,84.2,90.6,61.1,34.6,71.1,66.0,80.4
2022-02-23,Bremen,04,1591221,611393,600619,427323,89.9,42.7,21.2,68.0,101.8,100.1,97.0,88.3,38.3,15.5,64.9,100.5,102.6,96.2,62.8,23.7,73.7,68.0,85.4
2022-02-23,Nordrhein-Westfalen,05,38202670,14364152,14031761,10615734,80.1,46.6,25.8,70.3,89.6,82.9,92.0,78.3,41.7,19.8,66.8,88.1,86.6,91.1,59.2,30.1,69.2,63.3,80.5
2022-02-23,Hessen,06,12631231,4812237,4650399,3420253,76.5,41.8,21.9,64.9,85.9,80.3,88.8,73.9,36.2,15.9,59.7,83.6,82.1,86.7,54.3,26.8,63.6,58.6,73.4
2022-02-23,Rheinland-Pfalz,07,8385177,3164562,3051281,2336515,77.2,42.7,21.9,66.8,86.4,78.6,91.1,74.5,38.1,17.1,62.4,83.7,81.1,88.5,57.0,29.7,66.2,60.6,76.4
2022-02-23,Baden-Württemberg,08,22050154,8184383,8172008,6174474,73.7,38.4,18.2,61.5,83.1,76.9,87.5,73.6,34.8,13.9,58.6,83.6,81.9,87.1,55.6,27.9,65.1,60.2,75.0
2022-02-23,Bayern,09,26094247,9693781,9746033,7158839,73.8,41.2,20.2,65.8,82.7,77.0,86.6,74.2,37.9,16.1,63.5,83.6,82.2,86.5,54.5,23.8,63.8,57.7,76.1
2022-02-23,Saarland,10,2192031,808968,802871,629671,82.2,41.8,17.6,69.2,91.3,84.4,92.3,81.6,37.6,13.3,65.1,91.1,90.2,92.6,64.0,31.5,73.3,67.6,82.5
2022-02-23,Berlin,11,7619592,2833903,2800348,2115433,77.3,41.5,24.3,64.2,87.0,80.4,91.4,76.4,38.1,20.3,61.5,86.5,84.2,91.7,57.7,27.4,67.6,61.5,82.0
2022-02-23,Brandenburg,12,4632985,1751169,1732651,1261945,69.2,28.4,9.9,51.3,78.0,68.2,82.2,68.5,25.4,6.9,48.2,77.9,73.7,84.2,49.9,16.8,58.3,50.5,70.0
2022-02-23,Mecklenburg-Vorpommern,13,3192266,1192538,1186440,879142,74.0,30.1,9.5,55.3,83.4,75.8,87.3,73.7,26.0,5.8,50.7,83.5,80.2,88.4,54.6,17.9,63.4,54.0,77.0
2022-02-23,Sachsen,14,6996088,2641323,2590371,1865825,65.1,22.9,6.9,43.2,74.2,66.2,80.9,63.9,20.8,5.0,40.9,73.1,66.8,82.4,46.0,13.1,53.9,44.6,67.8
2022-02-23,Sachsen-Anhalt,15,4165311,1563240,1578636,1131346,71.7,26.8,7.6,50.3,80.7,71.8,84.6,72.4,23.7,5.1,46.3,82.0,77.6,88.1,51.9,14.7,60.1,49.4,74.9
2022-02-23,Thüringen,16,3917104,1481661,1474026,1055737,69.9,28.2,10.5,50.1,78.8,70.5,84.2,69.5,26.4,8.6,48.3,78.6,73.5,85.9,49.8,16.5,57.8,47.8,72.1
2022-02-23,Bundesressorts,17,527560,201679,194520,139500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
