Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-27,Deutschland,00,107197993,56392509,53335461,628332,67.8,41.0,78.6,70.2,86.1,64.1,33.2,74.7,69.7,84.2
2021-09-27,Schleswig-Holstein,01,4042347,2112622,2015973,40172,72.6,55.7,84.3,77.2,89.2,69.3,47.8,80.7,76.4,88.3
2021-09-27,Hamburg,02,2506304,1322461,1257295,6800,71.4,39.1,83.5,77.4,87.3,67.9,30.4,79.8,77.8,85.0
2021-09-27,Niedersachsen,03,10572942,5640480,5310978,23490,70.5,48.4,81.3,71.0,89.5,66.4,39.9,77.0,71.6,86.9
2021-09-27,Bremen,04,1012406,535462,508549,8993,78.7,44.5,91.5,86.6,93.7,74.8,35.5,87.3,85.2,91.4
2021-09-27,Nordrhein-Westfalen,05,24493426,12977426,12091262,160849,72.4,49.4,83.7,75.4,89.8,67.5,39.9,78.4,73.9,87.2
2021-09-27,Hessen,06,8071908,4252562,3987769,54093,67.6,41.5,78.5,70.9,86.1,63.4,33.0,74.0,69.5,83.0
2021-09-27,Rheinland-Pfalz,07,5371781,2849986,2632656,36064,69.5,43.1,80.4,70.9,89.0,64.2,32.5,74.7,69.1,84.9
2021-09-27,Baden-Württemberg,08,13884933,7236370,6947178,110213,65.2,37.7,75.9,68.0,84.8,62.6,31.5,73.2,68.6,82.7
2021-09-27,Bayern,09,16243178,8479503,8114563,73511,64.5,37.0,75.0,67.2,83.8,61.8,29.6,72.1,67.3,81.9
2021-09-27,Saarland,10,1387331,727991,694986,6105,74.0,43.5,84.3,75.0,90.2,70.6,33.8,81.0,76.0,89.0
2021-09-27,Berlin,11,4746587,2464677,2342619,44880,67.3,37.4,78.4,70.7,87.9,63.9,31.3,74.9,70.0,86.3
2021-09-27,Brandenburg,12,2932032,1550452,1469453,10334,61.3,27.9,70.8,58.9,79.3,58.1,21.7,67.7,60.0,79.3
2021-09-27,Mecklenburg-Vorpommern,13,2011784,1054726,1005963,8077,65.5,27.4,75.7,65.1,84.8,62.5,20.5,72.5,64.9,83.6
2021-09-27,Sachsen,14,4467427,2336183,2211894,12146,57.6,24.8,66.9,56.6,77.5,54.5,19.1,63.7,54.6,77.3
2021-09-27,Sachsen-Anhalt,15,2623062,1377810,1324112,18235,63.2,25.3,72.7,60.4,82.0,60.7,18.9,70.2,61.3,82.7
2021-09-27,Thüringen,16,2461656,1281090,1236068,14216,60.4,26.5,69.8,58.5,80.4,58.3,21.9,67.5,58.5,80.5
2021-09-27,Bundesressorts,17,368889,192708,184143,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
